"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"BPW00080601","2015-06","-9.43333","160.05","10.1","GUADALCANAL ARMY AIR FIELD, BP","","","","","","","","","","","","","","","","","","","0","3,S","27","3,S","12","3,S","","","","","","","","","","","","","20150612",",3,S","","","","","","","","","33.7","3,S,12,","","","","","","","","","","","31.51","3,,,S","",""
"BPW00080601","2015-07","-9.43333","160.05","10.1","GUADALCANAL ARMY AIR FIELD, BP","","","","","","","","","","","","","","","","","","","0","4,S","27","4,S","8","4,S","","","","","","","","","","","","","20150721","+,4,S","","","","","","","","","33.0","4,S,21,+","","","","","","","","","","","31.48","4,,,S","",""
"BPW00080601","2015-08","-9.43333","160.05","10.1","GUADALCANAL ARMY AIR FIELD, BP","","","","","","","","","","","","","","","","","","","0","2,S","29","2,S","9","2,S","","","","","","","","","","","","","20150822",",2,S","","","","","","","","","33.4","2,S,22,","","","","","","","","","","","31.28","2,,,S","",""
"BPW00080601","2015-09","-9.43333","160.05","10.1","GUADALCANAL ARMY AIR FIELD, BP","","","","","","","","","","","","","","","","","","","0","5,S","25","5,S","4","5,S","","","","","","","","","","","","","20150906",",5,S","","","","","","","","","32.6","5,S,06,","","","","","","","","","","","31.26","5,,,S","",""
"BPW00080601","2015-10","-9.43333","160.05","10.1","GUADALCANAL ARMY AIR FIELD, BP","","","","","","","","","","","","","","","","","","","0","4,S","27","4,S","17","4,S","","","","","","","","","","","","","20151024",",4,S","","","","","","","","","34.7","4,S,24,","","","","","","","","","","","32.65","4,,,S","",""
"BPW00080601","2015-11","-9.43333","160.05","10.1","GUADALCANAL ARMY AIR FIELD, BP","","","","","","","","","","","","","","","","","","","0","4,S","26","4,S","8","4,S","","","","","","","","","","","","","20151102",",4,S","","","","","","","","","33.2","4,S,02,","","","","","","","","","","","31.96","4,,,S","",""
"BPW00080601","2015-12","-9.43333","160.05","10.1","GUADALCANAL ARMY AIR FIELD, BP","","","","","","","","","","","","","","","","","","","0","3,S","28","3,S","16","3,S","","","","","","","","","","","","","20151208",",3,S","","","","","","","","","33.8","3,S,08,","","","","","","","","","","","32.20","3,,,S","",""
"BPW00080601","2016-01","-9.43333","160.05","10.1","GUADALCANAL ARMY AIR FIELD, BP","","","","","","","","","","","","","","","","","","","0","4,S","27","4,S","22","4,S","","","","","","","","","","","","","20160103",",4,S","","","","","","","","","36.0","4,S,03,","","","","","","","","","","","33.01","4,,,S","",""
"BPW00080601","2016-03","-9.43333","160.05","10.1","GUADALCANAL ARMY AIR FIELD, BP","","","","","","","","","","","","","","","","","","","0","2,S","29","2,S","15","2,S","","","","","","","","","","","","","20160314",",2,S","","","","","","","","","33.4","2,S,14,","","","","","","","","","","","32.19","2,,,S","",""
"BPW00080601","2016-05","-9.43333","160.05","10.1","GUADALCANAL ARMY AIR FIELD, BP","","","","","","","","","","","","","","","","","","","0","4,S","27","4,S","16","4,S","","","","","","","","","","","","","20160515",",4,S","","","","","","","","","33.8","4,S,15,","","","","","","","","","","","32.21","4,,,S","",""
"BPW00080601","2016-06","-9.43333","160.05","10.1","GUADALCANAL ARMY AIR FIELD, BP","","","","","","","","","","","","","","","","","","","0","3,S","27","3,S","10","3,S","","","","","","","","","","","","","20160623",",3,S","","","","","","","","","34.7","3,S,23,","","","","","","","","","","","31.97","3,,,S","",""
"BPW00080601","2016-07","-9.43333","160.05","10.1","GUADALCANAL ARMY AIR FIELD, BP","","","","","","","","","","","","","","","","","","","0","4,S","27","4,S","5","4,S","","","","","","","","","","","","","20160725",",4,S","","","","","","","","","33.3","4,S,25,","","","","","","","","","","","31.37","4,,,S","",""
"BPW00080601","2016-08","-9.43333","160.05","10.1","GUADALCANAL ARMY AIR FIELD, BP","","","","","","","","","","","","","","","","","","","0","3,S","28","3,S","3","3,S","","","","","","","","","","","","","20160830","+,3,S","","","","","","","","","33.5","3,S,30,+","","","","","","","","","","","31.38","3,,,S","",""
"BPW00080601","2016-09","-9.43333","160.05","10.1","GUADALCANAL ARMY AIR FIELD, BP","","","","","","","","","","","","","","","","","","","0","4,S","26","4,S","16","4,S","","","","","","","","","","","","","20160915",",4,S","","","","","","","","","34.3","4,S,15,","","","","","","","","","","","32.48","4,,,S","",""
"BPW00080601","2016-10","-9.43333","160.05","10.1","GUADALCANAL ARMY AIR FIELD, BP","","","","","","","","","","","","","","","","","","","0","4,S","27","4,S","24","4,S","","","","","","","","","","","","","20161002",",4,S","","","","","","","","","34.7","4,S,02,","","","","","","","","","","","33.03","4,,,S","",""
"BPW00080601","2017-01","-9.43333","160.05","10.1","GUADALCANAL ARMY AIR FIELD, BP","","","","","","","","","","","","","","","","","","","0","4,S","27","4,S","19","4,S","","","","","","","","","","","","","20170113",",4,S","","","","","","","","","33.0","4,S,13,","","","","","","","","","","","32.20","4,,,S","",""
"BPW00080601","2017-02","-9.43333","160.05","10.1","GUADALCANAL ARMY AIR FIELD, BP","","","","","19","3,S","14","3,S","2","3,S","","","","","","","","","0","1,S","27","1,S","8","1,S","","","","","","","","","","","20170207",",3,S","20170220",",1,S","","","","","","","161.0","3,,S,07,","33.0","1,S,20,","","","","","403.8","3,,,S","","","","","31.71","1,,,S","",""
"BPW00080601","2017-03","-9.43333","160.05","10.1","GUADALCANAL ARMY AIR FIELD, BP","","","","","","","","","","","","","","","","","","","0","4,S","27","4,S","6","4,S","","","","","","","","","","","","","20170309",",4,S","","","","","","","","","32.9","4,S,09,","","","","","","","","","","","31.83","4,,,S","",""
"BPW00080601","2017-04","-9.43333","160.05","10.1","GUADALCANAL ARMY AIR FIELD, BP","","","","","","","","","","","","","","","","","","","0","4,S","26","4,S","8","4,S","","","","","","","","","","","","","20170423",",4,S","","","","","","","","","32.8","4,S,23,","","","","","","","","","","","31.79","4,,,S","",""
"BPW00080601","2017-05","-9.43333","160.05","10.1","GUADALCANAL ARMY AIR FIELD, BP","","","","","","","","","","","","","","","","","","","0","4,S","27","4,S","18","4,S","","","","","","","","","","","","","20170531","+,4,S","","","","","","","","","34.0","4,S,31,+","","","","","","","","","","","32.69","4,,,S","",""
"BPW00080601","2017-07","-9.43333","160.05","10.1","GUADALCANAL ARMY AIR FIELD, BP","","","","","","","","","","","","","","","","","","","0","2,S","29","2,S","9","2,S","","","","","","","","","","","","","20170724",",2,S","","","","","","","","","34.1","2,S,24,","","","","","","","","","","","31.56","2,,,S","",""
"BPW00080601","2017-10","-9.43333","160.05","10.1","GUADALCANAL ARMY AIR FIELD, BP","","","","","","","","","","","","","","","","","","","0","3,S","28","3,S","13","3,S","","","","","","","","","","","","","20171011",",3,S","","","","","","","","","34.5","3,S,11,","","","","","","","","","","","32.33","3,,,S","",""
"BPW00080601","2017-11","-9.43333","160.05","10.1","GUADALCANAL ARMY AIR FIELD, BP","","","","","","","","","","","","","","","","","","","0","5,S","25","5,S","13","5,S","","","","","","","","","","","","","20171130",",5,S","","","","","","","","","33.9","5,S,30,","","","","","","","","","","","32.11","5,,,S","",""
"BPW00080601","2018-01","-9.43333","160.05","10.1","GUADALCANAL ARMY AIR FIELD, BP","","","","","","","","","","","","","","","","","","","0","4,S","27","4,S","15","4,S","","","","","","","","","","","","","20180119",",4,S","","","","","","","","","33.4","4,S,19,","","","","","","","","","","","31.92","4,,,S","",""
"BPW00080601","2018-02","-9.43333","160.05","10.1","GUADALCANAL ARMY AIR FIELD, BP","","","","","","","","","","","","","","","","","","","0","5,S","23","5,S","16","5,S","","","","","","","","","","","","","20180206",",5,S","","","","","","","","","35.6","5,S,06,","","","","","","","","","","","32.65","5,,,S","",""
"BPW00080601","2018-04","-9.43333","160.05","10.1","GUADALCANAL ARMY AIR FIELD, BP","","","","","","","","","","","","","","","","","","","0","5,S","25","5,S","5","5,S","","","","","","","","","","","","","20180417",",5,S","","","","","","","","","33.4","5,S,17,","","","","","","","","","","","31.63","5,,,S","",""
"BPW00080601","2018-05","-9.43333","160.05","10.1","GUADALCANAL ARMY AIR FIELD, BP","","","","","","","","","","","","","","","","","","","0","5,S","26","5,S","9","5,S","","","","","","","","","","","","","20180529",",5,S","","","","","","","","","33.2","5,S,29,","","","","","","","","","","","31.90","5,,,S","",""
"BPW00080601","2018-06","-9.43333","160.05","10.1","GUADALCANAL ARMY AIR FIELD, BP","","","","","","","","","","","","","","","","","","","0","5,S","25","5,S","4","5,S","","","","","","","","","","","","","20180625",",5,S","","","","","","","","","32.5","5,S,25,","","","","","","","","","","","31.53","5,,,S","",""
"BPW00080601","2018-09","-9.43333","160.05","10.1","GUADALCANAL ARMY AIR FIELD, BP","","","","","","","","","","","","","","","","","","","0","5,S","25","5,S","7","5,S","","","","","","","","","","","","","20180920","+,5,S","","","","","","","","","33.0","5,S,20,+","","","","","","","","","","","31.81","5,,,S","",""
"BPW00080601","2018-10","-9.43333","160.05","10.1","GUADALCANAL ARMY AIR FIELD, BP","","","","","","","","","","","","","","","","","","","0","3,S","28","3,S","15","3,S","","","","","","","","","","","","","20181015","+,3,S","","","","","","","","","33.5","3,S,15,+","","","","","","","","","","","32.29","3,,,S","",""
"BPW00080601","2018-11","-9.43333","160.05","10.1","GUADALCANAL ARMY AIR FIELD, BP","","","","","","","","","","","","","","","","","","","0","4,S","26","4,S","13","4,S","","","","","","","","","","","","","20181101",",4,S","","","","","","","","","34.8","4,S,01,","","","","","","","","","","","32.23","4,,,S","",""
"BPW00080601","2018-12","-9.43333","160.05","10.1","GUADALCANAL ARMY AIR FIELD, BP","","","","","","","","","","","","","","","","","","","0","3,S","28","3,S","13","3,S","","","","","","","","","","","","","20181207",",3,S","","","","","","","","","33.3","3,S,07,","","","","","","","","","","","31.73","3,,,S","",""
"BPW00080601","2019-01","-9.43333","160.05","10.1","GUADALCANAL ARMY AIR FIELD, BP","","","","","","","","","","","","","","","","","","","0","5,S","26","5,S","16","5,S","","","","","","","","","","","","","20190109",",5,S","","","","","","","","","34.3","5,S,09,","","","","","","","","","","","32.49","5,,,S","",""
"BPW00080601","2019-02","-9.43333","160.05","10.1","GUADALCANAL ARMY AIR FIELD, BP","","","","","22","4,S","17","4,S","4","4,S","","","","","","","","","0",",S","28",",S","12",",S","","","","","","","","","","","20190208",",4,S","20190227",",,S","","","","","","","46.0","4,,S,08,","34.9",",S,27,","","","","","289.9","4,,,S","","","","","31.95",",,,S","",""
"BPW00080601","2019-03","-9.43333","160.05","10.1","GUADALCANAL ARMY AIR FIELD, BP","","","","","","","","","","","","","","","","","","","0","2,S","29","2,S","22","2,S","","","","","","","","","","","","","20190318",",2,S","","","","","","","","","34.0","2,S,18,","","","","","","","","","","","32.66","2,,,S","",""
"BPW00080601","2019-04","-9.43333","160.05","10.1","GUADALCANAL ARMY AIR FIELD, BP","","","","","","","","","","","","","","","","","","","0","4,S","26","4,S","16","4,S","","","","","","","","","","","","","20190414",",4,S","","","","","","","","","33.8","4,S,14,","","","","","","","","","","","32.37","4,,,S","",""
"BPW00080601","2019-05","-9.43333","160.05","10.1","GUADALCANAL ARMY AIR FIELD, BP","","","","","","","","","","","","","","","","","","","0","4,S","27","4,S","21","4,S","","","","","","","","","","","","","20190510",",4,S","","","","","","","","","34.1","4,S,10,","","","","","","","","","","","32.74","4,,,S","",""
"BPW00080601","2019-06","-9.43333","160.05","10.1","GUADALCANAL ARMY AIR FIELD, BP","","","","","","","","","","","","","","","","","","","0","4,S","26","4,S","22","4,S","","","","","","","","","","","","","20190625",",4,S","","","","","","","","","34.5","4,S,25,","","","","","","","","","","","32.93","4,,,S","",""
"BPW00080601","2019-07","-9.43333","160.05","10.1","GUADALCANAL ARMY AIR FIELD, BP","","","","","","","","","","","","","","","","","","","0","4,S","27","4,S","16","4,S","","","","","","","","","","","","","20190727",",4,S","","","","","","","","","34.2","4,S,27,","","","","","","","","","","","32.30","4,,,S","",""
"BPW00080601","2019-08","-9.43333","160.05","10.1","GUADALCANAL ARMY AIR FIELD, BP","","","","","","","","","","","","","","","","","","","0","3,S","28","3,S","16","3,S","","","","","","","","","","","","","20190814",",3,S","","","","","","","","","34.3","3,S,14,","","","","","","","","","","","32.16","3,,,S","",""
"BPW00080601","2019-10","-9.43333","160.05","10.1","GUADALCANAL ARMY AIR FIELD, BP","","","","","","","","","","","","","","","","","","","0","2,S","29","2,S","12","2,S","","","","","","","","","","","","","20191024",",2,S","","","","","","","","","34.4","2,S,24,","","","","","","","","","","","32.33","2,,,S","",""
"BPW00080601","2019-11","-9.43333","160.05","10.1","GUADALCANAL ARMY AIR FIELD, BP","","","","","","","","","","","","","","","","","","","0","4,S","26","4,S","8","4,S","","","","","","","","","","","","","20191103",",4,S","","","","","","","","","33.3","4,S,03,","","","","","","","","","","","31.76","4,,,S","",""
"BPW00080601","2019-12","-9.43333","160.05","10.1","GUADALCANAL ARMY AIR FIELD, BP","","","","","","","","","","","","","","","","","","","0",",S","31",",S","11",",S","","","","","","","","","","","","","20191218","+,,S","","","","","","","","","33.0",",S,18,+","","","","","","","","","","","32.08",",,,S","",""
"BPW00080601","2020-01","-9.43333","160.05","10.1","GUADALCANAL ARMY AIR FIELD, BP","","","","","","","","","","","","","","","","","","","0","4,S","27","4,S","22","4,S","","","","","","","","","","","","","20200114",",4,S","","","","","","","","","35.8","4,S,14,","","","","","","","","","","","32.95","4,,,S","",""
"BPW00080601","2020-02","-9.43333","160.05","10.1","GUADALCANAL ARMY AIR FIELD, BP","","","","","","","","","","","","","","","","","","","0","4,S","25","4,S","14","4,S","","","","","","","","","","","","","20200218",",4,S","","","","","","","","","37.4","4,S,18,","","","","","","","","","","","32.49","4,,,S","",""
"BPW00080601","2020-06","-9.43333","160.05","10.1","GUADALCANAL ARMY AIR FIELD, BP","","","","","8","3,S","4","3,S","0","3,S","","","","","","","","","0","4,S","26","4,S","16","4,S","","","","","","","","","","","20200605",",3,S","20200627","+,4,S","","","","","","","6.4","3,,S,05,","34.3","4,S,27,+","","","","","23.0","3,,,S","","","","","32.49","4,,,S","",""
"BPW00080601","2020-07","-9.43333","160.05","10.1","GUADALCANAL ARMY AIR FIELD, BP","","","","","16",",S","4",",S","0",",S","","","","","","","","","0","5,S","26","5,S","18","5,S","","","","","","","","","","","20200726",",,S","20200727",",5,S","","","","","","","10.7",",,S,26,","34.4","5,S,27,","","","","","35.1",",,,S","","","","","32.50","5,,,S","",""
"BPW00080601","2020-08","-9.43333","160.05","10.1","GUADALCANAL ARMY AIR FIELD, BP","","","","","12","2,S","6","2,S","0","2,S","","","","","","","","","","","","","","","","","","","","","","","","","20200828",",2,S","","","","","","","","","17.5","2,,S,28,","","","","","","","68.5","2,,,S","","","","","","","",""
"BPW00080601","2020-09","-9.43333","160.05","10.1","GUADALCANAL ARMY AIR FIELD, BP","","","","","17","2,S","11","2,S","4","2,S","","","","","","","","","","","","","","","","","","","","","","","","","20200904",",2,S","","","","","","","","","64.8","2,,S,04,","","","","","","","216.2","2,,,S","","","","","","","",""
"BPW00080601","2020-10","-9.43333","160.05","10.1","GUADALCANAL ARMY AIR FIELD, BP","","","","","15",",S","11",",S","1",",S","","","","","","","","","","","","","","","","","","","","","","","","","20201018",",,S","","","","","","","","","28.4",",,S,18,","","","","","","","109.3",",,,S","","","","","","","",""
"BPW00080601","2020-11","-9.43333","160.05","10.1","GUADALCANAL ARMY AIR FIELD, BP","","","","","14","1,S","8","1,S","2","1,S","","","","","","","","","","","","","","","","","","","","","","","","","20201125",",1,S","","","","","","","","","57.7","1,,S,25,","","","","","","","164.2","1,,,S","","","","","","","",""
"BPW00080601","2020-12","-9.43333","160.05","10.1","GUADALCANAL ARMY AIR FIELD, BP","","","","","16","2,S","9","2,S","0","2,S","","","","","","","","","0","4,S","27","4,S","13","4,S","","","","","","","","","","","20201231",",2,S","20201212",",4,S","","","","","","","17.8","2,,S,31,","36.0","4,S,12,","","","","","83.6","2,,,S","","","","","32.49","4,,,S","",""
"BPW00080601","2021-01","-9.43333","160.05","10.1","GUADALCANAL ARMY AIR FIELD, BP","","","","","15",",S","11",",S","3",",S","","","","","","","","","","","","","","","","","","","","","","","","","20210128",",,S","","","","","","","","","59.7",",,S,28,","","","","","","","205.5",",,,S","","","","","","","",""
"BPW00080601","2021-02","-9.43333","160.05","10.1","GUADALCANAL ARMY AIR FIELD, BP","","","","","19","4,S","11","4,S","4","4,S","","","","","","","","","","","","","","","","","","","","","","","","","20210228",",4,S","","","","","","","","","54.4","4,,S,28,","","","","","","","251.5","4,,,S","","","","","","","",""
"BPW00080601","2021-03","-9.43333","160.05","10.1","GUADALCANAL ARMY AIR FIELD, BP","","","","","13",",S","9",",S","3",",S","","","","","","","","","","","","","","","","","","","","","","","","","20210305",",,S","","","","","","","","","84.1",",,S,05,","","","","","","","258.6",",,,S","","","","","","","",""
"BPW00080601","2021-04","-9.43333","160.05","10.1","GUADALCANAL ARMY AIR FIELD, BP","","","","","19","1,S","10","1,S","2","1,S","","","","","","","","","","","","","","","","","","","","","","","","","20210407",",1,S","","","","","","","","","164.3","1,,S,07,","","","","","","","286.7","1,,,S","","","","","","","",""
"BPW00080601","2021-05","-9.43333","160.05","10.1","GUADALCANAL ARMY AIR FIELD, BP","","","","","","","","","","","","","","","","","","","0","5,S","26","5,S","13","5,S","","","","","","","","","","","","","20210517",",5,S","","","","","","","","","34.3","5,S,17,","","","","","","","","","","","32.43","5,,,S","",""
"BPW00080601","2021-06","-9.43333","160.05","10.1","GUADALCANAL ARMY AIR FIELD, BP","","","","","10","4,S","2","4,S","0","4,S","","","","","","","","","","","","","","","","","","","","","","","","","20210625",",4,S","","","","","","","","","14.5","4,,S,25,","","","","","","","30.3","4,,,S","","","","","","","",""
"BPW00080601","2021-07","-9.43333","160.05","10.1","GUADALCANAL ARMY AIR FIELD, BP","","","","","11","1,S","6","1,S","2","1,S","","","","","","","","","","","","","","","","","","","","","","","","","20210708",",1,S","","","","","","","","","55.1","1,,S,08,","","","","","","","121.9","1,,,S","","","","","","","",""
"BPW00080601","2021-08","-9.43333","160.05","10.1","GUADALCANAL ARMY AIR FIELD, BP","","","","","10","1,S","7","1,S","2","1,S","","","","","","","","","","","","","","","","","","","","","","","","","20210817",",1,S","","","","","","","","","43.2","1,,S,17,","","","","","","","129.6","1,,,S","","","","","","","",""
"BPW00080601","2021-09","-9.43333","160.05","10.1","GUADALCANAL ARMY AIR FIELD, BP","","","","","10","3,S","4","3,S","1","3,S","","","","","","","","","","","","","","","","","","","","","","","","","20210920",",3,S","","","","","","","","","29.7","3,,S,20,","","","","","","","46.0","3,,,S","","","","","","","",""
"BPW00080601","2021-10","-9.43333","160.05","10.1","GUADALCANAL ARMY AIR FIELD, BP","","","","","13",",S","7",",S","1",",S","","","","","","","","","","","","","","","","","","","","","","","","","20211016",",,S","","","","","","","","","32.5",",,S,16,","","","","","","","70.0",",,,S","","","","","","","",""
"BPW00080601","2021-11","-9.43333","160.05","10.1","GUADALCANAL ARMY AIR FIELD, BP","","","","","16",",S","8",",S","1",",S","","","","","","","","","0","3,S","27","3,S","17","3,S","","","","","","","","","","","20211104",",,S","20211111",",3,S","","","","","","","27.4",",,S,04,","35.3","3,S,11,","","","","","89.5",",,,S","","","","","32.77","3,,,S","",""
"BPW00080601","2021-12","-9.43333","160.05","10.1","GUADALCANAL ARMY AIR FIELD, BP","","","","","23",",S","14",",S","5",",S","","","","","","","","","0","4,S","27","4,S","6","4,S","","","","","","","","","","","20211206",",,S","20211226",",4,S","","","","","","","87.9",",,S,06,","33.0","4,S,26,","","","","","361.4",",,,S","","","","","31.72","4,,,S","",""
"BPW00080601","2022-01","-9.43333","160.05","10.1","GUADALCANAL ARMY AIR FIELD, BP","","","","","21",",S","13",",S","3",",S","","","","","","","","","0","3,S","28","3,S","17","3,S","","","","","","","","","","","20220129",",,S","20220107",",3,S","","","","","","","39.1",",,S,29,","34.2","3,S,07,","","","","","216.1",",,,S","","","","","32.21","3,,,S","",""
"BPW00080601","2022-02","-9.43333","160.05","10.1","GUADALCANAL ARMY AIR FIELD, BP","","","","","15","4,S","9","4,S","6","4,S","","","","","","","","","0","4,S","24","4,S","9","4,S","","","","","","","","","","","20220211",",4,S","20220215",",4,S","","","","","","","36.6","4,,S,11,","33.4","4,S,15,","","","","","238.5","4,,,S","","","","","32.06","4,,,S","",""
"BPW00080601","2022-03","-9.43333","160.05","10.1","GUADALCANAL ARMY AIR FIELD, BP","","","","","17","1,S","12","1,S","1","1,S","","","","","","","","","0","3,S","28","3,S","17","3,S","","","","","","","","","","","20220325",",1,S","20220323","+,3,S","","","","","","","75.7","1,,S,25,","33.0","3,S,23,+","","","","","214.4","1,,,S","","","","","32.23","3,,,S","",""
"BPW00080601","2022-04","-9.43333","160.05","10.1","GUADALCANAL ARMY AIR FIELD, BP","","","","","9","2,S","5","2,S","3","2,S","","","","","","","","","0","1,S","29","1,S","17","1,S","","","","","","","","","","","20220402",",2,S","20220430","+,1,S","","","","","","","108.7","2,,S,02,","33.4","1,S,30,+","","","","","240.5","2,,,S","","","","","32.18","1,,,S","",""
"BPW00080601","2022-05","-9.43333","160.05","10.1","GUADALCANAL ARMY AIR FIELD, BP","","","","","9","3,S","5","3,S","0","3,S","","","","","","","","","0","3,S","28","3,S","22","3,S","","","","","","","","","","","20220528",",3,S","20220507",",3,S","","","","","","","11.7","3,,S,28,","34.0","3,S,07,","","","","","47.0","3,,,S","","","","","32.55","3,,,S","",""
"BPW00080601","2022-06","-9.43333","160.05","10.1","GUADALCANAL ARMY AIR FIELD, BP","","","","","","","","","","","","","","","","","","","0","5,S","25","5,S","13","5,S","","","","","","","","","","","","","20220617",",5,S","","","","","","","","","34.0","5,S,17,","","","","","","","","","","","32.14","5,,,S","",""
"BPW00080601","2022-07","-9.43333","160.05","10.1","GUADALCANAL ARMY AIR FIELD, BP","","","","","9","1,S","4","1,S","0","1,S","","","","","","","","","0","3,S","28","3,S","24","3,S","","","","","","","","","","","20220705",",1,S","20220703",",3,S","","","","","","","11.2","1,,S,05,","34.2","3,S,03,","","","","","29.3","1,,,S","","","","","33.01","3,,,S","",""
"BPW00080601","2022-08","-9.43333","160.05","10.1","GUADALCANAL ARMY AIR FIELD, BP","","","","","14","3,S","10","3,S","1","3,S","","","","","","","","","0","2,S","29","2,S","15","2,S","","","","","","","","","","","20220810",",3,S","20220807",",2,S","","","","","","","45.7","3,,S,10,","34.3","2,S,07,","","","","","117.9","3,,,S","","","","","32.49","2,,,S","",""
"BPW00080601","2022-09","-9.43333","160.05","10.1","GUADALCANAL ARMY AIR FIELD, BP","","","","","15",",S","7",",S","1",",S","","","","","","","","","0","4,S","26","4,S","12","4,S","","","","","","","","","","","20220927",",,S","20220908",",4,S","","","","","","","51.1",",,S,27,","33.5","4,S,08,","","","","","97.2",",,,S","","","","","32.18","4,,,S","",""
"BPW00080601","2022-10","-9.43333","160.05","10.1","GUADALCANAL ARMY AIR FIELD, BP","","","","","","","","","","","","","","","","","","","0","4,S","27","4,S","17","4,S","","","","","","","","","","","","","20221021",",4,S","","","","","","","","","33.3","4,S,21,","","","","","","","","","","","32.44","4,,,S","",""
"BPW00080601","2022-11","-9.43333","160.05","10.1","GUADALCANAL ARMY AIR FIELD, BP","","","","","23",",S","14",",S","3",",S","","","","","","","","","0","4,S","26","4,S","11","4,S","","","","","","","","","","","20221112",",,S","20221122","+,4,S","","","","","","","199.1",",,S,12,","33.4","4,S,22,+","","","","","347.3",",,,S","","","","","32.05","4,,,S","",""
"BPW00080601","2022-12","-9.43333","160.05","10.1","GUADALCANAL ARMY AIR FIELD, BP","","","","","16","4,S","13","4,S","2","4,S","","","","","","","","","","","","","","","","","","","","","","","","","20221203",",4,S","","","","","","","","","48.3","4,,S,03,","","","","","","","199.4","4,,,S","","","","","","","",""
"BPW00080601","2023-01","-9.43333","160.05","10.1","GUADALCANAL ARMY AIR FIELD, BP","","","","","23","2,S","15","2,S","4","2,S","","","","","","","","","","","","","","","","","","","","","","","","","20230123",",2,S","","","","","","","","","90.9","2,,S,23,","","","","","","","358.0","2,,,S","","","","","","","",""
"BPW00080601","2023-02","-9.43333","160.05","10.1","GUADALCANAL ARMY AIR FIELD, BP","","","","","17",",S","9",",S","3",",S","","","","","","","","","","","","","","","","","","","","","","","","","20230207",",,S","","","","","","","","","55.6",",,S,07,","","","","","","","246.3",",,,S","","","","","","","",""
"BPW00080601","2023-03","-9.43333","160.05","10.1","GUADALCANAL ARMY AIR FIELD, BP","","","","","17",",S","12",",S","6",",S","","","","","","","","","","","","","","","","","","","","","","","","","20230315",",,S","","","","","","","","","45.0",",,S,15,","","","","","","","286.0",",,,S","","","","","","","",""
"BPW00080601","2023-05","-9.43333","160.05","10.1","GUADALCANAL ARMY AIR FIELD, BP","","","","","13","3,S","11","3,S","3","3,S","","","","","","","","","","","","","","","","","","","","","","","","","20230518",",3,S","","","","","","","","","48.0","3,,S,18,","","","","","","","201.5","3,,,S","","","","","","","",""
"BPW00080601","2023-06","-9.43333","160.05","10.1","GUADALCANAL ARMY AIR FIELD, BP","","","","","12","1,S","2","1,S","1","1,S","","","","","","","","","","","","","","","","","","","","","","","","","20230609",",1,S","","","","","","","","","29.7","1,,S,09,","","","","","","","52.1","1,,,S","","","","","","","",""
"BPW00080601","2023-07","-9.43333","160.05","10.1","GUADALCANAL ARMY AIR FIELD, BP","","","","","19",",S","10",",S","0",",S","","","","","","","","","","","","","","","","","","","","","","","","","20230709",",,S","","","","","","","","","22.4",",,S,09,","","","","","","","130.0",",,,S","","","","","","","",""
"BPW00080601","2023-08","-9.43333","160.05","10.1","GUADALCANAL ARMY AIR FIELD, BP","","","","","17","1,S","9","1,S","0","1,S","","","","","","","","","","","","","","","","","","","","","","","","","20230823",",1,S","","","","","","","","","25.1","1,,S,23,","","","","","","","87.3","1,,,S","","","","","","","",""
"BPW00080601","2023-09","-9.43333","160.05","10.1","GUADALCANAL ARMY AIR FIELD, BP","","","","","11","2,S","5","2,S","1","2,S","","","","","","","","","","","","","","","","","","","","","","","","","20230929",",2,S","","","","","","","","","36.3","2,,S,29,","","","","","","","84.5","2,,,S","","","","","","","",""
"BPW00080601","2023-10","-9.43333","160.05","10.1","GUADALCANAL ARMY AIR FIELD, BP","","","","","14",",S","7",",S","2",",S","","","","","","","","","","","","","","","","","","","","","","","","","20231010",",,S","","","","","","","","","51.8",",,S,10,","","","","","","","132.1",",,,S","","","","","","","",""
