,STATION,DATE,LATITUDE,LONGITUDE,ELEVATION,NAME,DP01,DP01_ATTRIBUTES,DP10,DP10_ATTRIBUTES,DP1X,DP1X_ATTRIBUTES,DSNW,DSNW_ATTRIBUTES,DYSN,DYSN_ATTRIBUTES,DYXP,DYXP_ATTRIBUTES,EMSN,EMSN_ATTRIBUTES,EMXP,EMXP_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,DSND,DSND_ATTRIBUTES,DYSD,DYSD_ATTRIBUTES,EMSD,EMSD_ATTRIBUTES,CDSD,CDSD_ATTRIBUTES,CLDD,CLDD_ATTRIBUTES,DT00,DT00_ATTRIBUTES,DT32,DT32_ATTRIBUTES,DX32,DX32_ATTRIBUTES,DX70,DX70_ATTRIBUTES,DX90,DX90_ATTRIBUTES,DYNT,DYNT_ATTRIBUTES,DYXT,DYXT_ATTRIBUTES,EMNT,EMNT_ATTRIBUTES,EMXT,EMXT_ATTRIBUTES,HDSD,HDSD_ATTRIBUTES,HTDD,HTDD_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,DYFG,DYFG_ATTRIBUTES,DYTS,DYTS_ATTRIBUTES,EVAP,EVAP_ATTRIBUTES,WDMV,WDMV_ATTRIBUTES,HN01,HN01_ATTRIBUTES,HN02,HN02_ATTRIBUTES,HN03,HN03_ATTRIBUTES,HX01,HX01_ATTRIBUTES,HX02,HX02_ATTRIBUTES,HX03,HX03_ATTRIBUTES,LN01,LN01_ATTRIBUTES,LN02,LN02_ATTRIBUTES,LN03,LN03_ATTRIBUTES,LX01,LX01_ATTRIBUTES,LX02,LX02_ATTRIBUTES,LX03,LX03_ATTRIBUTES,MN01,MN01_ATTRIBUTES,MN02,MN02_ATTRIBUTES,MN03,MN03_ATTRIBUTES,MNPN,MNPN_ATTRIBUTES,MX01,MX01_ATTRIBUTES,MX02,MX02_ATTRIBUTES,MX03,MX03_ATTRIBUTES,MXPN,MXPN_ATTRIBUTES,WSFG,WSFG_ATTRIBUTES,AWND,AWND_ATTRIBUTES,DYHF,DYHF_ATTRIBUTES,WDF2,WDF2_ATTRIBUTES,WDF5,WDF5_ATTRIBUTES,WSF2,WSF2_ATTRIBUTES,WSF5,WSF5_ATTRIBUTES,WDF1,WDF1_ATTRIBUTES,WSF1,WSF1_ATTRIBUTES,WDFG,WDFG_ATTRIBUTES,PSUN,PSUN_ATTRIBUTES,TSUN,TSUN_ATTRIBUTES,WDFM,WDFM_ATTRIBUTES,WSFM,WSFM_ATTRIBUTES,HN04,HN04_ATTRIBUTES,HN05,HN05_ATTRIBUTES,HX04,HX04_ATTRIBUTES,HX05,HX05_ATTRIBUTES,LN04,LN04_ATTRIBUTES,LN05,LN05_ATTRIBUTES,LX04,LX04_ATTRIBUTES,LX05,LX05_ATTRIBUTES,MN04,MN04_ATTRIBUTES,MN05,MN05_ATTRIBUTES,MX04,MX04_ATTRIBUTES,MX05,MX05_ATTRIBUTES,HN06,HN06_ATTRIBUTES,HX06,HX06_ATTRIBUTES,LN06,LN06_ATTRIBUTES,LX06,LX06_ATTRIBUTES,MN06,MN06_ATTRIBUTES,MX06,MX06_ATTRIBUTES,HN07,HN07_ATTRIBUTES,HN08,HN08_ATTRIBUTES,HX07,HX07_ATTRIBUTES,HX08,HX08_ATTRIBUTES,LN07,LN07_ATTRIBUTES,LN08,LN08_ATTRIBUTES,LX07,LX07_ATTRIBUTES,LX08,LX08_ATTRIBUTES,MN07,MN07_ATTRIBUTES,MN08,MN08_ATTRIBUTES,MX07,MX07_ATTRIBUTES,MX08,MX08_ATTRIBUTES
6004,USC00044712,1975-08,38.492,-122.0039,57.0,"LAKE SOLANO, CA US",2.0,",0",1.0,",0",0.0,",0",0.0,",0",19750831.0,"+,,0",19750818.0,",,0",0.0,",,0,31,+",2.8,",,0,18,",3.1,",,,0",0.0,",,,0",0.0,",0",19750831.0,"+,,0",0.0,",,0,31,+",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211.7,"4,,,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6005,USC00044713,1902-01,39.31833,-120.63917,1571.5,"LAKE SPAULDING, CA US",7.0,",6",6.0,",6",0.0,",6",,,,,19020101.0,",,6",,,19.6,",,6,01,",62.1,",,,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6006,USC00044714,1955-08,39.33333,-120.63333,1562.1,"LAKE SPAULDING DAM, CA US",0.0,"2,0",0.0,"2,0",0.0,"2,0",0.0,"2,0",19550831.0,"+,2,0",19550831.0,"+,2,0",0.0,"2,,0,31,+",0.0,"2,,0,31,+",0.0,"2,,,0",0.0,"2,,,0",0.0,"2,0",19550831.0,"+,2,0",0.0,"2,,0,31,+",,,69.5,"2,0",0.0,"2,0",0.0,"2,0",0.0,"2,0",29.0,"2,0",3.0,"2,0",19550826.0,",2,0",19550801.0,",2,0",8.3,"2,0,26,",33.9,"2,0,01,",,,0.9,"2,0",20.7,"2,0",29.4,"2,,,0",11.99,"2,,,0",,,,,310.4,"4,,,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6007,USC00044722,1943-01,39.6,-121.53333,61.0,"LAKE WILENOR, CA US",11.0,",6",11.0,",6",5.0,",6",,,,,19430121.0,",,6",,,117.6,",,6,21,",429.8,",,,6",,,,,,,,,0.0,6.0,0.0,",6",0.0,",6",9.0,",6",0.0,",6",0.0,",6",0.0,",6",19430118.0,",,6",19430113.0,",,6",-6.7,",6,18,",19.4,",6,13,",,,347.9,",6",7.11,",6",11.71,",,,6",2.51,",,,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6008,USC00044726,1948-07,33.16667,-117.0,457.2,"LAKE WOHLFORD, CA US",0.0,",0",0.0,",0",0.0,",0",0.0,",0",19480731.0,"+,,0",19480731.0,"+,,0",0.0,",,0,31,+",0.0,",,0,31,+",0.0,",,,0",0.0,",,,0",0.0,",0",19480731.0,"+,,0",0.0,",,0,31,+",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6009,USC00044735,1899-01,32.7675,-117.0233,161.5,"LA MESA, CA US",4.0,",6",4.0,",6",1.0,",6",,,,,18990111.0,",,6",,,45.7,",,6,11,",79.2,",,,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6010,USC00044736,1953-01,32.78333,-117.0,200.9,"LA MESA 1 NE, CA US",4.0,",0",3.0,",0",0.0,",0",0.0,",0",19530131.0,"+,,0",19530108.0,",,0",0.0,",,0,31,+",9.9,",,0,08,",25.1,",,,0",0.0,",,,0",0.0,",0",19530131.0,"+,,0",0.0,",,0,31,+",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6011,USC00044747,1917-01,34.68333,-118.11667,732.1,"LANCASTER, CA US",5.0,",6",3.0,",6",0.0,",6",0.0,",6",19170119.0,"+,,6",19170118.0,",,6",13.0,",,6,19,+",15.0,",,6,18,",36.1,",,,6",26.0,",,,6",2.0,"3,6",19170119.0,"+,3,6",25.0,"3,,6,19,+",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6012,USC00044767,1948-07,35.38333,-120.16667,473.0,"LA PANZA RANCH, CA US",0.0,",0",0.0,",0",0.0,",0",0.0,",0",19480731.0,"+,,0",19480731.0,"+,,0",0.0,",,0,31,+",0.0,",,0,31,+",0.0,",,,0",0.0,",,,0",0.0,",0",19480731.0,"+,,0",0.0,",,0,31,+",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6013,USC00044773,1894-04,39.68333,-120.98333,1519.1,"LA PORTE, CA US",3.0,",6",2.0,",6",2.0,",6",2.0,",6",18940426.0,",,6",18940426.0,",,6",46.0,",,6,26,",45.7,",,6,26,",77.5,",,,6",89.0,",,,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6014,USC00044812,1913-11,39.68333,-121.48333,156.1,"LAS PLUMAS, CA US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,",6",0.0,",6",0.0,",6",0.0,",6",5.0,",6",0.0,",6",19131130.0,",,6",19131125.0,",,6",3.3,",6,30,",23.9,",6,25,",,,158.6,",6",13.08,",6",16.24,",,,6",9.91,",,,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6015,USC00044823,1906-11,37.78333,-121.3,8.2,"LATHROP, CA US",2.0,",6",2.0,",6",0.0,",6",,,,,19061104.0,",,6",,,18.3,",,6,04,",23.9,",,,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6016,USC00044838,1959-11,41.71171,-121.5067,1455.4,"LAVA BEDS NAT MON, CA US",1.0,"1,0",0.0,"1,0",0.0,"1,0",0.0,",0",19591130.0,"+,,0",19591121.0,",1,0",0.0,",,0,30,+",0.5,"1,,0,21,",0.5,"1,,,0",0.0,",,,0",0.0,",0",19591130.0,"+,,0",0.0,",,0,30,+",,,0.0,",0",0.0,",0",26.0,",0",0.0,",0",1.0,",0",0.0,",0",19591113.0,",,0",19591108.0,",,0",-7.8,",0,13,",21.1,",0,08,",,,355.9,",0",6.47,",0",15.01,",,,0",-2.08,",,,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6017,USC00044840,1963-10,34.11667,-117.75,368.8,"LA VERNE HTS FC 560, CA US",4.0,",0",1.0,",0",0.0,",0",0.0,",0",19631031.0,"+,,0",19631016.0,",,0",0.0,",,0,31,+",5.6,",,0,16,",8.2,",,,0",0.0,",,,0",0.0,",0",19631031.0,"+,,0",0.0,",,0,31,+",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6018,USC00044851,1948-07,39.7,-123.48333,502.9,"LAYTONVILLE, CA US",1.0,",0",0.0,",0",0.0,",0",0.0,",0",19480731.0,"+,,0",19480705.0,",,0",0.0,",,0,31,+",1.5,",,0,05,",1.5,",,,0",0.0,",,,0",0.0,",0",19480731.0,"+,,0",0.0,",,0,31,+",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6019,USC00044852,1904-11,39.7,-123.466667,506.0,"LAYTONVILLE NUMBER 2, CA US",7.0,",6",7.0,",6",4.0,",6",,,,,19041127.0,",,6",,,44.5,",,6,27,",170.6,",,,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6020,USC00044863,1948-07,34.83328,-118.86497,1089.7,"LEBEC, CA US",0.0,",0",0.0,",0",0.0,",0",0.0,",0",19480731.0,"+,,0",19480731.0,"+,,0",0.0,",,0,31,+",0.0,",,0,31,+",0.0,",,,0",0.0,",,,0",0.0,",0",19480731.0,"+,,0",0.0,",,0,31,+",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6021,USC00044867,1948-07,34.07639,-118.88028,487.7,"LECHUZA PATROL STATION, CA US",0.0,",0",0.0,",0",0.0,",0",,,,,19480731.0,"+,,0",,,0.0,",,0,31,+",0.0,",,,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6022,USC00044880,1959-05,39.15,-122.43333,406.0,"LEESVILLE KEEGAN RAN, CA US",0.0,",0",0.0,",0",0.0,",0",0.0,",0",19590531.0,"+,,0",19590531.0,"+,,0",0.0,",,0,31,+",0.0,",,0,31,+",0.0,",,,0",0.0,",,,0",0.0,",0",19590531.0,"+,,0",0.0,",,0,31,+",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6023,USC00044881,1988-05,37.9567,-119.1194,2071.7,"LEE VINING, CA US",2.0,"1,0",1.0,"1,0",0.0,"1,0",0.0,",0",19880531.0,"+,,0",19880529.0,",1,0",0.0,",,0,31,+",11.7,"1,,0,29,",12.5,"1,,,0",0.0,",,,0",,,,,,,,,0.0,"3,0",0.0,"1,0",7.0,"1,0",0.0,"3,0",14.0,"3,0",0.0,"3,0",19880507.0,"+,1,0",19880512.0,",3,0",-4.4,"1,0,07,+",26.1,"3,0,12,",,,184.2,"3,0",11.6,"3,0",19.39,"3,,,0",3.81,"1,,,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6024,USC00044884,1899-06,37.23333,-120.25,78.9,"LE GRAND, CA US",2.0,",6",1.0,",6",0.0,",6",,,,,18990601.0,",,6",,,10.7,",,6,01,",11.5,",,,6",,,,,,,,,,,190.8,",6",0.0,",6",1.0,",6",0.0,",6",28.0,",6",21.0,",6",18990603.0,",,6",18990616.0,",,6",0.0,",6,03,",43.3,",6,16,",,,18.0,",6",24.09,",6",34.49,",,,6",13.69,",,,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6025,USC00044886,1961-06,38.6,-121.01667,182.9,"LEHMAN RANCH, CA US",1.0,",0",0.0,",0",0.0,",0",0.0,",0",19610630.0,"+,,0",19610601.0,",,0",0.0,",,0,30,+",0.5,",,0,01,",0.5,",,,0",0.0,",,,0",0.0,",0",19610630.0,"+,,0",0.0,",,0,30,+",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6026,USC00044890,1899-02,36.3817,-119.0264,156.4,"LEMON COVE, CA US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,",6",0.0,",6",6.0,",6",0.0,",6",17.0,",6",0.0,",6",18990204.0,",,6",18990221.0,"+,,6",-5.0,",6,04,",26.7,",6,21,+",,,175.6,",6",12.06,",6",20.34,",,,6",3.78,",,,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6027,USC00044957,1913-12,36.2032,-119.0545,132.6,"LINDSAY, CA US",8.0,",6",5.0,",6",0.0,",6",,,,,19131225.0,",,6",,,6.6,",,6,25,",27.6,",,,6",,,,,,,,,,,,,,,,,0.0,",6",1.0,",6",0.0,",6",,,19131211.0,",,6",,,22.2,",6,11,",,,,,,,12.99,",,,6",,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6028,USC00044979,1968-07,36.78333,-120.8,207.0,"LITTLE PANOCHE DET D, CA US",0.0,"1,0",0.0,"1,0",0.0,"1,0",0.0,"1,0",19680731.0,"+,1,0",19680731.0,"+,1,0",0.0,"1,,0,31,+",0.0,"1,,0,31,+",0.0,"1,,,0",0.0,"1,,,0",0.0,"1,0",19680731.0,"+,1,0",0.0,"1,,0,31,+",,,264.9,"1,0",0.0,"1,0",0.0,"1,0",0.0,"1,0",30.0,"1,0",27.0,"1,0",19680703.0,",1,0",19680707.0,",1,0",13.3,"1,0,03,",41.1,"1,0,07,",0.0,0.0,0.0,"1,0",27.16,"1,0",35.47,"1,,,0",18.85,"1,,,0",,,,,453.3,"1,,,0",5016.0,"1,,,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.57,"1,,,0",,,,,,,32.61,"1,,,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6029,USC00044986,1948-07,34.31667,-118.3,839.1,"LITTLE TUJUNGA GLD C, CA US",0.0,",0",0.0,",0",0.0,",0",,,,,19480731.0,"+,,0",,,0.0,",,0,31,+",0.0,",,,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6030,USC00044988,1960-10,40.88333,-121.18333,1271.9,"LITTLE VALLEY, CA US",2.0,",0",0.0,",0",0.0,",0",0.0,",0",19601031.0,"+,,0",19601026.0,",,0",0.0,",,0,31,+",0.5,",,0,26,",0.8,",,,0",0.0,",,,0",0.0,",0",19601031.0,"+,,0",0.0,",,0,31,+",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6031,USC00044993,1916-12,34.11667,-117.73333,382.5,"LIVE OAK CANYON FC 230, CA US",7.0,",6",5.0,",6",2.0,",6",0.0,",6",19161226.0,",,6",19161225.0,",,6",0.0,",T,6,26,",75.7,",,6,25,",142.7,",,,6",0.0,",T,,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6032,USC00044997,1903-01,37.68194,-121.75139,161.2,"LIVERMORE, CA US",11.0,",6",7.0,",6",1.0,",6",,,,,19030127.0,",,6",,,34.8,",,6,27,",81.0,",,,6",,,,,,,,,0.0,6,0.0,",6",0.0,",6",8.0,",6",0.0,",6",0.0,",6",0.0,",6",19030116.0,",,6",19030123.0,",,6",-5.0,",6,16,",19.4,",6,23,",,,304.3,",6",8.52,",6",14.01,",,,6",3.02,",,,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6033,USC00045000,1956-01,37.86667,-122.01667,136.9,"LIVORNA HEIGHTS, CA US",,,,,,,0.0,"1,0",19560131.0,"+,1,0",,,0.0,"1,,0,31,+",,,115.1,"5,a,,0",0.0,"1,,,0",0.0,"1,0",19560131.0,"+,1,0",0.0,"1,,0,31,+",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6034,USC00045001,1916-11,34.5,-117.81667,1036.9,"LLANO, CA US",0.0,",6",0.0,",6",0.0,",6",0.0,",6",19161130.0,"+,,6",19161130.0,"+,,6",0.0,",,6,30,+",0.0,",,6,30,+",0.0,",,,6",0.0,",,,6",0.0,",6",19161130.0,"+,,6",0.0,",,6,30,+",,,0.0,",6",0.0,",6",5.0,",6",0.0,",6",7.0,",6",0.0,",6",19161113.0,",,6",19161101.0,",,6",-2.8,",6,13,",31.1,",6,01,",,,232.5,",6",10.58,",6",18.82,",,,6",2.35,",,,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6035,USC00045002,1945-09,34.46667,-117.75,1164.9,"LLANO SHAWNEE HILLS, CA US",,,,,,,0.0,",6",19450930.0,"+,,6",,,0.0,",,6,30,+",,,,,0.0,",,,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6036,USC00045017,1943-09,35.96667,-121.08333,323.1,"LOCKWOOD 1 N, CA US",0.0,",6",0.0,",6",0.0,",6",,,,,19430930.0,"+,,6",,,0.0,",,6,30,+",0.0,",,,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6037,USC00045023,1940-09,32.98333,-117.25,64.0,"LOCKWOOD MESA, CA US",1.0,",6",0.0,",6",0.0,",6",,,,,19400917.0,",,6",,,1.3,",,6,17,",1.3,",,,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6038,USC00045026,1968-12,36.6044,-118.7325,2052.8,"LODGEPOLE, CA US",13.0,",0",12.0,",0",5.0,",0",12.0,",0",19681226.0,",,0",19681226.0,",,0",457.0,",,0,26,",80.3,",,0,26,",338.0,",,,0",1702.0,",,,0",31.0,",0",19681229.0,"+,,0",1372.0,",,0,29,+",,,0.0,",0",2.0,",0",31.0,",0",10.0,",0",0.0,",0",0.0,",0",19681221.0,",,0",19681208.0,"+,,0",-20.6,",0,21,",8.9,",0,08,+",,,695.8,",0",-4.11,",0",1.4,",,,0",-9.63,",,,0",,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
