,STATION,DATE,LATITUDE,LONGITUDE,ELEVATION,NAME,DP01,DP01_ATTRIBUTES,DP10,DP10_ATTRIBUTES,DP1X,DP1X_ATTRIBUTES,DSND,DSND_ATTRIBUTES,DSNW,DSNW_ATTRIBUTES,DYSD,DYSD_ATTRIBUTES,DYSN,DYSN_ATTRIBUTES,DYXP,DYXP_ATTRIBUTES,EMSD,EMSD_ATTRIBUTES,EMSN,EMSN_ATTRIBUTES,EMXP,EMXP_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,CDSD,CDSD_ATTRIBUTES,CLDD,CLDD_ATTRIBUTES,DT00,DT00_ATTRIBUTES,DT32,DT32_ATTRIBUTES,DX32,DX32_ATTRIBUTES,DX70,DX70_ATTRIBUTES,DX90,DX90_ATTRIBUTES,DYNT,DYNT_ATTRIBUTES,DYXT,DYXT_ATTRIBUTES,EMNT,EMNT_ATTRIBUTES,EMXT,EMXT_ATTRIBUTES,HDSD,HDSD_ATTRIBUTES,HTDD,HTDD_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES
4726,US1NCAS0010,2018-08,36.3301,-81.5574,978.7,"TODD 2.6 NE, NC US",17.0,",N",10.0,",N",1.0,",N",,,,,,,,,20180822.0,",,N",,,,,29.2,",,N,22,",130.1,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4727,US1NCAS0012,2013-02,36.5628,-81.58241,1052.2,"LANSING 5.9 NW, NC US",17.0,"1,N",12.0,"1,N",0.0,"1,N",,,,,,,,,20130203.0,",1,N",,,,,14.0,"1,,N,03,",94.8,"1,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4728,US1NCAS0013,2013-04,36.339266,-81.4061333,872.0,"GLENDALE SPRINGS 1.5 WSW, NC US",10.0,"5,N",8.0,"5,N",3.0,"5,N",,,,,,,,,20130420.0,",5,N",,,,,29.0,"5,,N,20,",128.8,"5,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4729,US1NCAS0014,2013-08,36.3882831484079,-81.4728357642889,963.2,"WEST JEFFERSON 1.2 ESE, NC US",,,,,,,,,,,,,,,,,,,,,,,127.6,"2,a,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4730,US1NCAS0015,2013-07,36.4252052307129,-81.6598510742188,906.2,"CRESTON 2.0 W, NC US",19.0,"3,N",15.0,"3,N",3.0,"3,N",,,,,,,,,20130704.0,",3,N",,,,,50.8,"3,,N,04,",244.2,"3,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4731,US1NCAS0019,2014-05,36.3319244384766,-81.5380935668945,938.5,"TODD 3.6 ENE, NC US",,,,,,,,,,,,,,,,,,,,,,,97.5,"5,a,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4732,US1NCAS0022,2015-08,36.265016,-81.488872,1012.9,"FLEETWOOD 3.1 SSE, NC US",14.0,",N",8.0,",N",1.0,",N",,,,,,,,,20150820.0,",,N",,,,,26.7,",,N,20,",107.9,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4733,US1NCAS0023,2017-06,36.382531,-81.472876,943.1,"WEST JEFFERSON 1.4 SE, NC US",,,,,,,,,,,,,,,,,,,,,,,64.9,"2,a,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4734,US1NCAS0029,2022-06,36.267611,-81.474851,976.3,"DEEP GAP 2.8 NE, NC US",7.0,"3,N",4.0,"3,N",0.0,"3,N",,,,,,,,,20220609.0,",3,N",,,,,11.9,"3,,N,09,",34.2,"1,a,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4735,US1NCAV0002,2007-10,36.2779,-81.9025,795.5,"FLAT SPRINGS 2.5 NE, NC US",8.0,"4,N",4.0,"4,N",0.0,"4,N",,,0.0,"4,N",,,20071031.0,"+,4,N",20071004.0,",4,N",,,0.0,"4,,N,31,+",8.9,"4,,N,04,",79.4,",a,,N",0.0,"4,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4736,US1NCAV0003,2008-08,35.984971,-81.94266,998.2,"CROSSNORE 2.7 SSW, NC US",12.0,",N",9.0,",N",1.0,",N",,,0.0,",N",,,20080831.0,"+,,N",20080827.0,",,N",,,0.0,",,N,31,+",111.8,",,N,27,",205.9,",,,N",0.0,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4737,US1NCAV0004,2008-01,36.08502,-81.84612,1316.7,"LINVILLE 2.4 ENE, NC US",8.0,"5,N",4.0,"5,N",1.0,"5,N",,,1.0,"5,N",,,20080117.0,",5,N",20080117.0,",5,N",,,102.0,"5,,N,17,",26.4,"5,,N,17,",50.8,"5,,,N",102.0,"5,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4738,US1NCAV0005,2008-01,36.18494,-81.88055,1675.5,"BEECH MOUNTAIN 1.8 SSE, NC US",11.0,"1,N",6.0,"1,N",0.0,"1,N",,,4.0,"1,N",,,20080117.0,",1,N",20080111.0,",1,N",,,76.0,"1,,N,17,",13.7,"1,,N,11,",47.2,"1,,,N",245.0,"1,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4739,US1NCAV0007,2008-09,35.95442,-81.952002,1024.7,"LINVILLE FALLS 0.5 SW, NC US",12.0,"1,N",6.0,"1,N",2.0,"1,N",,,0.0,"1,N",,,20080930.0,"+,1,N",20080927.0,",1,N",,,0.0,"1,,N,30,+",46.7,"1,,N,27,",121.7,"1,,,N",0.0,"1,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4740,US1NCAV0008,2008-12,36.05722,-81.92179,1122.9,"NEWLAND 2.0 S, NC US",,,,,,,,,,,,,,,,,,,,,,,132.4,"1,a,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4741,US1NCAV0009,2010-10,36.08952,-81.83565,1425.9,"LINVILLE 2.5 ENE, NC US",13.0,"1,N",6.0,"1,N",0.0,"1,N",,,,,,,,,20101026.0,",1,N",,,,,6.4,"1,,N,26,",32.3,"1,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4742,US1NCAV0010,2013-05,36.027813,-82.016926,917.1,"PLUMTREE 0.5 W, NC US",17.0,",N",10.0,",N",2.0,",N",,,,,,,,,20130506.0,",,N",,,,,100.1,",,N,06,",217.1,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4743,US1NCAV0012,2019-01,36.09561111,-81.83111111,1598.1,"GRANDFATHER MOUNTAIN TOP SHOP, NC US",13.0,"4,N",8.0,"4,N",1.0,"4,N",,,,,,,,,20190124.0,",4,N",,,,,26.9,"4,,N,24,",87.5,"2,a,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4744,US1NCAV0013,2023-03,36.1567,-81.887,1042.4,"BANNER ELK 1.3 W, NC US",10.0,"5,N",9.0,"5,N",0.0,"5,N",,,,,,,,,20230304.0,",5,N",,,,,22.4,"5,,N,04,",91.3,"5,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4745,US1NCAV0014,2021-09,36.1495,-81.8578,1124.1,"BANNER ELK 1.2 SE, NC US",,,,,,,,,,,,,,,,,,,,,,,37.2,"4,a,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4746,US1NCAX0003,2008-04,35.92739,-81.20191,351.1,"TAYLORSVILLE 1.3 WNW, NC US",11.0,",N",9.0,",N",0.0,",N",,,0.0,",N",,,20080430.0,"+,,N",20080428.0,"+,,N",,,0.0,",,N,30,+",18.8,",,N,28,+",107.9,",,,N",0.0,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4747,US1NCAX0006,2012-09,35.88681,-81.07442,341.1,"HIDDENITE 1.5 SE, NC US",13.0,",N",9.0,",N",0.0,",N",,,,,,,,,20120918.0,",,N",,,,,24.1,",,N,18,",131.9,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4748,US1NCAX0007,2013-06,35.9621847420931,-81.1198959499598,343.5,"HIDDENITE 4.4 NNW, NC US",,,,,,,,,,,,,,,,,,,,,,,294.7,"2,a,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4749,US1NCAX0009,2018-10,35.840017,-81.197432,324.6,"MILLERSVILE 1.2 SW, NC US",12.0,",N",7.0,",N",2.0,",N",,,,,,,,,20181011.0,",,N",,,,,48.8,",,N,11,",147.8,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4750,US1NCAX0011,2020-08,35.8742,-81.1609,324.6,"TAYLORSVILLE 3.4 SSE, NC US",20.0,",N",13.0,",N",5.0,",N",,,,,,,,,20200815.0,",,N",,,,,66.0,",,N,15,",290.1,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4751,US1NCBC0001,2007-08,35.6534,-82.5709,777.2,"ASHEVILLE 5.6 NNW, NC US",5.0,"4,N",3.0,"4,N",0.0,"4,N",,,0.0,"4,N",,,20070831.0,"+,4,N",20070822.0,",4,N",,,0.0,"4,,N,31,+",15.2,"4,,N,22,",24.9,"4,,,N",0.0,"4,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4752,US1NCBC0002,2007-11,35.761933,-82.583529,669.6,"WEAVERVILLE 4.7 NNW, NC US",8.0,"2,N",3.0,"2,N",0.0,"2,N",0.0,"2,N",0.0,"2,N",20071130.0,"+,2,N",20071125.0,"+,2,N",20071115.0,",2,N",0.0,"2,,N,30,+",0.0,"2,T,N,25,+",21.1,"2,,N,15,",36.2,"2,,,N",0.0,"2,T,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4753,US1NCBC0003,2007-09,35.653592,-82.572833,742.5,"ASHEVILLE 5.7 NNW, NC US",1.0,"4,N",0.0,"4,N",0.0,"4,N",,,0.0,"4,N",,,20070930.0,"+,4,N",20070912.0,",4,N",,,0.0,"4,,N,30,+",0.3,"4,,N,12,",91.0,",a,,N",0.0,"4,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4754,US1NCBC0004,2007-09,35.546,-82.343,813.2,"FAIRVIEW 3.8 ENE, NC US",5.0,"1,N",2.0,"1,N",1.0,"1,N",,,0.0,"1,N",,,20070930.0,"+,1,N",20070915.0,",1,N",,,0.0,"1,,N,30,+",56.6,"1,,N,15,",66.6,"1,,,N",0.0,"1,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4755,US1NCBC0005,2007-10,35.6025,-82.5602,645.6,"ASHEVILLE 2.1 NNW, NC US",9.0,"3,N",6.0,"3,N",0.0,"3,N",,,0.0,"3,N",,,20071031.0,"+,3,N",20071024.0,",3,N",,,0.0,"3,,N,31,+",15.5,"3,,N,24,",51.9,"3,,,N",0.0,"3,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4756,US1NCBC0006,2007-09,35.59844,-82.46378,621.8,"ASHEVILLE 5.1 ENE, NC US",3.0,",N",2.0,",N",1.0,",N",,,0.0,",N",,,20070930.0,"+,,N",20070915.0,",,N",,,0.0,",,N,30,+",47.8,",,N,15,",60.3,",,,N",0.0,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4757,US1NCBC0007,2008-09,35.6147,-82.5632,617.2,"ASHEVILLE 3.1 NNW, NC US",10.0,"5,N",5.0,"5,N",0.0,"5,N",,,0.0,"5,N",,,20080930.0,"+,5,N",20080911.0,",5,N",,,0.0,"5,,N,30,+",13.7,"5,,N,11,",31.6,"5,,,N",0.0,"5,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4758,US1NCBC0009,2008-08,35.678056,-82.801389,708.7,"LEICESTER 6.3 NW, NC US",6.0,"3,N",6.0,"3,N",3.0,"3,N",,,0.0,"3,N",,,20080831.0,"+,3,N",20080827.0,",3,N",,,0.0,"3,,N,31,+",86.9,"3,,N,27,",232.0,"3,,,N",0.0,"3,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4759,US1NCBC0012,2008-02,35.511171,-82.608293,665.4,"BENT CREEK 0.3 E, NC US",15.0,",N",8.0,",N",2.0,",N",,,0.0,",N",,,20080228.0,",,N",20080218.0,",,N",,,8.0,",,N,28,",45.5,",,N,18,",119.0,",,,N",8.0,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4760,US1NCBC0014,2008-03,35.62631944,-82.67633333,672.1,"LEICESTER 2 SE, NC US",7.0,"5,N",6.0,"5,N",0.0,"5,N",,,0.0,"5,N",,,20080331.0,"+,5,N",20080316.0,",5,N",,,0.0,"5,,N,31,+",17.3,"5,,N,16,",57.4,"5,,,N",0.0,"5,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4761,US1NCBC0015,2008-03,35.6365,-82.41409,754.1,"SWANNANOA 2.7 NNW, NC US",11.0,"3,N",6.0,"3,N",1.0,"3,N",,,0.0,"3,N",,,20080331.0,"+,3,N",20080305.0,",3,N",,,0.0,"3,,N,31,+",42.2,"3,,N,05,",112.2,"3,,,N",0.0,"3,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4762,US1NCBC0016,2008-03,35.643513,-82.541803,677.6,"ASHEVILLE 4.8 N, NC US",12.0,",N",8.0,",N",1.0,",N",,,0.0,",N",,,20080331.0,"+,,N",20080304.0,",,N",,,0.0,",,N,31,+",32.3,",,N,04,",124.3,",,,N",0.0,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4763,US1NCBC0018,2008-07,35.5394813658717,-82.6444172859192,650.7,"CANDLER 2.7 ENE, NC US",,,,,,,,,,,,,,,,,,,,,,,37.4,"3,a,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4764,US1NCBC0021,2008-10,35.62238,-82.50958,917.1,"ASHEVILLE 4.0 NNE, NC US",7.0,",N",3.0,",N",0.0,",N",,,0.0,",N",,,20081028.0,",,N",20081009.0,",,N",,,13.0,",,N,28,",13.7,",,N,09,",29.7,",,,N",13.0,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4765,US1NCBC0022,2009-01,35.48569,-82.53531,670.6,"SKYLAND 1.0 W, NC US",10.0,"1,N",3.0,"1,N",1.0,"1,N",,,,,,,,,20090107.0,",1,N",,,,,43.9,"1,,N,07,",61.1,"1,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4766,US1NCBC0025,2010-05,35.615189,-82.434756,677.0,"SWANNANOA 2.6 WNW, NC US",12.0,"4,N",10.0,"4,N",0.0,"4,N",,,,,,,,,20100515.0,",4,N",,,,,22.9,"4,,N,15,",97.2,"4,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4767,US1NCBC0028,2009-11,35.55,-82.48,697.1,"ASHEVILLE 4.2 ESE, NC US",9.0,",N",6.0,",N",1.0,",N",,,0.0,",N",,,20091130.0,"+,,N",20091111.0,",,N",,,0.0,",,N,30,+",82.3,",,N,11,",136.3,",,,N",0.0,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4768,US1NCBC0029,2009-12,35.531776,-82.372112,766.6,"FAIRVIEW 1.9 ENE, NC US",13.0,"3,N",9.0,"3,N",4.0,"3,N",,,,,,,,,20091225.0,",3,N",,,,,45.5,"3,,N,25,",176.2,"3,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4769,US1NCBC0031,2010-06,35.614,-82.332,722.1,"BLACK MOUNTAIN 0.1 WSW, NC US",6.0,"3,N",3.0,"3,N",0.0,"3,N",,,,,,,,,20100617.0,",3,N",,,,,8.1,"3,,N,17,",33.6,"1,a,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4770,US1NCBC0032,2010-04,35.487645,-82.758145,768.7,"CANDLER 5.0 SW, NC US",5.0,"5,N",4.0,"5,N",1.0,"5,N",,,,,,,,,20100409.0,",5,N",,,,,31.8,"5,,N,09,",60.3,"5,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4771,US1NCBC0033,2010-10,35.6021437,-82.5434197,686.4,"ASHEVILLE 2.0 N, NC US",10.0,",N",5.0,",N",0.0,",N",,,,,,,,,20101027.0,",,N",,,,,5.8,",,N,27,",23.9,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4772,US1NCBC0034,2010-06,35.6338407,-82.5714203,652.6,"ASHEVILLE 4.3 NNW, NC US",,,,,,,,,,,,,,,,,,,,,,,36.9,"5,a,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4773,US1NCBC0035,2010-07,35.5057717,-82.405101,712.0,"FAIRVIEW 1.2 S, NC US",12.0,",N",6.0,",N",1.0,",N",,,,,,,,,20100719.0,",,N",,,,,27.7,",,N,19,",73.3,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4774,US1NCBC0037,2010-07,35.536182,-82.513492,676.0,"ASHEVILLE 3.3 SE, NC US",11.0,",N",10.0,",N",1.0,",N",,,,,,,,,20100721.0,",,N",,,,,34.5,",,N,21,",94.7,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4775,US1NCBC0038,2010-04,35.50375,-82.60585,664.8,"ASHEVILLE 7.3 SSW, NC US",5.0,",N",4.0,",N",0.0,",N",,,0.0,"5,N",,,20100430.0,"+,5,N",20100425.0,",,N",,,0.0,"5,,N,30,+",19.1,",,N,25,",42.4,",,,N",0.0,"5,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4776,US1NCBC0039,2010-08,35.4745,-82.5737,657.8,"ARDEN 3.3 WNW, NC US",10.0,",N",7.0,",N",1.0,",N",,,,,,,,,20100822.0,",,N",,,,,36.3,",,N,22,",87.2,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4777,US1NCBC0040,2010-09,35.7598,-82.5548,668.1,"WEAVERVILLE 4.3 N, NC US",10.0,",N",8.0,",N",1.0,",N",,,0.0,"1,N",,,20100930.0,"+,1,N",20100917.0,",,N",,,0.0,"1,,N,30,+",28.2,",,N,17,",115.6,",,,N",0.0,"1,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4778,US1NCBC0041,2010-09,35.47906,-82.49238,694.6,"ARDEN 1.6 ENE, NC US",8.0,",N",6.0,",N",0.0,",N",,,,,,,,,20100912.0,",,N",,,,,21.8,",,N,12,",91.4,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4779,US1NCBC0042,2010-09,35.475493,-82.567166,676.0,"ARDEN 2.9 WNW, NC US",7.0,",N",6.0,",N",3.0,",N",,,0.0,",N",,,20100930.0,"+,,N",20100928.0,",,N",,,0.0,",,N,30,+",29.0,",,N,28,",122.2,",,,N",0.0,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4780,US1NCBC0043,2011-06,35.684553,-82.595285,637.9,"ASHEVILLE 8.1 NNW, NC US",11.0,"5,N",7.0,"5,N",0.0,"5,N",,,,,,,,,20110619.0,",5,N",,,,,24.1,"5,,N,19,",111.5,"1,a,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4781,US1NCBC0044,2011-03,35.558551,-82.672164,679.7,"CANDLER 1.9 NE, NC US",14.0,",N",11.0,",N",2.0,",N",,,,,,,,,20110306.0,",,N",,,,,32.0,",,N,06,",168.5,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4782,US1NCBC0045,2011-05,35.616229,-82.550453,660.2,"ASHEVILLE 2.9 N, NC US",12.0,",N",8.0,",N",1.0,",N",,,,,,,,,20110504.0,",,N",,,,,26.7,",,N,04,",111.7,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4783,US1NCBC0046,2012-04,35.648283,-82.52155,724.5,"ASHEVILLE 5.3 NNE, NC US",11.0,"5,N",7.0,"5,N",2.0,"5,N",,,,,,,,,20120418.0,",5,N",,,,,61.7,"5,,N,18,",148.1,"5,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4784,US1NCBC0047,2012-01,35.684051,-82.539792,656.8,"WEAVERVILLE 1.4 SE, NC US",11.0,",N",7.0,",N",1.0,",N",,,,,,,,,20120112.0,",,N",,,,,28.7,",,N,12,",85.6,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4785,US1NCBC0049,2011-09,35.6777777777778,-82.6027777777778,627.9,"ASHEVILLE 7.8 NNW, NC US",,,,,,,,,,,,,,,,,,,,,,,77.9,",a,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4786,US1NCBC0051,2011-10,35.5909018,-82.554861,650.4,"ASHEVILLE 1.2 NNW, NC US",9.0,",N",6.0,",N",0.0,",N",0.0,",N",0.0,",N",20111031.0,"+,,N",20111031.0,"+,,N",20111012.0,",,N",0.0,",,N,31,+",0.0,",,N,31,+",15.2,",,N,12,",52.3,",,,N",0.0,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4787,US1NCBC0053,2012-02,35.650917,-82.563809,833.9,"ASHEVILLE 5.4 N, NC US",10.0,"1,N",4.0,"1,N",0.0,"1,N",,,,,,,,,20120220.0,",1,N",,,,,9.7,"1,,N,20,",31.4,"1,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4788,US1NCBC0054,2018-02,35.595447,-82.565033,647.4,"ASHEVILLE 1.7 NNW, NC US",,,,,,,,,,,,,,,,,,,,,,,57.3,"3,a,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4789,US1NCBC0058,2012-07,35.579284,-82.48084,664.2,"ASHEVILLE 3.8 E, NC US",16.0,",N",10.0,",N",2.0,",N",0.0,",N",0.0,",N",20120731.0,"+,,N",20120731.0,"+,,N",20120712.0,",,N",0.0,",,N,31,+",0.0,",,N,31,+",35.1,",,N,12,",121.3,",,,N",0.0,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4790,US1NCBC0062,2012-07,35.6524774432182,-82.293985337019,891.5,"MONTREAT 0.6 NE, NC US",16.0,",N",12.0,",N",1.0,",N",,,,,,,,,20120712.0,",,N",,,,,35.6,",,N,12,",173.7,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4791,US1NCBC0064,2012-09,35.7579,-82.56181,658.1,"WEAVERVILLE 4.2 N, NC US",7.0,",N",6.0,",N",2.0,",N",,,,,,,,,20120919.0,",,N",,,,,37.3,",,N,19,",116.6,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4792,US1NCBC0066,2012-10,35.7077,-82.4592,780.9,"WEAVERVILLE 5.6 E, NC US",11.0,",N",7.0,",N",2.0,",N",,,,,,,,,20121015.0,",,N",,,,,29.5,",,N,15,",101.7,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4793,US1NCBC0067,2013-02,35.6263,-82.3297,736.1,"BLACK MOUNTAIN 0.8 N, NC US",,,,,,,,,,,,,,,,,,,,,,,90.9,",a,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4794,US1NCBC0069,2013-06,35.545217,-82.434626,748.0,"FAIRVIEW 2.3 NW, NC US",17.0,"1,N",10.0,"1,N",2.0,"1,N",,,,,,,,,20130610.0,",1,N",,,,,41.7,"1,,N,10,",142.8,"1,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4795,US1NCBC0070,2013-07,35.57608,-82.496263,633.1,"ASHEVILLE 3.0 E, NC US",23.0,"1,N",18.0,"1,N",5.0,"1,N",,,,,,,,,20130704.0,",1,N",,,,,53.3,"1,,N,04,",344.6,"1,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4796,US1NCBC0072,2013-08,35.560322,-82.6796279,684.9,"CANDLER 1.8 NNE, NC US",14.0,",N",10.0,",N",0.0,",N",,,,,,,,,20130819.0,",,N",,,,,19.8,",,N,19,",96.0,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4797,US1NCBC0073,2013-08,35.64743333,-82.68305,640.1,"LEICESTER 0.9 SE, NC US",14.0,"1,N",6.0,"1,N",0.0,"1,N",,,,,,,,,20130819.0,",1,N",,,,,20.6,"1,,N,19,",65.2,"1,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4798,US1NCBC0074,2013-09,35.654,-82.338,783.0,"BLACK MOUNTAIN 2.8 N, NC US",7.0,"1,N",6.0,"1,N",1.0,"1,N",,,,,,,,,20130922.0,",1,N",,,,,26.7,"1,,N,22,",58.2,"1,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4799,US1NCBC0076,2013-12,35.585695,-82.30557,968.7,"BLACK MOUNTAIN 2.4 SE, NC US",9.0,"5,N",7.0,"5,N",0.0,"5,N",,,,,,,,,20131229.0,",5,N",,,,,24.6,"5,,N,29,",96.9,"5,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4800,US1NCBC0082,2014-07,35.5518,-82.6361,658.4,"ENKA 0.8 ENE, NC US",14.0,",N",9.0,",N",2.0,",N",,,,,,,,,20140719.0,",,N",,,,,28.2,",,N,19,",127.7,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4801,US1NCBC0083,2014-06,35.474264,-82.55825,632.5,"ARDEN 2.4 WNW, NC US",15.0,"4,N",12.0,"4,N",3.0,"4,N",0.0,"3,N",0.0,"3,N",20140630.0,"+,3,N",20140630.0,"+,3,N",20140614.0,",4,N",0.0,"3,,N,30,+",0.0,"3,,N,30,+",49.5,"4,,N,14,",171.3,"4,,,N",0.0,"3,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4802,US1NCBC0084,2014-07,35.458875,-82.565172,659.0,"ARDEN 2.8 WSW, NC US",11.0,"4,N",8.0,"4,N",1.0,"4,N",,,0.0,"4,N",,,20140731.0,"+,4,N",20140719.0,",4,N",,,0.0,"4,,N,31,+",33.8,"4,,N,19,",154.7,",a,,N",0.0,"4,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4803,US1NCBC0085,2014-09,35.6362,-82.6302,647.7,"ASHEVILLE 6.3 NW, NC US",13.0,",N",7.0,",N",0.0,",N",,,,,,,,,20140913.0,",,N",,,,,19.8,",,N,13,",66.8,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4804,US1NCBC0087,2014-10,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",,,,,,,,,,,,,,,,,,,,,,,151.5,",a,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4805,US1NCBC0091,2015-05,35.55463,-82.692977,677.9,"CANDLER 1.3 N, NC US",12.0,",N",6.0,",N",0.0,",N",0.0,",N",0.0,",N",20150531.0,"+,,N",20150531.0,"+,,N",20150526.0,",,N",0.0,",,N,31,+",0.0,",,N,31,+",22.9,",,N,26,",78.9,",,,N",0.0,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4806,US1NCBC0092,2015-04,35.610027,-82.312485,779.1,"BLACK MOUNTAIN 1.0 ESE, NC US",16.0,"3,N",9.0,"3,N",2.0,"3,N",,,,,,,,,20150416.0,",3,N",,,,,34.5,"3,,N,16,",138.2,",a,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
