,STATION,DATE,LATITUDE,LONGITUDE,ELEVATION,NAME,DP01,DP01_ATTRIBUTES,DP10,DP10_ATTRIBUTES,DP1X,DP1X_ATTRIBUTES,DSNW,DSNW_ATTRIBUTES,DYSN,DYSN_ATTRIBUTES,DYXP,DYXP_ATTRIBUTES,EMSN,EMSN_ATTRIBUTES,EMXP,EMXP_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,CDSD,CDSD_ATTRIBUTES,CLDD,CLDD_ATTRIBUTES,DSND,DSND_ATTRIBUTES,DT00,DT00_ATTRIBUTES,DT32,DT32_ATTRIBUTES,DX32,DX32_ATTRIBUTES,DX70,DX70_ATTRIBUTES,DX90,DX90_ATTRIBUTES,DYNT,DYNT_ATTRIBUTES,DYSD,DYSD_ATTRIBUTES,DYXT,DYXT_ATTRIBUTES,EMNT,EMNT_ATTRIBUTES,EMSD,EMSD_ATTRIBUTES,EMXT,EMXT_ATTRIBUTES,HDSD,HDSD_ATTRIBUTES,HTDD,HTDD_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,WDFG,WDFG_ATTRIBUTES,WSFG,WSFG_ATTRIBUTES,DYFG,DYFG_ATTRIBUTES,DYTS,DYTS_ATTRIBUTES,DYHF,DYHF_ATTRIBUTES,AWND,AWND_ATTRIBUTES,WDF1,WDF1_ATTRIBUTES,WSF1,WSF1_ATTRIBUTES,WDF2,WDF2_ATTRIBUTES,WDF5,WDF5_ATTRIBUTES,WSF2,WSF2_ATTRIBUTES,WSF5,WSF5_ATTRIBUTES,ADPT,ADPT_ATTRIBUTES,ASLP,ASLP_ATTRIBUTES,ASTP,ASTP_ATTRIBUTES,AWBT,AWBT_ATTRIBUTES,EVAP,EVAP_ATTRIBUTES,MNPN,MNPN_ATTRIBUTES,MXPN,MXPN_ATTRIBUTES,PSUN,PSUN_ATTRIBUTES,RHAV,RHAV_ATTRIBUTES,RHMN,RHMN_ATTRIBUTES,RHMX,RHMX_ATTRIBUTES,TSUN,TSUN_ATTRIBUTES,WDFM,WDFM_ATTRIBUTES,WDMV,WDMV_ATTRIBUTES,WSFM,WSFM_ATTRIBUTES
5460,GME00130498,1961-01,52.4425,10.76,56.0,"WOLFSBURG, GM",20.0,",E",12.0,",E",0.0,",E",,,,,19610130.0,",,E",,,17.1,",,E,30,",70.6,",,,E",,,0.0,E,0.0,",E",5.0,",",0.0,",E",17.0,",E",7.0,",E",0.0,",E",0.0,",E",19610127.0,",,E",19610124.0,",,E",19610103.0,",,E",-16.2,",E,27,",70.0,",,E,24,",8.1,",E,03,",,,571.0,",E",-0.09,",E",2.35,",,,E",-2.53,",,,E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5461,GME00130510,1931-01,52.3975,10.6908,82.0,"WOLFSBURG SUDWEST, GM",20.0,",E",12.0,",E",0.0,",E",,,,,19310117.0,",,E",,,10.5,",,E,17,",71.3,",,,E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5462,GME00130522,1931-01,49.5819,7.6242,200.0,"WOLFSTEIN PFALZ, GM",15.0,",E",9.0,",E",0.0,",E",,,,,19310102.0,",,E",,,15.1,",,E,02,",88.6,",,,E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5463,GME00130534,1936-01,49.6056,8.3667,88.0,"WORMS, GM",15.0,",E",8.0,",E",0.0,",E",,,,,19360103.0,",,E",,,13.6,",,E,03,",57.3,",,,E",,,0.0,E,0.0,",E",0.0,",",0.0,",E",10.0,",E",2.0,",E",0.0,",E",0.0,",E",19360116.0,",,E",19360131.0,"+,,E",19360111.0,",,E",-6.2,",E,16,",0.0,",,E,31,+",13.8,",E,11,",,,433.6,",E",4.35,",E",7.11,",,,E",1.58,",,,E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5464,GME00130546,1951-01,49.7975,9.8958,170.0,"WURZBURG KLARWERK, GM",14.0,",E",5.0,",E",0.0,",E",,,,,19510115.0,",,E",,,11.6,",,E,15,",49.6,",,,E",,,0.0,E,0.0,",E",6.0,",",0.0,",E",7.0,",E",0.0,",E",0.0,",E",0.0,",E",19510101.0,",,E",19510101.0,",,E",19510111.0,",,E",-15.0,",E,01,",180.0,",,E,01,",9.9,",E,11,",,,468.1,",E",3.23,",E",5.68,",,,E",0.79,",,,E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5465,GME00130558,1901-01,49.8006,9.9292,175.0,"WURZBURG PHYSIKALISCHES INSTI, GM",6.0,",E",3.0,",E",0.0,",E",,,,,19010127.0,",,E",,,24.0,",,E,27,",46.3,",,,E",,,0.0,E,0.0,",E",,,0.0,",E",24.0,",E",18.0,",E",0.0,",E",0.0,",E",19010105.0,",,E",,,19010128.0,",,E",-14.8,",E,05,",,,9.8,",E,28,",,,675.5,",E",-3.46,",E",0.06,",,,E",-6.98,",,,E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5466,GME00130570,1941-01,52.4581,9.4281,57.0,"WUNSTORF, GM",10.0,",E",6.0,",E",0.0,",E",,,,,19410120.0,",,E",,,16.1,",,E,20,",38.7,",,,E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5467,GME00130582,1937-01,51.2258,7.1058,130.0,"WUPPERTAL BUCHENHOFEN, GM",21.0,",E",14.0,",E",1.0,",E",,,,,19370106.0,",,E",,,58.8,",,E,06,",143.4,",,,E",,,0.0,E,0.0,",E",2.0,",",0.0,",E",9.0,",E",2.0,",E",0.0,",E",0.0,",E",19370129.0,",,E",19370130.0,"+,,E",19370123.0,",,E",-7.1,",E,29,",30.0,",,E,30,+",13.0,",E,23,",,,454.6,",E",3.67,",E",6.18,",,,E",1.16,",,,E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5468,GME00130594,1941-01,51.2064,7.2006,235.0,"REMSCHEID, GM",14.0,",E",6.0,",E",0.0,",E",,,,,19410120.0,",,E",,,24.2,",,E,20,",64.2,",,,E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5469,GME00130606,1952-04,52.8053,12.8731,35.0,"WUSTRAU ZIETHENHORST, GM",,,,,,,,,,,,,,,,,,,,,,,0.0,",E",,,0.0,",E",5.0,",E",0.0,",E",9.0,",E",0.0,",E",19520402.0,",,E",,,19520413.0,",,E",-7.9,",E,02,",,,24.5,",E,13,",,,248.6,",E",10.05,",E",16.38,",,,E",3.71,",,,E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5470,GME00130618,1961-01,47.6789,8.3806,398.0,"WUTOSCHINGEN OFTERINGEN, GM",19.0,",E",13.0,",E",0.0,",E",,,,,19610131.0,",,E",,,16.5,",,E,31,",93.8,",,,E",,,0.0,E,0.0,",E",0.0,",",0.0,",E",28.0,",E",5.0,",E",0.0,",E",0.0,",E",19610128.0,"+,,E",19610131.0,"+,,E",19610131.0,",,E",-7.4,",E,28,+",0.0,",,E,31,+",11.0,",E,31,",,,566.9,",E",0.05,",E",2.62,",,,E",-2.53,",,,E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5471,GME00130630,1887-07,54.6942,8.5281,8.0,"WRIXUM FOHR, GM",19.0,",E",6.0,",E",0.0,",E",,,,,18870705.0,",,E",,,12.2,",,E,05,",59.5,",,,E",,,,,15.7,",E",0.0,",",0.0,",E",0.0,",E",0.0,",E",15.0,",E",0.0,",E",18870706.0,",,E",18870731.0,"+,,E",18870713.0,",,E",8.7,",E,06,",0.0,",,E,31,+",31.2,",E,13,",56.4,E,56.4,",E",17.02,",E",20.62,",,,E",13.42,",,,E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5472,GME00130642,1948-07,52.9681,13.3281,51.0,"ZEHDENICK, GM",,,,,,,,,,,,,,,,,,,,,,,36.1,",E",,,0.0,",E",0.0,",E",0.0,",E",17.0,",E",2.0,",E",19480709.0,",,E",,,19480730.0,",,E",4.5,",E,09,",,,32.6,",E,30,",66.4,E,66.4,",E",17.36,",E",23.15,",,,E",11.56,",,,E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5473,GME00130654,1952-09,51.0539,12.1442,170.0,"ZEITZ, GM",17.0,",E",8.0,",E",1.0,",E",,,,,19520912.0,",,E",,,76.4,",,E,12,",139.8,",,,E",,,,,1.1,",E",0.0,",",0.0,",E",0.0,",E",0.0,",E",1.0,",E",0.0,",E",19520916.0,",,E",19520930.0,"+,,E",19520901.0,",,E",1.9,",E,16,",0.0,",,E,30,+",22.4,",E,01,",,,210.6,",E",11.35,",E",15.01,",,,E",7.7,",,,E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5474,GME00130666,1887-01,51.9656,12.1008,69.0,"ZERBST, GM",2.0,",E",0.0,",E",0.0,",E",,,,,18870101.0,",,E",,,2.0,",,E,01,",2.5,",,,E",,,,,,,0.0,",",,,,,,,,,,,,,18870131.0,"+,,E",,,,,0.0,",,E,31,+",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5475,GME00130678,1987-08,48.6767,8.9742,445.0,"BOBLINGEN, GM",11.0,",E",7.0,",E",0.0,",E",,,,,19870823.0,",,E",,,24.6,",,E,23,",66.9,",,,E",,,,,16.8,",E",0.0,",",0.0,",E",0.0,",E",0.0,",E",17.0,",E",0.0,",E",19870806.0,",,E",19870831.0,"+,,E",19870822.0,",,E",5.5,",E,06,",0.0,",,E,31,+",31.5,",E,22,",71.2,,72.2,",E",16.55,",E",21.88,",,,E",11.21,",,,E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5476,GME00130690,1969-01,54.0817,13.9006,2.0,"ZINNOWITZ, GM",13.0,",E",5.0,",E",0.0,",E",,,,,19690122.0,",,E",,,6.6,",,E,22,",33.7,",,,E",,,,,,,29.0,",",,,,,,,,,,,,,19690118.0,",,E",,,,,130.0,",,E,18,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5477,GME00130702,1971-01,50.7328,13.7531,877.0,"ZINNWALD GEORGENFELD, GM",10.0,",E",3.0,",E",0.0,",E",,,,,19710123.0,",,E",,,5.0,",,E,23,",19.6,",,,E",,,0.0,E,0.0,"1,E",31.0,",",0.0,"1,E",30.0,"1,E",17.0,"1,E",0.0,"1,E",0.0,"1,E",19710103.0,",1,E",19710103.0,"+,,E",19710110.0,"+,1,E",-17.0,"1,E,03,",540.0,",,E,03,+",5.0,"1,E,10,+",,,663.9,"1,E",-3.8,"1,E",-1.28,"1,,,E",-6.32,"1,,,E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5478,GME00130714,1951-01,48.9458,11.3681,379.0,"BOHMING, GM",11.0,",E",7.0,",E",0.0,",E",,,,,19510120.0,",,E",,,15.1,",,E,20,",57.0,",,,E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5479,GME00130726,1863-12,50.6892,12.4342,353.0,"LICHTENTANNE, GM",17.0,"2,E",8.0,"2,E",0.0,"2,E",,,,,18631229.0,",2,E",,,21.7,"2,,E,29,",68.8,"2,,,E",,,,,0.0,"3,E",0.0,"2,",0.0,"3,E",11.0,"3,E",1.0,"3,E",0.0,"3,E",0.0,"3,E",18631231.0,",3,E",18631231.0,"+,2,E",18631213.0,"+,3,E",-12.8,"3,E,31,",0.0,"2,,E,31,+",9.1,"3,E,13,+",,,454.6,"3,E",2.1,"3,E",4.15,"3,,,E",0.05,"3,,,E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5480,GME00130738,1998-01,49.0292,13.2403,615.0,"ZWIESEL, GM",15.0,",E",7.0,",E",0.0,",E",,,,,19980119.0,",,E",,,18.1,",,E,19,",56.4,",,,E",,,0.0,E,0.0,",E",,,0.0,",E",24.0,",E",6.0,",E",0.0,",E",0.0,",E",19980128.0,",,E",,,19980112.0,",,E",-14.7,",E,28,",,,13.1,",E,12,",,,553.5,",E",0.48,",E",4.38,",,,E",-3.43,",,,E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5481,GME00130750,1948-01,49.0017,13.2153,615.0,"ZWIESELBERG, GM",19.0,",E",12.0,",E",2.0,",E",,,,,19480114.0,",,E",,,44.1,",,E,14,",211.4,",,,E",,,0.0,E,0.0,",E",20.0,",",0.0,",E",25.0,",E",5.0,",E",0.0,",E",0.0,",E",19480122.0,",,E",19480116.0,"+,,E",19480131.0,",,E",-12.1,",E,22,",230.0,",,E,16,+",10.7,",E,31,",,,546.9,",E",0.69,",E",4.39,",,,E",-3.0,",,,E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5482,GME00130762,1931-01,52.8494,8.72,36.0,"BASSUM A, GM",19.0,",E",14.0,",E",0.0,",E",,,,,19310116.0,",,E",,,23.2,",,E,16,",100.8,",,,E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5483,GME00130786,1953-07,52.6206,12.7889,40.0,"BERGE, GM",13.0,",E",6.0,",E",0.0,",E",,,,,19530717.0,",,E",,,21.8,",,E,17,",67.1,",,,E",,,,,34.6,",E",0.0,",",0.0,",E",0.0,",E",0.0,",E",25.0,",E",0.0,",E",19530712.0,",,E",19530731.0,"+,,E",19530702.0,",,E",8.8,",E,12,",0.0,",,E,31,+",31.1,",E,02,",30.2,,30.2,",E",18.48,",E",23.88,",,,E",13.07,",,,E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5484,GME00130798,1946-01,53.1019,11.0467,50.0,"DANNENBERG, GM",12.0,",E",4.0,",E",0.0,",E",,,,,19460111.0,",,E",,,11.8,",,E,11,",36.6,",,,E",,,0.0,E,0.0,",E",1.0,",",0.0,",E",25.0,",E",16.0,",E",0.0,",E",0.0,",E",19460117.0,",,E",19460130.0,",,E",19460112.0,",,E",-10.8,",E,17,",30.0,",,E,30,",12.9,",E,12,",,,606.7,",E",-1.24,",E",1.67,",,,E",-4.15,",,,E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5485,GME00130810,1941-01,48.6592,9.4214,289.0,"KIRCHHEIM TECK OTLINGEN, GM",15.0,",E",8.0,",E",0.0,",E",,,,,19410101.0,",,E",,,13.0,",,E,01,",63.8,",,,E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5486,GME00130822,1992-05,51.7531,9.3964,105.0,"BOFFZEN, GM",6.0,",E",4.0,",E",0.0,",E",,,,,19920509.0,",,E",,,9.3,",,E,09,",22.0,",,,E",,,,,6.9,",E",0.0,",",0.0,",E",1.0,",E",0.0,",E",17.0,",E",0.0,",E",19920505.0,",,E",19920531.0,"+,,E",19920515.0,",,E",0.0,",E,05,",0.0,",,E,31,+",29.0,",E,15,",,,135.0,",E",14.2,",E",20.65,",,,E",7.75,",,,E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5487,GME00130834,1941-01,47.6783,11.0483,850.0,"BAD KOHLGRUB A, GM",11.0,",E",5.0,",E",0.0,",E",,,,,19410119.0,",,E",,,12.6,",,E,19,",38.8,",,,E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5488,GME00130846,1978-05,48.6503,11.7783,431.0,"MAINBURG, GM",20.0,",E",10.0,",E",2.0,",E",,,,,19780508.0,",,E",,,52.0,",,E,08,",153.3,",,,E",,,,,0.0,",E",0.0,",",0.0,",E",1.0,",E",0.0,",E",5.0,",E",0.0,",E",19780512.0,",,E",19780531.0,"+,,E",19780531.0,",,E",0.0,",E,12,",0.0,",,E,31,+",24.2,",E,31,",,,232.9,",E",10.82,",E",15.98,",,,E",5.66,",,,E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5489,GME00130858,1950-01,51.1331,9.52,254.0,"MELSUNGEN BURSTOSS, GM",11.0,",E",6.0,",E",0.0,",E",,,,,19500103.0,",,E",,,10.1,",,E,03,",46.4,",,,E",,,0.0,E,0.0,"2,E",1.0,",",0.0,"1,E",19.0,"1,E",6.0,"1,E",0.0,"1,E",0.0,"1,E",19500130.0,",1,E",19500105.0,",,E",19500112.0,",1,E",-13.9,"1,E,30,",30.0,",,E,05,",9.6,"1,E,12,",,,533.2,"1,E",-0.11,"2,E",2.82,"1,,,E",-3.04,"1,,,E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5490,GME00130870,1947-01,53.3931,10.6892,45.0,"BOIZENBURG, GM",,,,,,,,,,,,,,,,,,,,,0.0,E,0.0,"2,E",,,0.0,"2,E",23.0,"2,E",19.0,"2,E",0.0,"2,E",0.0,"2,E",19470111.0,",2,E",,,19470116.0,",2,E",-17.0,"2,E,11,",,,10.2,"2,E,16,",,,662.4,"2,E",-4.51,"2,E",-1.89,"2,,,E",-7.12,"2,,,E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5491,GME00130882,1950-01,50.4494,7.4281,91.0,"NEUWIED, GM",11.0,",E",7.0,",E",0.0,",E",,,,,19500102.0,",,E",,,20.2,",,E,02,",62.2,",,,E",,,0.0,E,0.0,",E",1.0,",",0.0,",E",22.0,",E",4.0,",E",0.0,",E",0.0,",E",19500130.0,",,E",19500131.0,",,E",19500112.0,",,E",-13.5,",E,30,",40.0,",,E,31,",10.5,",E,12,",,,562.7,",E",0.18,",E",3.65,",,,E",-3.29,",,,E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5492,GME00130894,1946-01,53.865,9.7356,10.0,"BOKEL, GM",11.0,",E",8.0,",E",0.0,",E",,,,,19460111.0,",,E",,,17.4,",,E,11,",63.5,",,,E",,,0.0,E,0.0,",E",0.0,",",0.0,",E",24.0,",E",14.0,",E",0.0,",E",0.0,",E",19460124.0,",,E",19460131.0,"+,,E",19460111.0,",,E",-10.0,",E,24,",0.0,",,E,31,+",12.1,",E,11,",,,605.7,",E",-1.2,",E",1.53,",,,E",-3.94,",,,E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5493,GME00130906,1998-01,54.6408,10.0244,2.0,"SCHONHAGEN OSTSEEBAD, GM",15.0,"4,E",8.0,"4,E",0.0,"4,E",,,,,19980105.0,",4,E",,,16.6,"4,,E,05,",70.6,"4,,,E",,,0.0,E,0.0,"5,E",,,0.0,"5,E",8.0,"5,E",0.0,"5,E",0.0,"5,E",0.0,"5,E",19980131.0,",5,E",,,19980114.0,",5,E",-5.4,"5,E,31,",,,10.1,"5,E,14,",,,387.0,"5,E",3.45,"5,E",5.61,"5,,,E",1.28,"5,,,E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5494,GME00130918,1899-01,47.6758,12.4708,685.0,"REIT IM WINKL, GM",14.0,",E",12.0,",E",1.0,",E",,,,,18990113.0,",,E",,,27.7,",,E,13,",148.8,",,,E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5495,GME00130942,1951-01,48.8794,9.6353,510.0,"WELZHEIM A, GM",15.0,",E",7.0,",E",1.0,",E",,,,,19510120.0,",,E",,,35.9,",,E,20,",130.4,",,,E",,,,,,,19.0,",",,,,,0.0,",E",0.0,",E",0.0,",E",,,19510101.0,",,E",19510106.0,",,E",,,220.0,",,E,01,",11.9,",E,06,",,,,,,,4.6,",,,E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5496,GME00130954,1949-01,50.7294,7.0844,62.0,"BONN, GM",13.0,",E",1.0,",E",0.0,",E",,,,,19490121.0,",,E",,,7.4,",,E,21,",17.8,",,,E",,,0.0,E,0.0,",E",0.0,",",0.0,",E",12.0,",E",0.0,",E",0.0,",E",0.0,",E",19490130.0,",,E",19490110.0,",,E",19490119.0,",,E",-3.8,",E,30,",10.0,",,E,10,",11.9,",E,19,",,,442.5,",E",4.06,",E",6.7,",,,E",1.42,",,,E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5497,GME00130966,1931-01,50.7067,7.1475,62.0,"BONN FRIESDORF, GM",19.0,",E",13.0,",E",0.0,",E",,,,,19310130.0,",,E",,,14.5,",,E,30,",84.0,",,,E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5498,GME00130990,1990-01,50.7364,7.1939,159.0,"BONN ROLEBER, GM",10.0,",E",2.0,",E",0.0,",E",,,,,19900123.0,",,E",,,8.3,",,E,23,",21.2,",,,E",,,,,,,0.0,",",,,,,,,,,,,,,19900131.0,"+,,E",,,,,0.0,",,E,31,+",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5499,GME00131002,1950-01,48.0744,10.2014,592.0,"BOOS, GM",8.0,",E",4.0,",E",0.0,",E",,,,,19500104.0,",,E",,,7.1,",,E,04,",23.2,",,,E",,,0.0,E,0.0,",E",14.0,",",0.0,",E",26.0,",E",14.0,",E",0.0,",E",0.0,",E",19500125.0,",,E",19500120.0,"+,,E",19500110.0,",,E",-15.3,",E,25,",40.0,",,E,20,+",8.5,",E,10,",,,627.2,",E",-1.9,",E",1.04,",,,E",-4.84,",,,E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5500,GME00131014,1997-11,52.78,13.7606,71.0,"MELCHOW SCHONHOLZ, GM",6.0,",E",1.0,",E",0.0,",E",,,,,19971115.0,",,E",,,5.4,",,E,15,",11.7,",,,E",,,,,0.0,",E",0.0,",",0.0,",E",18.0,",E",4.0,",E",0.0,",E",0.0,",E",19971119.0,",,E",19971130.0,"+,,E",19971107.0,",,E",-4.9,",E,19,",0.0,",,E,30,+",16.1,",E,07,",,,460.5,",E",2.98,",E",5.64,",,,E",0.33,",,,E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5501,GME00131026,1998-02,53.2153,10.4717,62.0,"WENDISCH EVERN, GM",6.0,",E",3.0,",E",0.0,",E",,,,,19980227.0,",,E",,,6.5,",,E,27,",15.2,",,,E",,,,,0.0,",E",2.0,",",0.0,",E",4.0,",E",2.0,",E",0.0,",E",0.0,",E",19980201.0,",,E",19980203.0,",,E",19980214.0,",,E",-11.6,",E,01,",40.0,",,E,03,",16.0,",E,14,",,,349.8,",E",5.84,",E",8.31,",,,E",3.37,",,,E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5502,GME00131038,1998-05,51.085,13.4503,273.0,"TAUBENHEIM SEELIGSTADT, GM",8.0,",E",4.0,",E",0.0,",E",,,,,19980525.0,",,E",,,10.0,",,E,25,",24.5,",,,E",,,,,6.5,",E",0.0,",",0.0,",E",0.0,",E",0.0,",E",11.0,",E",0.0,",E",19980516.0,",,E",19980531.0,"+,,E",19980512.0,",,E",2.9,",E,16,",0.0,",,E,31,+",28.0,",E,12,",,,147.0,",E",13.8,",E",19.3,",,,E",8.3,",,,E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5503,GME00131050,1998-06,54.3208,9.8058,14.0,"OSTENFELD RENDSBURG, GM",17.0,",E",12.0,",E",0.0,",E",,,,,19980629.0,",,E",,,12.6,",,E,29,",95.3,",,,E",,,,,4.7,",E",0.0,",",0.0,",E",0.0,",E",0.0,",E",8.0,",E",0.0,",E",19980614.0,"+,,E",19980630.0,"+,,E",19980621.0,",,E",5.0,",E,14,+",0.0,",,E,30,+",27.8,",E,21,",,,97.5,",E",15.24,",E",19.36,",,,E",11.12,",,,E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5504,GME00131062,1998-10,53.3856,14.3742,50.0,"GRAMBOW SCHWENNENZ, GM",17.0,",E",7.0,",E",0.0,",E",,,,,19981027.0,",,E",,,18.7,",,E,27,",71.8,",,,E",,,,,0.0,",E",0.0,",",0.0,",E",0.0,",E",0.0,",E",0.0,",E",0.0,",E",19981006.0,",,E",19981031.0,"+,,E",19981017.0,",,E",0.6,",E,06,",0.0,",,E,31,+",18.4,",E,17,",,,310.2,",E",8.33,",E",11.17,",,,E",5.49,",,,E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5505,GME00131074,1998-09,53.8556,13.4967,11.0,"MEDOW WUSSENTIN, GM",9.0,",E",4.0,",E",0.0,",E",,,,,19980912.0,",,E",,,22.3,",,E,12,",43.8,",,,E",,,,,1.5,",E",0.0,",",0.0,",E",0.0,",E",0.0,",E",5.0,",E",0.0,",E",19980915.0,",,E",19980930.0,"+,,E",19980910.0,",,E",5.0,",E,15,",0.0,",,E,30,+",23.9,",E,10,",,,121.4,",E",14.34,",E",18.22,",,,E",10.45,",,,E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
