,STATION,DATE,LATITUDE,LONGITUDE,ELEVATION,NAME,DP01,DP01_ATTRIBUTES,DP10,DP10_ATTRIBUTES,DP1X,DP1X_ATTRIBUTES,DSNW,DSNW_ATTRIBUTES,DYSN,DYSN_ATTRIBUTES,DYXP,DYXP_ATTRIBUTES,EMSN,EMSN_ATTRIBUTES,EMXP,EMXP_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,DSND,DSND_ATTRIBUTES,DYSD,DYSD_ATTRIBUTES,EMSD,EMSD_ATTRIBUTES,CDSD,CDSD_ATTRIBUTES,CLDD,CLDD_ATTRIBUTES,DT00,DT00_ATTRIBUTES,DT32,DT32_ATTRIBUTES,DX32,DX32_ATTRIBUTES,DX70,DX70_ATTRIBUTES,DX90,DX90_ATTRIBUTES,DYFG,DYFG_ATTRIBUTES,DYNT,DYNT_ATTRIBUTES,DYTS,DYTS_ATTRIBUTES,DYXT,DYXT_ATTRIBUTES,EMNT,EMNT_ATTRIBUTES,EMXT,EMXT_ATTRIBUTES,HDSD,HDSD_ATTRIBUTES,HTDD,HTDD_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES
5879,US1ILPL0002,2019-10,37.269159,-89.02112,124.1,"NEW GRAND CHAIN 1.1 NNW, IL US",10.0,"3,N",8.0,"3,N",5.0,"3,N",,,,,20191026.0,",3,N",,,48.8,"3,,N,26,",194.6,"3,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5880,US1ILPM0006,2022-08,41.1918391,-89.2291213,209.7,"MCNABB 1.4 NW, IL US",11.0,",N",7.0,",N",1.0,",N",,,,,20220821.0,",,N",,,52.1,",,N,21,",118.4,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5881,US1ILPP0001,2015-04,37.35991,-88.488808,142.0,"GOLCONDA 0.2 SSW, IL US",11.0,"2,N",10.0,"2,N",3.0,"2,N",,,,,20150414.0,",2,N",,,38.1,"2,,N,14,",174.2,"2,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5882,US1ILPP0005,2018-05,37.549608,-88.572417,224.3,"STONEFORT 8.7 ESE, IL US",13.0,"5,N",9.0,"5,N",1.0,"5,N",,,,,20180515.0,",5,N",,,27.4,"5,,N,15,",124.9,",a,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5883,US1ILPR0002,2007-07,40.785215,-89.945304,190.8,"ELMWOOD 1.2 ENE, IL US",8.0,",N",6.0,",N",0.0,",N",0.0,",N",20070731.0,"+,,N",20070719.0,",,N",0.0,",,N,31,+",24.6,",,N,19,",89.7,",,,N",0.0,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5884,US1ILPR0004,2007-11,40.886493,-89.641025,221.9,"DUNLAP 2.6 NE, IL US",7.0,"2,N",2.0,"2,N",0.0,"2,N",0.0,"2,N",20071125.0,",2,N",20071121.0,",2,N",13.0,"2,,N,25,",21.1,"2,,N,21,",31.7,"2,,,N",13.0,"2,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5885,US1ILPR0005,2008-02,40.722372,-89.598649,192.9,"PEORIA 1.7 SSE, IL US",11.0,"5,N",7.0,"5,N",1.0,"5,N",4.0,"5,N",20080201.0,",5,N",20080217.0,",5,N",152.0,"5,,N,01,",30.5,"5,,N,17,",106.8,"5,,,N",408.0,"5,,,N",12.0,"5,N",20080201.0,",5,N",152.0,"5,,N,01,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5886,US1ILPR0007,2009-09,40.72308,-89.644114,179.2,"PEORIA 2.4 SW, IL US",7.0,"1,N",4.0,"1,N",1.0,"1,N",,,,,20090921.0,",1,N",,,28.4,"1,,N,21,",80.3,"1,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5887,US1ILPR0008,2011-10,40.768333,-89.667222,182.9,"PEORIA 3.4 WNW, IL US",8.0,",N",5.0,",N",0.0,",N",,,,,20111013.0,",,N",,,10.4,",,N,13,",26.9,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5888,US1ILPR0009,2013-10,40.8234100341797,-89.6813507080078,216.4,"DUNLAP 2.6 S, IL US",11.0,"1,N",5.0,"1,N",1.0,"1,N",,,,,20131031.0,",1,N",,,40.6,"1,,N,31,",99.6,"1,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5889,US1ILPR0013,2016-04,40.754776,-89.674217,190.5,"PEORIA 3.5 W, IL US",12.0,",N",3.0,",N",0.0,",N",,,,,20160428.0,",,N",,,14.7,",,N,28,",30.3,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5890,US1ILPR0014,2016-05,40.865157,-89.798636,211.2,"PRINCEVILLE 5.1 SSW, IL US",11.0,"2,N",8.0,"2,N",1.0,"2,N",,,,,20160510.0,",2,N",,,25.4,"2,,N,10,",104.6,",a,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5891,US1ILPR0017,2019-09,40.91568,-89.49096,154.8,"CHILLICOTHE 0.5 ESE, IL US",15.0,"5,N",10.0,"5,N",2.0,"5,N",,,,,20190928.0,",5,N",,,128.3,"5,,N,28,",274.7,",a,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5892,US1ILPR0020,2020-04,40.778804,-89.974879,197.8,"ELMWOOD 0.4 W, IL US",11.0,",N",7.0,",N",1.0,",N",0.0,"3,N",20200417.0,",3,N",20200425.0,",,N",5.0,"3,,N,17,",27.4,",,N,25,",97.1,",,,N",8.0,"3,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5893,US1ILPR0022,2020-05,40.777475,-89.94944133,192.9,"ELMWOOD 0.9 E, IL US",16.0,"2,N",9.0,"2,N",1.0,"2,N",,,,,20200515.0,",2,N",,,31.2,"2,,N,15,",115.4,"2,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5894,US1ILPR0023,2021-05,40.697185,-89.8832107,228.6,"TRIVOLI 0.4 E, IL US",11.0,"4,N",8.0,"4,N",2.0,"4,N",,,,,20210509.0,",4,N",,,43.2,"4,,N,09,",149.1,"2,a,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5895,US1ILPT0001,2008-01,40.068963,-88.539028,218.8,"MONTICELLO 3.5 NNE, IL US",12.0,",N",4.0,",N",1.0,",N",0.0,",N",20080102.0,",,N",20080108.0,",,N",8.0,",,N,02,",49.3,",,N,08,",75.4,",,,N",26.0,",,,N",0.0,"2,N",20080102.0,",2,N",8.0,"2,,N,02,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5896,US1ILPT0002,2008-05,40.040647,-88.703908,214.0,"CISCO 2.1 NNE, IL US",13.0,"3,N",7.0,"3,N",0.0,"3,N",0.0,"3,N",20080531.0,"+,3,N",20080531.0,",3,N",0.0,"3,,N,31,+",23.6,"3,,N,31,",123.5,",a,,N",0.0,"3,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5897,US1ILPT0003,2008-05,39.853258,-88.538214,205.1,"ATWOOD 5.4 NW, IL US",16.0,",N",10.0,",N",1.0,",N",0.0,",N",20080531.0,"+,,N",20080531.0,",,N",0.0,",,N,31,+",32.3,",,N,31,",124.7,",,,N",0.0,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5898,US1ILPT0004,2008-06,40.023721,-88.558756,205.1,"MONTICELLO 0.9 E, IL US",11.0,",N",7.0,",N",3.0,",N",0.0,",N",20080630.0,"+,,N",20080604.0,",,N",0.0,",,N,30,+",128.8,",,N,04,",275.6,",,,N",0.0,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5899,US1ILPT0006,2008-06,39.985764,-88.686458,205.1,"MONTICELLO 6.5 WSW, IL US",11.0,",N",7.0,",N",3.0,",N",0.0,",N",20080630.0,"+,,N",20080604.0,",,N",0.0,",,N,30,+",104.4,",,N,04,",246.6,",,,N",0.0,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5900,US1ILPT0008,2009-02,40.136693,-88.48164,205.4,"WHITE HEATH 3.7 NNE, IL US",6.0,"2,N",4.0,"2,N",0.0,"2,N",0.0,"4,N",20090214.0,",4,N",20090212.0,",2,N",13.0,"4,,N,14,",14.7,"2,,N,12,",39.1,"2,,,N",16.0,"4,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5901,US1ILPT0011,2010-08,39.806056,-88.463277,207.9,"ATWOOD 0.4 N, IL US",3.0,",N",3.0,",N",1.0,",N",,,,,20100821.0,",,N",,,33.8,",,N,21,",57.7,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5902,US1ILPT0012,2009-06,40.100082,-88.530307,216.1,"MONTICELLO 5.6 NNE, IL US",14.0,"5,N",8.0,"5,N",0.0,"5,N",,,,,20090620.0,",5,N",,,20.8,"5,,N,20,",85.0,"5,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5903,US1ILPT0013,2009-04,40.189041,-88.558361,218.8,"MANSFIELD 3.0 WSW, IL US",15.0,",N",10.0,",N",1.0,",N",,,,,20090428.0,",,N",,,34.5,",,N,28,",151.8,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5904,US1ILPT0014,2011-04,39.946469,-88.723374,207.9,"CERRO GORDO 3.9 N, IL US",15.0,"2,N",10.0,"2,N",3.0,"2,N",,,,,20110420.0,",2,N",,,34.3,"2,,N,20,",151.6,",a,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5905,US1ILPT0015,2012-09,40.174004,-88.465574,215.8,"MAHOMET 3.6 WSW, IL US",10.0,",N",9.0,",N",1.0,",N",,,,,20120902.0,",,N",,,67.3,",,N,02,",141.9,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5906,US1ILPT0016,2021-07,40.167774,-88.519502,215.2,"MANSFIELD 3.1 S, IL US",7.0,",N",7.0,",N",1.0,",N",,,,,20210725.0,",,N",,,29.2,",,N,25,",97.1,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5907,US1ILPT0017,2014-01,40.07443,-88.546235,208.2,"MONTICELLO 3.8 NNE, IL US",10.0,"5,N",2.0,"5,N",0.0,"5,N",,,,,20140116.0,",5,N",,,4.8,"5,,N,16,",32.5,"3,a,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5908,US1ILPT0018,2020-04,40.063164,-88.557999,206.0,"MONTICELLO 2.8 NNE, IL US",12.0,",N",10.0,",N",2.0,",N",0.0,",N",20200417.0,"+,,N",20200429.0,",,N",0.0,",T,N,17,+",43.7,",,N,29,",128.1,",,,N",0.0,",T,,N",0.0,",N",20200430.0,"+,,N",0.0,",,N,30,+",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5909,US1ILPT0019,2019-08,40.0179586,-88.5634833,212.8,"MONTICELLO 0.8 SE, IL US",10.0,"5,N",6.0,"5,N",1.0,"5,N",,,,,20190812.0,",5,N",,,32.0,"5,,N,12,",92.1,"1,a,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5910,US1ILPT0020,2020-06,40.0295,-88.5649,207.6,"MONTICELLO 0.6 ENE, IL US",9.0,"1,N",6.0,"1,N",3.0,"1,N",,,,,20200604.0,",1,N",,,43.2,"1,,N,04,",141.8,"1,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5911,US1ILPT0021,2021-05,39.937865,-88.621818,228.3,"BEMENT 2.9 WNW, IL US",13.0,",N",11.0,",N",0.0,",N",,,,,20210509.0,",,N",,,24.4,",,N,09,",101.4,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5912,US1ILPT0025,2023-04,40.082156,-88.648845,214.9,"DE LAND 2.7 S, IL US",8.0,",N",7.0,",N",0.0,",N",,,,,20230401.0,",,N",,,16.8,",,N,01,",53.8,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5913,US1ILPT0026,2023-05,39.9052918,-88.5553847,204.5,"BEMENT 1.5 SE, IL US",8.0,",N",5.0,",N",1.0,",N",,,,,20230507.0,",,N",,,55.6,",,N,07,",102.6,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5914,US1ILPY0001,2016-09,38.153962,-89.553554,161.5,"COULTERVILLE 3.5 SE, IL US",5.0,"5,N",5.0,"5,N",2.0,"5,N",,,,,20160917.0,",5,N",,,76.2,"5,,N,17,",128.0,"5,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5915,US1ILPY0002,2018-05,38.01753,-89.246769,141.4,"DU QUOIN 1.1 NW, IL US",11.0,",N",8.0,",N",1.0,",N",,,,,20180518.0,",,N",,,41.1,",,N,18,",110.7,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5916,US1ILRC0001,2008-05,38.7269,-88.0802,154.8,"OLNEY 0.4 SE, IL US",15.0,",N",9.0,",N",2.0,",N",0.0,",N",20080531.0,"+,,N",20080508.0,",,N",0.0,",,N,31,+",109.7,",,N,08,",262.7,",,,N",0.0,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5917,US1ILRC0002,2008-11,38.68557,-88.08533,145.7,"OLNEY 3.2 S, IL US",8.0,",N",5.0,",N",0.0,",N",0.0,",N",20081130.0,"+,,N",20081113.0,",,N",0.0,",,N,30,+",24.6,",,N,13,",62.7,",,,N",0.0,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5918,US1ILRC0003,2009-07,38.731887,-88.072428,152.4,"OLNEY 0.7 E, IL US",15.0,"5,N",11.0,"5,N",0.0,"5,N",,,,,20090705.0,",5,N",,,16.5,"5,,N,05,",112.4,",a,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5919,US1ILRC0004,2016-04,38.7440032958984,-87.9647369384766,157.0,"CLAREMONT 1.8 NNE, IL US",,,,,,,,,,,,,,,,,101.9,"5,a,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5920,US1ILRC0005,2017-11,38.707057,-87.987569,154.8,"OLNEY 5.5 ESE, IL US",12.0,"5,N",8.0,"5,N",1.0,"5,N",,,,,20171106.0,",5,N",,,39.6,"5,,N,06,",104.5,"5,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5921,US1ILRC0006,2018-03,38.748566,-88.067111,147.5,"OLNEY 1.5 NE, IL US",13.0,",N",9.0,",N",1.0,",N",,,,,20180330.0,",,N",,,32.5,",,N,30,",131.5,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5922,US1ILRC0007,2019-01,38.8344844437183,-88.0591181141367,149.4,"DUNDAS 1.4 E, IL US",11.0,"5,N",8.0,"5,N",1.0,"5,N",,,,,20190119.0,",5,N",,,31.2,"5,,N,19,",112.9,"5,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5923,US1ILRH0001,2007-09,38.202846,-89.996256,143.0,"RED BUD 0.5 S, IL US",5.0,"3,N",4.0,"3,N",1.0,"3,N",0.0,"3,N",20070930.0,"+,3,N",20070908.0,",3,N",0.0,"3,,N,30,+",25.7,"3,,N,08,",50.8,"3,,,N",0.0,"3,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5924,US1ILRH0005,2007-02,37.91884,-89.82554,189.6,"CHESTER 0.1 SSW, IL US",6.0,",N",4.0,",N",2.0,",N",1.0,",N",20070201.0,",,N",20070213.0,",,N",46.0,",,N,01,",35.3,",,N,13,",92.1,",,,N",82.0,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5925,US1ILRH0007,2007-05,38.139833,-89.739255,146.0,"SPARTA 2.4 NW, IL US",12.0,",N",8.0,",N",0.0,",N",0.0,",N",20070531.0,"+,,N",20070516.0,",,N",0.0,",,N,31,+",24.4,",,N,16,",90.9,",,,N",0.0,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5926,US1ILRH0008,2014-08,38.132501,-89.740123,150.9,"SPARTA 2.2 WNW, IL US",11.0,"4,N",8.0,"4,N",1.0,"4,N",,,,,20140808.0,",4,N",,,76.2,"4,,N,08,",123.7,"4,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5927,US1ILRH0013,2023-05,38.205668,-89.996549,149.0,"RED BUD 0.3 S, IL US",8.0,",N",5.0,",N",0.0,",N",,,,,20230509.0,",,N",,,19.6,",,N,09,",60.2,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5928,US1ILRI0003,2007-04,41.4975,-90.4856,214.0,"MOLINE 0.9 N, IL US",4.0,",N",3.0,",N",1.0,",N",0.0,",N",20070430.0,"+,,N",20070425.0,",,N",0.0,",,N,30,+",32.0,",,N,25,",62.8,",,,N",0.0,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5929,US1ILRI0004,2007-09,41.483337,-90.550145,210.0,"ROCK ISLAND 1.7 ENE, IL US",5.0,"3,N",3.0,"3,N",0.0,"3,N",0.0,"3,N",20070930.0,"+,3,N",20070907.0,",3,N",0.0,"3,,N,30,+",8.6,"3,,N,07,",16.7,"3,,,N",0.0,"3,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5930,US1ILRI0008,2009-01,41.384234,-90.761147,239.9,"TAYLOR RIDGE 4.9 W, IL US",10.0,"3,N",1.0,"3,N",0.0,"3,N",3.0,"3,N",20090114.0,",3,N",20090114.0,",3,N",127.0,"3,,N,14,",11.2,"3,,N,14,",22.0,"1,a,,N",228.0,"3,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5931,US1ILRI0009,2012-05,41.3361206054688,-90.6688232421875,244.4,"REYNOLDS 0.4 NNE, IL US",7.0,"5,N",7.0,"5,N",2.0,"5,N",,,,,20120507.0,",5,N",,,35.3,"5,,N,07,",104.1,"5,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5932,US1ILRI0010,2012-06,41.501279,-90.490388,202.4,"MOLINE 1.1 N, IL US",5.0,",N",4.0,",N",0.0,",N",0.0,"4,N",20120630.0,"+,4,N",20120616.0,",,N",0.0,"4,,N,30,+",22.1,",,N,16,",52.1,",,,N",0.0,"4,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5933,US1ILRI0012,2013-06,41.493924,-90.564774,213.7,"ROCK ISLAND 1.6 NNE, IL US",14.0,",N",6.0,",N",2.0,",N",,,,,20130624.0,",,N",,,62.2,",,N,24,",137.2,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5934,US1ILRI0013,2013-05,41.49455,-90.48411,213.1,"MOLINE 0.7 NNE, IL US",16.0,",N",11.0,",N",2.0,",N",,,,,20130527.0,",,N",,,95.8,",,N,27,",245.3,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5935,US1ILRI0015,2015-06,41.506704,-90.567452,176.2,"ROCK ISLAND 2.3 NNE, IL US",16.0,"4,N",14.0,"4,N",3.0,"4,N",,,,,20150612.0,",4,N",,,43.2,"4,,N,12,",275.1,"1,a,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5936,US1ILRI0017,2016-05,41.33501,-90.646977,246.6,"MILAN 8.8 SSW, IL US",14.0,",N",9.0,",N",1.0,",N",,,,,20160510.0,",,N",,,29.0,",,N,10,",100.2,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5937,US1ILRI0018,2016-07,41.4885215759277,-90.5083618164063,222.5,"MOLINE 1.0 WNW, IL US",14.0,"3,N",9.0,"3,N",3.0,"3,N",,,,,20160706.0,",3,N",,,83.8,"3,,N,06,",225.7,",a,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5938,US1ILRI0021,2018-06,41.4041,-90.56241,228.9,"MILAN 2.8 S, IL US",11.0,"4,N",7.0,"4,N",2.0,"4,N",,,,,20180621.0,",4,N",,,61.7,"4,,N,21,",173.9,"4,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5939,US1ILRI0022,2018-06,41.340325,-91.007674,177.1,"ILLINOIS CITY 6.7 SW, IL US",9.0,"2,N",7.0,"2,N",2.0,"2,N",,,,,20180621.0,",2,N",,,35.6,"2,,N,21,",130.6,",a,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5940,US1ILRI0023,2020-05,41.4942,-90.531578,211.5,"ROCK ISLAND 2.9 ENE, IL US",13.0,",N",8.0,",N",1.0,",N",0.0,"3,N",20200531.0,"+,3,N",20200515.0,",,N",0.0,"3,,N,31,+",26.2,",,N,15,",115.6,",,,N",0.0,"3,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5941,US1ILRI0024,2021-04,41.40313,-90.666619,232.3,"TAYLOR RIDGE 1.1 N, IL US",6.0,",N",4.0,",N",1.0,",N",,,,,20210411.0,",,N",,,64.3,",,N,11,",91.5,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5942,US1ILSC0001,2007-01,38.50669,-89.8148,128.9,"MASCOUTAH 0.5 WSW, IL US",9.0,",N",6.0,",N",1.0,",N",0.0,",N",20070121.0,",,N",20070113.0,",,N",0.0,",T,N,21,",51.6,",,N,13,",102.1,",,,N",0.0,",T,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5943,US1ILSC0003,2007-01,38.509621,-89.971091,157.9,"BELLEVILLE 2.2 SE, IL US",8.0,",N",6.0,",N",1.0,",N",0.0,",N",20070131.0,"+,,N",20070113.0,",,N",0.0,",,N,31,+",49.5,",,N,13,",98.3,",,,N",0.0,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5944,US1ILSC0006,2007-07,38.408514,-89.880353,128.9,"FREEBURG 2.0 SE, IL US",4.0,"1,N",2.0,"1,N",0.0,"1,N",0.0,"1,N",20070731.0,"+,1,N",20070720.0,",1,N",0.0,"1,,N,31,+",5.8,"1,,N,20,",12.4,"1,,,N",0.0,"1,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5945,US1ILSC0007,2007-06,38.619694,-89.88463,153.0,"O FALLON 2.5 NE, IL US",9.0,"2,N",4.0,"2,N",0.0,"2,N",0.0,"2,N",20070630.0,"+,2,N",20070624.0,",2,N",0.0,"2,,N,30,+",23.9,"2,,N,24,",62.8,"2,,,N",0.0,"2,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5946,US1ILSC0009,2008-01,38.5524,-90.0805,168.9,"BELLEVILLE 4.5 WNW, IL US",6.0,"2,N",3.0,"2,N",1.0,"2,N",0.0,"2,N",20080130.0,"+,2,N",20080108.0,",2,N",0.0,"2,T,N,30,+",45.2,"2,,N,08,",62.8,"2,,,N",0.0,"2,T,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5947,US1ILSC0011,2009-06,38.5735,-90.066,184.1,"CENTREVILLE 1.9 E, IL US",11.0,",N",7.0,",N",2.0,",N",,,,,20090616.0,",,N",,,52.1,",,N,16,",156.1,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5948,US1ILSC0012,2010-04,38.489757,-89.794615,130.5,"MASCOUTAH 1.5 SSE, IL US",7.0,",N",6.0,",N",0.0,",N",,,,,20100403.0,",,N",,,15.2,",,N,03,",51.6,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5949,US1ILSC0013,2010-04,38.512239,-89.953925,151.5,"BELLEVILLE 2.9 ESE, IL US",9.0,"3,N",6.0,"3,N",0.0,"3,N",,,,,20100403.0,",3,N",,,20.3,"3,,N,03,",67.6,"3,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5950,US1ILSC0016,2011-10,38.6049,-89.9685,171.0,"FAIRVIEW HEIGHTS 2.0 ENE, IL US",6.0,",N",3.0,",N",1.0,",N",,,,,20111018.0,",,N",,,30.0,",,N,18,",42.2,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5951,US1ILSC0017,2012-10,38.4911766052246,-89.8194885253906,128.3,"MASCOUTAH 1.5 SSW, IL US",8.0,",N",6.0,",N",1.0,",N",,,,,20121006.0,",,N",,,34.0,",,N,06,",110.1,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5952,US1ILSC0018,2012-12,38.6549072265625,-90.0863265991211,128.0,"FAIRMONT CITY 0.9 ENE, IL US",9.0,"1,N",5.0,"1,N",0.0,"1,N",,,,,20121215.0,",1,N",,,11.7,"1,,N,15,",39.2,"1,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5953,US1ILSC0021,2013-07,38.40057,-89.8474146,135.0,"FREEBURG 3.8 ESE, IL US",,,,,,,,,,,,,,,,,128.9,"1,a,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5954,US1ILSC0023,2013-08,38.494851,-89.981112,152.7,"BELLEVILLE 2.7 SSE, IL US",5.0,",N",2.0,",N",0.0,",N",,,,,20130803.0,",,N",,,4.6,",,N,03,",9.8,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5955,US1ILSC0026,2016-04,38.4879531860352,-89.7960205078125,131.1,"MASCOUTAH 1.5 SSE, IL US",10.0,",N",8.0,",N",0.0,",N",,,,,20160427.0,",,N",,,24.6,",,N,27,",86.9,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5956,US1ILSC0027,2016-09,38.46589,-89.711299,132.6,"MASCOUTAH 5.9 ESE, IL US",8.0,",N",8.0,",N",3.0,",N",,,,,20160910.0,",,N",,,88.9,",,N,10,",211.3,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
