,STATION,DATE,LATITUDE,LONGITUDE,ELEVATION,NAME,CDSD,CDSD_ATTRIBUTES,CLDD,CLDD_ATTRIBUTES,DP01,DP01_ATTRIBUTES,DP10,DP10_ATTRIBUTES,DP1X,DP1X_ATTRIBUTES,DSND,DSND_ATTRIBUTES,DT00,DT00_ATTRIBUTES,DT32,DT32_ATTRIBUTES,DX32,DX32_ATTRIBUTES,DX70,DX70_ATTRIBUTES,DX90,DX90_ATTRIBUTES,DYNT,DYNT_ATTRIBUTES,DYSD,DYSD_ATTRIBUTES,DYXP,DYXP_ATTRIBUTES,DYXT,DYXT_ATTRIBUTES,EMNT,EMNT_ATTRIBUTES,EMSD,EMSD_ATTRIBUTES,EMXP,EMXP_ATTRIBUTES,EMXT,EMXT_ATTRIBUTES,HDSD,HDSD_ATTRIBUTES,HTDD,HTDD_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,DSNW,DSNW_ATTRIBUTES,DYFG,DYFG_ATTRIBUTES,DYSN,DYSN_ATTRIBUTES,DYTS,DYTS_ATTRIBUTES,EMSN,EMSN_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,EVAP,EVAP_ATTRIBUTES,MNPN,MNPN_ATTRIBUTES,MXPN,MXPN_ATTRIBUTES,WDMV,WDMV_ATTRIBUTES,WDFG,WDFG_ATTRIBUTES,WSFG,WSFG_ATTRIBUTES,AWND,AWND_ATTRIBUTES,DYHF,DYHF_ATTRIBUTES,WDF2,WDF2_ATTRIBUTES,WSF2,WSF2_ATTRIBUTES,PSUN,PSUN_ATTRIBUTES,TSUN,TSUN_ATTRIBUTES,WDFM,WDFM_ATTRIBUTES,WSFM,WSFM_ATTRIBUTES,WDF1,WDF1_ATTRIBUTES,WSF1,WSF1_ATTRIBUTES,WDF5,WDF5_ATTRIBUTES,WSF5,WSF5_ATTRIBUTES,ADPT,ADPT_ATTRIBUTES,ASLP,ASLP_ATTRIBUTES,ASTP,ASTP_ATTRIBUTES,AWBT,AWBT_ATTRIBUTES,RHAV,RHAV_ATTRIBUTES,RHMN,RHMN_ATTRIBUTES,RHMX,RHMX_ATTRIBUTES
3318,MXN00015142,1965-07,19.7833,-99.7167,2710.9,"SAN MARCOS TLAZALPAN, MX",,,,,22.0,",m",14.0,",m",0.0,",m",,,,,,,,,,,,,,,,,19650707.0,",,m",,,,,,,21.3,",,m,07,",,,,,,,134.7,",,,m",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3319,MXN00015145,1969-01,19.45,-98.9167,2259.8,"PLAN LAGO DE TEXCOCO, MX",0.0,,0.0,",m",3.0,",m",3.0,",m",0.0,",m",,,0.0,",m",5.0,",m",0.0,",m",22.0,",m",0.0,",m",19690107.0,",,m",,,19690115.0,",,m",19690130.0,",,m",-2.2,",m,07,",,,5.1,",,m,15,",26.7,",m,30,",,,185.0,",m",11.7,",,,m",12.37,",m",22.32,",,,m",2.41,",,,m",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3320,MXN00015146,1961-01,19.8833,-100.0333,2757.8,"PUEBLO NUEVO, MX",0.0,m,0.0,",m",5.0,",m",4.0,",m",0.0,",m",,,0.0,",m",12.0,",m",0.0,",m",0.0,",m",0.0,",m",19610102.0,",,m",,,19610120.0,",,m",19610130.0,"+,,m",-2.8,",m,02,",,,9.9,",,m,20,",20.0,",m,30,+",,,289.7,",m",25.5,",,,m",8.99,",m",17.07,",,,m",0.9,",,,m",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3321,MXN00015147,1969-01,19.3833,-99.3,2472.8,"SAN BARTOLOME, MX",,,,,1.0,",m",1.0,",m",0.0,",m",,,,,,,,,,,,,,,,,19690118.0,",,m",,,,,,,2.8,",,m,18,",,,,,,,2.8,",,,m",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3322,MXN00015148,1961-01,19.7,-99.95,2582.9,"SAN FELIPE DEL PROGRESO DGE, MX",,,,,4.0,",m",1.0,",m",0.0,",m",,,,,,,,,,,,,,,,,19610120.0,",,m",,,,,,,16.8,",,m,20,",,,,,,,18.7,",,,m",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3323,MXN00015149,1969-08,19.3833,-99.4333,2844.7,"SAN LORENZO HUITZIZILAPA, MX",,,,,24.0,",m",22.0,",m",3.0,",m",,,,,,,,,,,,,,,,,19690815.0,",,m",,,,,,,54.4,",,m,15,",,,,,,,292.0,",,,m",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3324,MXN00015150,2001-01,19.4667,-98.8667,2240.0,"SAN MATEO HUEXOTLA, MX",0.0,m,0.0,",m",1.0,",m",0.0,",m",0.0,",m",,,0.0,",m",1.0,",m",0.0,",m",29.0,",m",0.0,",m",20010131.0,",,m",,,20010109.0,",,m",20010110.0,"+,,m",0.0,",m,31,",,,1.8,",,m,09,",28.9,",m,10,+",,,146.6,",m",1.8,",,,m",13.6,",m",25.14,",,,m",2.07,",,,m",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3325,MXN00015151,2002-01,19.7833,-99.0833,2249.7,"ZUMPANGO, MX",0.0,m,0.0,",m",2.0,",m",1.0,",m",0.0,",m",,,0.0,",m",7.0,",m",0.0,",m",24.0,",m",0.0,",m",20020115.0,",,m",,,20020113.0,",,m",20020118.0,",,m",-3.3,",m,15,",,,7.9,",,m,13,",25.0,",m,18,",,,206.9,",m",9.7,",,,m",11.66,",m",21.9,",,,m",1.42,",,,m",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3326,MXN00015156,1961-01,19.8333,-99.2667,2287.8,"SAN MIGUEL JAGEYES, MX",,,,,3.0,",m",1.0,",m",0.0,",m",,,,,,,,,,,,,,,,,19610111.0,",,m",,,,,,,5.1,",,m,11,",,,,,,,6.9,",,,m",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3327,MXN00015158,1965-08,19.6667,-99.8167,2551.8,"SAN PEDRO DE LOS BAOS, MX",,,,,26.0,",m",19.0,",m",3.0,",m",,,,,,,,,,,,,,,,,19650801.0,",,m",,,,,,,45.0,",,m,01,",,,,,,,281.4,",,,m",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3328,MXN00015159,1966-09,18.6667,-100.1833,1072.0,"SANTIAGO AMATEPEC, MX",,,,,13.0,",m",10.0,",m",0.0,",m",,,,,,,,,,,,,,,,,19660913.0,",,m",,,,,,,21.8,",,m,13,",,,,,,,106.4,",,,m",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3329,MXN00015160,1969-09,19.4,-99.9333,2769.7,"SANTIAGO DEL MONTE, MX",,,,,13.0,",m",13.0,",m",2.0,",m",,,,,,,,,,,,,,,,,19690901.0,",,m",,,,,,,55.9,",,m,01,",,,,,,,188.3,",,,m",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3330,MXN00015161,1969-01,18.75,-99.8833,2523.7,"SULTEPEC CFE, MX",,,,,0.0,",m",0.0,",m",0.0,",m",,,,,,,,,,,,,,,,,19690131.0,"+,,m",,,,,,,0.0,",,m,31,+",,,,,,,0.0,",,,m",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3331,MXN00015162,1961-01,18.7833,-99.95,1916.9,"SULTEPEC, MX",,,,,0.0,",m",0.0,",m",0.0,",m",,,,,,,,,,,,,,,,,19610131.0,"+,,m",,,,,,,0.0,",,m,31,+",,,,,,,0.0,",,,m",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3332,MXN00015163,1961-01,19.5167,-98.8833,2254.9,"TEXCOCO SMN, MX",0.0,m,0.0,",m",3.0,",m",1.0,",m",0.0,",m",,,0.0,",m",0.0,",m",0.0,",m",29.0,",m",0.0,",m",19610104.0,"+,,m",,,19610120.0,",,m",19610128.0,"+,,m",1.7,",m,04,+",,,2.8,",,m,20,",28.9,",m,28,+",,,112.9,",m",4.4,",,,m",14.69,",m",25.11,",,,m",4.27,",,,m",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3333,MXN00015164,1961-01,19.2833,-99.6167,2637.7,"TOLUCA DGE, MX",,,,,1.0,",m",0.0,",m",0.0,",m",,,,,,,,,,,,,,,,,19610105.0,",,m",,,,,,,1.5,",,m,05,",,,,,,,1.5,",,,m",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3334,MXN00015165,1961-01,19.1833,-100.1167,1948.0,"VALLE DEL BRAVO, MX",0.0,m,0.0,",m",2.0,",m",1.0,",m",0.0,",m",,,0.0,",m",0.0,",m",0.0,",m",29.0,",m",0.0,",m",19610102.0,"+,,m",,,19610120.0,",,m",19610131.0,"+,,m",2.8,",m,02,+",,,10.9,",,m,20,",25.6,",m,31,+",,,94.2,",m",12.7,",,,m",15.29,",m",23.78,",,,m",6.81,",,,m",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3335,MXN00015166,1962-04,18.8667,-99.7833,1891.0,"CERCADA NORTE, MX",,,43.0,",m",4.0,",m",4.0,",m",1.0,",m",,,0.0,",m",0.0,",m",0.0,",m",24.0,",m",0.0,",m",19620420.0,"+,,m",,,19620413.0,",,m",19620430.0,"+,,m",8.9,",m,20,+",,,26.7,",,m,13,",30.6,",m,30,+",,,21.5,",m",53.3,",,,m",19.05,",m",26.81,",,,m",11.29,",,,m",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3336,MXN00015167,1961-01,19.4333,-98.9,2255.8,"EL TEJOCOTE, MX",0.0,m,0.0,",m",3.0,",m",0.0,",m",0.0,",m",,,0.0,",m",7.0,",m",0.0,",m",14.0,",m",0.0,",m",19610130.0,"+,,m",,,19610120.0,",,m",19610129.0,",,m",-1.1,",m,30,+",,,2.3,",,m,20,",23.9,",m,29,",,,220.8,",m",4.9,",,,m",11.21,",m",20.86,",,,m",1.56,",,,m",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3337,MXN00015170,1952-01,19.4833,-98.8833,2249.7,"CHAPINGO DGE, MX",0.0,m,0.0,",m",1.0,",m",1.0,",m",0.0,",m",,,0.0,",m",10.0,",m",0.0,",m",30.0,",m",0.0,",m",19520118.0,",,m",,,19520131.0,",,m",19520120.0,",,m",-2.2,",m,18,",,,11.4,",,m,31,",30.0,",m,20,",,,157.3,",m",11.4,",,,m",13.26,",m",25.64,",,,m",0.88,",,,m",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3338,MXN00015173,1969-06,18.9333,-99.3167,2231.7,"AHUATENCO, MX",,,76.0,",m",12.0,",m",12.0,",m",1.0,",m",,,0.0,",m",0.0,",m",0.0,",m",29.0,",m",0.0,",m",19690616.0,"+,,m",,,19690619.0,",,m",19690616.0,"+,,m",13.9,",m,16,+",,,29.0,",,m,19,",30.6,",m,16,+",,,0.8,",m",137.6,",,,m",20.84,",m",26.47,",,,m",15.21,",,,m",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3339,MXN00015174,1964-06,19.2833,-99.9167,2999.8,"PALO MANCORNADO, MX",,,,,18.0,",m",18.0,",m",2.0,",m",,,,,,,,,,,,,,,,,19640613.0,",,m",,,,,,,79.8,",,m,13,",,,,,,,302.4,",,,m",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3340,MXN00015176,1938-07,19.1667,-99.5,2621.9,"ALMOLOYA DEL RIO SMN, MX",,,,,23.0,",m",18.0,",m",0.0,",m",,,,,,,,,,,,,,,,,19380703.0,",,m",,,,,,,15.5,",,m,03,",,,,,,,143.4,",,,m",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3341,MXN00015177,1961-01,19.0,-100.2833,1101.9,"ACATITLAN CFE, MX",106.7,m,106.7,",m",1.0,",m",0.0,",m",0.0,",m",,,0.0,",m",0.0,",m",0.0,",m",31.0,",m",0.0,",m",19610128.0,"+,,m",,,19610120.0,",,m",19610131.0,"+,,m",12.8,",m,28,+",,,1.5,",,m,20,",30.6,",m,31,+",,,0.0,",m",1.5,",,,m",21.77,",m",29.22,",,,m",14.33,",,,m",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3342,MXN00015178,1973-03,19.1667,-100.2333,1376.8,"IXTAPANTONGO, MX",,,,,0.0,",m",0.0,",m",0.0,",m",,,,,,,,,,,,,,,,,19730331.0,"+,,m",,,,,,,0.0,",,m,31,+",,,,,,,0.0,",,,m",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3343,MXN00015180,1978-11,18.8333,-99.65,1843.7,"LAS ANIMAS, MX",,,2.0,",m",5.0,",m",3.0,",m",0.0,",m",,,0.0,",m",0.0,",m",0.0,",m",30.0,",m",0.0,",m",19781130.0,"+,,m",,,19781115.0,",,m",19781130.0,",,m",7.8,",m,30,+",,,6.6,",,m,15,",26.1,",m,30,",,,30.1,",m",14.3,",,,m",17.4,",m",24.73,",,,m",10.06,",,,m",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3344,MXN00015183,1971-10,19.8,-100.1167,2730.7,"EL ORO, MX",,,0.0,",m",11.0,",m",8.0,",m",1.0,",m",,,0.0,",m",0.0,",m",0.0,",m",1.0,",m",0.0,",m",19711031.0,"+,,m",,,19711013.0,",,m",19711026.0,",,m",1.7,",m,31,+",,,25.9,",,m,13,",25.6,",m,26,",,,185.0,",m",95.0,",,,m",12.36,",m",18.98,",,,m",5.75,",,,m",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3345,MXN00015184,1972-02,18.9667,-99.65,2199.7,"EL ISLOTE, MX",,,0.0,",m",1.0,",m",1.0,",m",0.0,",m",,,0.0,",m",2.0,",m",0.0,",m",29.0,",m",0.0,",m",19720219.0,",,m",,,19720206.0,",,m",19720229.0,"+,,m",-0.6,",m,19,",,,5.8,",,m,06,",26.7,",m,29,+",,,123.1,",m",5.8,",,,m",14.09,",m",23.97,",,,m",4.21,",,,m",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3346,MXN00015185,1973-02,20.1167,-99.7333,2493.0,"PRESA EL MOLINO, MX",,,0.0,",m",0.0,",m",0.0,",m",0.0,",m",,,0.0,",m",1.0,",m",0.0,",m",15.0,",m",0.0,",m",19730212.0,",,m",,,19730228.0,"+,,m",19730226.0,"+,,m",0.0,",m,12,",,,0.0,",,m,28,+",23.9,",m,26,+",,,165.7,",m",0.0,",,,m",12.41,",m",21.31,",,,m",3.51,",,,m",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3347,MXN00015186,1973-04,18.8667,-100.1667,1403.0,"E.T.A. 193 TEJUPILCO A 8, MX",,,,,6.0,",m",6.0,",m",0.0,",m",,,,,,,,,,,,,,,,,19730405.0,",,m",,,,,,,8.4,",,m,05,",,,,,,,30.9,",,,m",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3348,MXN00015187,1973-02,20.05,-99.6833,2639.9,"PRESA HUAPANGO, MX",,,0.0,",m",0.0,",m",0.0,",m",0.0,",m",,,0.0,",m",2.0,",m",0.0,",m",16.0,",m",0.0,",m",19730201.0,",,m",,,19730228.0,"+,,m",19730207.0,",,m",-1.1,",m,01,",,,0.0,",,m,28,+",25.0,",m,07,",,,166.6,",m",0.0,",,,m",12.38,",m",21.31,",,,m",3.46,",,,m",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3349,MXN00015188,1973-02,19.8667,-99.1667,2299.7,"LA MORA, MX",,,0.0,",m",0.0,",m",0.0,",m",0.0,",m",,,0.0,",m",7.0,",m",0.0,",m",24.0,",m",0.0,",m",19730204.0,",,m",,,19730228.0,"+,,m",19730223.0,",,m",-2.2,",m,04,",,,0.0,",,m,28,+",29.4,",m,23,",,,137.8,",m",0.0,",,,m",13.41,",m",24.51,",,,m",2.31,",,,m",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3350,MXN00015189,1973-02,20.1333,-99.9,2350.9,"LA CONCEPCION, MX",,,0.0,",m",0.0,",m",0.0,",m",0.0,",m",,,0.0,",m",10.0,",m",0.0,",m",20.0,",m",0.0,",m",19730211.0,"+,,m",,,19730228.0,"+,,m",19730228.0,",,m",-2.2,",m,11,+",,,0.0,",,m,28,+",26.1,",m,28,",,,166.3,",m",0.0,",,,m",12.39,",m",22.6,",,,m",2.19,",,,m",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3351,MXN00015190,1951-01,20.1833,-99.95,2290.0,"PRESA SAN ILDEFONSO, MX",0.0,,0.0,",m",0.0,",m",0.0,",m",0.0,",m",,,0.0,",m",1.0,",m",0.0,",m",16.0,",m",0.0,",m",19510116.0,",,m",,,19510131.0,"+,,m",19510130.0,"+,,m",-1.1,",m,16,",,,0.0,",,m,31,+",23.9,",m,30,+",,,181.9,",m",0.0,",,,m",12.47,",m",21.3,",,,m",3.64,",,,m",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3352,MXN00015191,1973-03,19.0667,-100.25,1375.0,"SAN JUAN ZACAZONAPAN, MX",,,,,0.0,",m",0.0,",m",0.0,",m",,,,,,,,,,,,,,,,,19730331.0,"+,,m",,,,,,,0.0,",,m,31,+",,,,,,,0.0,",,,m",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3353,MXN00015192,1973-02,20.2167,-99.8833,2259.8,"TAXHIE, MX",,,0.0,",m",0.0,",m",0.0,",m",0.0,",m",,,0.0,",m",8.0,",m",0.0,",m",27.0,",m",0.0,",m",19730210.0,"+,,m",,,19730228.0,"+,,m",19730206.0,",,m",-3.3,",m,10,+",,,0.0,",,m,28,+",28.9,",m,06,",,,143.4,",m",0.0,",,,m",13.21,",m",24.08,",,,m",2.34,",,,m",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3354,MXN00015193,1951-01,19.8333,-99.4,2234.8,"PRESA TAXHIMAY, MX",0.0,,0.0,",m",0.0,",m",0.0,",m",0.0,",m",,,0.0,",m",7.0,",m",0.0,",m",24.0,",m",0.0,",m",19510116.0,",,m",,,19510131.0,"+,,m",19510120.0,",,m",-3.3,",m,16,",,,0.0,",,m,31,+",26.7,",m,20,",,,188.5,",m",0.0,",,,m",12.25,",m",23.19,",,,m",1.32,",,,m",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3355,MXN00015194,1974-08,20.0333,-99.9833,2712.7,"AGOSTADERO, MX",,,1.1,",m",18.0,",m",13.0,",m",1.0,",m",,,0.0,",m",0.0,",m",0.0,",m",16.0,",m",0.0,",m",19740824.0,"+,,m",,,19740819.0,",,m",19740804.0,",,m",5.6,",m,24,+",,,35.8,",,m,19,",28.9,",m,04,",100.4,,101.4,",m",150.2,",,,m",15.1,",m",21.69,",,,m",8.51,",,,m",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3356,MXN00015195,1974-07,18.7667,-100.4167,944.0,"BEJUCOS, MX",,,,,20.0,",m",15.0,",m",6.0,",m",,,,,,,,,,,,,,,,,19740701.0,",,m",,,,,,,59.9,",,m,01,",,,,,,,333.0,",,,m",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3357,MXN00015196,1974-09,19.8167,-99.5333,2263.7,"CHAPA DE MOTA, MX",,,0.0,",m",19.0,",m",15.0,",m",0.0,",m",,,0.0,",m",0.0,",m",0.0,",m",1.0,",m",0.0,",m",19740908.0,",,m",,,19740920.0,",,m",19740929.0,",,m",1.7,",m,08,",,,20.3,",,m,20,",21.7,",m,29,",,,146.4,",m",167.4,",,,m",13.45,",m",18.94,",,,m",7.96,",,,m",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3358,MXN00015197,1974-08,19.45,-100.1833,2749.9,"CUESTA DEL CARMEN, MX",,,0.0,"1,m",23.0,"1,m",20.0,"1,m",2.0,"1,m",,,0.0,"1,m",0.0,"1,m",0.0,"1,m",0.0,"1,m",0.0,"1,m",19740823.0,"+,1,m",,,19740824.0,",1,m",19740805.0,",1,m",7.8,"1,m,23,+",,,40.9,"1,,m,24,",20.6,"1,m,05,",,,156.0,"1,m",236.2,"1,,,m",13.13,"1,m",16.25,"1,,,m",10.02,"1,,,m",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3359,MXN00015198,1974-03,18.9,-99.5667,2329.9,"C.R.D.F. GUADALUPE VICTORIA, MX",,,0.0,",m",7.0,",m",3.0,",m",0.0,",m",,,0.0,",m",0.0,",m",0.0,",m",31.0,",m",0.0,",m",19740302.0,",,m",,,19740313.0,",,m",19740322.0,"+,,m",2.2,",m,02,",,,4.3,",,m,13,",28.9,",m,22,+",,,68.3,",m",16.6,",,,m",16.13,",m",25.87,",,,m",6.39,",,,m",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3360,MXN00015199,1974-09,19.55,-99.9333,2927.0,"MINA VIEJA, MX",,,,,19.0,"4,m",13.0,"4,m",2.0,"4,m",,,,,,,,,,,,,,,,,19740910.0,",4,m",,,,,,,32.0,"4,,m,10,",,,,,,,171.7,"4,,,m",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3361,MXN00015200,1974-08,18.5667,-100.4,647.7,"PALMAR GRANDE, MX",,,,,11.0,",m",11.0,",m",5.0,",m",,,,,,,,,,,,,,,,,19740827.0,",,m",,,,,,,119.9,",,m,27,",,,,,,,334.8,",,,m",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3362,MXN00015201,1974-07,19.4167,-99.6,2582.9,"TROJES, MX",,,,,21.0,",m",12.0,",m",1.0,",m",,,,,,,,,,,,,,,,,19740705.0,",,m",,,,,,,27.4,",,m,05,",,,,,,,130.1,",,,m",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3363,MXN00015203,1975-07,19.3333,-99.6833,2629.8,"CALIXTLAHUACA, MX",,,,,19.0,",m",15.0,",m",1.0,",m",,,,,,,,,,,,,,,,,19750716.0,",,m",,,,,,,27.9,",,m,16,",,,,,,,168.9,",,,m",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3364,MXN00015205,1976-02,19.35,-99.9333,2619.8,"PRESA DOLORES, MX",,,0.0,",m",0.0,",m",0.0,",m",0.0,",m",,,0.0,",m",6.0,",m",0.0,",m",4.0,",m",0.0,",m",19760228.0,"+,,m",,,19760229.0,"+,,m",19760211.0,",,m",0.0,",m,28,+",,,0.0,",,m,29,+",23.3,",m,11,",,,238.6,",m",0.0,",,,m",10.11,",m",19.14,",,,m",1.07,",,,m",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3365,MXN00015206,1976-02,19.7833,-100.0833,2721.9,"EL GUARDA, MX",,,0.0,",m",1.0,",m",0.0,",m",0.0,",m",,,0.0,",m",10.0,",m",0.0,",m",0.0,",m",0.0,",m",19760208.0,",,m",,,19760205.0,",,m",19760226.0,"+,,m",-5.0,",m,08,",,,1.3,",,m,05,",18.9,",m,26,+",,,281.9,",m",1.3,",,,m",8.61,",m",16.53,",,,m",0.69,",,,m",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3366,MXN00015207,1976-02,19.2667,-99.75,2801.7,"EL MOLINO II, MX",,,0.0,",m",1.0,",m",1.0,",m",0.0,",m",,,0.0,",m",14.0,",m",0.0,",m",3.0,",m",0.0,",m",19760228.0,"+,,m",,,19760201.0,",,m",19760212.0,"+,,m",-4.4,",m,28,+",,,3.8,",,m,01,",21.7,",m,12,+",,,269.0,",m",3.8,",,,m",9.06,",m",18.37,",,,m",-0.26,",,,m",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3367,MXN00015208,1976-02,19.7,-99.8167,2537.8,"POZO CUATRO, MX",,,0.0,",m",1.0,",m",0.0,",m",0.0,",m",,,0.0,",m",1.0,",m",0.0,",m",11.0,",m",0.0,",m",19760225.0,",,m",,,19760202.0,",,m",19760206.0,",,m",0.0,",m,25,",,,1.8,",,m,02,",25.0,",m,06,",,,218.9,",m",1.8,",,,m",10.78,",m",20.36,",,,m",1.21,",,,m",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
