,STATION,DATE,LATITUDE,LONGITUDE,ELEVATION,NAME,DP01,DP01_ATTRIBUTES,DP10,DP10_ATTRIBUTES,DP1X,DP1X_ATTRIBUTES,DYXP,DYXP_ATTRIBUTES,EMXP,EMXP_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,DT00,DT00_ATTRIBUTES,DT32,DT32_ATTRIBUTES,DYNT,DYNT_ATTRIBUTES,EMNT,EMNT_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,CLDD,CLDD_ATTRIBUTES,DX32,DX32_ATTRIBUTES,DX70,DX70_ATTRIBUTES,DX90,DX90_ATTRIBUTES,DYXT,DYXT_ATTRIBUTES,EMXT,EMXT_ATTRIBUTES,HTDD,HTDD_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,HDSD,HDSD_ATTRIBUTES,CDSD,CDSD_ATTRIBUTES,DSNW,DSNW_ATTRIBUTES,DYFG,DYFG_ATTRIBUTES,DYSN,DYSN_ATTRIBUTES,EMSN,EMSN_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,DSND,DSND_ATTRIBUTES,DYSD,DYSD_ATTRIBUTES,EMSD,EMSD_ATTRIBUTES,WDFG,WDFG_ATTRIBUTES,WSFG,WSFG_ATTRIBUTES,DYTS,DYTS_ATTRIBUTES
6002,CA003016960,1913-03,51.7,-111.1167,793.0,"WASTINA HEMARUKA, AB CA",,,,,,,,,,,,,14.0,",C",31.0,",C",19130301.0,",,C",-31.7,",C,01,",-15.43,",,,C",0.0,",C",17.0,",C",0.0,",C",0.0,",C",19130307.0,",,C",12.8,",C,07,",857.7,",C",-9.33,",C",-3.24,",,,C",,,,,,,,,,,,,,,,,,,,,,,,,,
6003,CA003016965,1978-01,51.6667,-111.1167,762.0,"WASTINA YOUNGSTOWN, AB CA",2.0,"4,C",0.0,"4,C",0.0,"4,C",19780102.0,",4,C",1.8,"4,,C,02,",2.6,"4,,,C",27.0,",C",31.0,",C",19780130.0,",,C",-37.0,",C,30,",-25.53,",,,C",0.0,"1,C",30.0,"1,C",0.0,"1,C",0.0,"1,C",19780122.0,",1,C",-0.5,"1,C,22,",1149.7,"1,C",-19.94,"1,C",-14.35,"1,,,C",,,0.0,C,0.0,"4,C",,,19780102.0,",4,C",18.0,"4,,C,02,",26.0,"4,,,C",,,,,,,,,,,,
6004,CA003016GF0,1980-11,53.5,-112.1,639.0,"VEGREVILLE, AB CA",3.0,",C",1.0,",C",0.0,",C",19801106.0,",,C",5.0,",,C,06,",6.5,",,,C",1.0,",C",30.0,",C",19801130.0,",,C",-19.5,",C,30,",-5.8,",,,C",0.0,",C",5.0,",C",0.0,",C",0.0,",C",19801104.0,",,C",16.0,",C,04,",581.5,",C",-1.05,",C",3.7,",,,C",,,,,0.0,",C",,,19801109.0,",,C",6.0,",,C,09,",11.0,",,,C",0.0,",C",19801110.0,",,C",10.0,",,C,10,",,,,,,
6005,CA003017257,1961-07,52.95,-113.9833,853.0,"WESTEROSE, AB CA",9.0,",C",7.0,",C",1.0,",C",19610723.0,",,C",32.5,",,C,23,",70.9,",,,C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,",C",,,19610731.0,"+,,C",0.0,",,C,31,+",0.0,",,,C",,,,,,,,,,,,
6006,CA003017258,1980-08,52.95,-114.0167,878.0,"WESTEROSE 2, AB CA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,",C",,,19800831.0,"+,,C",0.0,",,C,31,+",0.0,",,,C",,,,,,,,,,,,
6007,CA003017280,1902-11,52.9667,-113.3333,756.0,"WETASKIWIN, AB CA",8.0,",C",4.0,",C",0.0,",C",19021127.0,",,C",10.2,",,C,27,",30.9,",,,C",8.0,",C",29.0,",C",19021108.0,",,C",-28.9,",C,08,",-11.75,",,,C",0.0,",C",18.0,",C",0.0,",C",0.0,",C",19021127.0,"+,,C",5.6,",C,27,+",760.8,",C",-7.03,",C",-2.31,",,,C",,,,,4.0,",C",,,19021127.0,",,C",102.0,",,C,27,",309.0,",,,C",,,,,,,,,,,,
6008,CA003017282,2007-09,52.9833,-113.45,774.0,"WETASKIWIN AGCM, AB CA",14.0,"3,C",6.0,"3,C",0.0,"3,C",20070901.0,",3,C",16.1,"3,,C,01,",55.5,"3,,,C",0.0,"3,C",9.0,"3,C",20070924.0,",3,C",-6.0,"3,C,24,",1.56,"3,,,C",0.0,"3,C",0.0,"3,C",5.0,"3,C",0.0,"3,C",20070915.0,",3,C",24.7,"3,C,15,",243.5,"3,C",9.31,"3,C",17.07,"3,,,C",,,,,,,,,,,,,,,0.0,"3,",20070930.0,"+,3,C",0.0,"3,,C,30,+",,,,,,
6009,CA003017286,1985-08,52.6333,-113.3833,762.0,"WETASKIWIN SOUTH, AB CA",10.0,"2,C",6.0,"2,C",1.0,"2,C",19850807.0,",2,C",30.0,"2,,C,07,",97.4,",a,,C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,",C",,,19850831.0,"+,,C",0.0,",,C,31,+",0.0,",,,C",0.0,",C",19850831.0,"+,,C",0.0,",,C,31,+",,,,,,
6010,CA003017595,1970-06,52.95,-114.5833,910.0,"WINFIELD, AB CA",11.0,",C",7.0,",C",1.0,",C",19700630.0,",,C",25.9,",,C,30,",94.0,",,,C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,",C",,,19700630.0,"+,,C",0.0,",,C,30,+",0.0,",,,C",,,,,,,,,,,,
6011,CA003017606,1991-01,53.5333,-113.8167,701.0,"WINTERBURN KOZAK, AB CA",7.0,",C",1.0,",C",0.0,",C",19910126.0,",,C",9.0,",,C,26,",14.6,",,,C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,",C",,,19910126.0,",,C",90.0,",,C,26,",146.0,",,,C",31.0,",C",19910131.0,"+,,C",340.0,",,C,31,+",,,,,,
6012,CA003017665,1989-05,53.8167,-112.4833,652.0,"WOSTOK, AB CA",10.0,"5,C",5.0,"5,C",1.0,"5,C",19890518.0,",5,C",33.3,"5,,C,18,",61.9,"3,a,,C",0.0,"4,C",5.0,"4,C",19890523.0,"+,4,C",-1.0,"4,C,23,+",3.8,"4,,,C",0.2,"5,C",0.0,"3,C",9.0,"3,C",0.0,"3,C",19890510.0,",3,C",27.0,"3,C,10,",194.1,"3,C",10.79,"5,C",17.79,"3,,,C",,,,,0.0,",C",,,19890531.0,"+,,C",0.0,",,C,31,+",0.0,",,,C",0.0,",C",19890531.0,"+,,C",0.0,",,C,31,+",,,,,,
6013,CA003017685,1963-06,53.0167,-114.3167,869.0,"YEOFORD, AB CA",12.0,",C",6.0,",C",0.0,",C",19630621.0,",,C",9.4,",,C,21,",43.8,",,,C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,",C",,,19630630.0,"+,,C",0.0,",,C,30,+",0.0,",,,C",,,,,,,,,,,,
6014,CA003017700,1918-09,51.4167,-111.4,775.0,"YOUNGSTOWN, AB CA",1.0,",C",1.0,",C",0.0,",C",19180924.0,",,C",6.4,",,C,24,",6.4,",,,C",0.0,"5,C",12.0,"5,C",19180916.0,",5,C",-6.7,"5,C,16,",0.44,"5,,,C",0.0,"5,C",0.0,"5,C",12.0,"5,C",0.0,"5,C",19180907.0,",5,C",29.5,"5,C,07,",215.3,"5,C",9.72,"5,C",19.0,"5,,,C",,,,,0.0,",C",,,19180930.0,"+,,C",0.0,",,C,30,+",0.0,",,,C",,,,,,,,,,,,
6015,CA00301A001,1997-04,53.55,-114.1167,766.0,"EDMONTON STONY PLAIN CS, AB CA",6.0,",C",1.0,",C",1.0,",C",19970420.0,",,C",26.4,",,C,20,",33.4,",,,C",0.0,",C",17.0,",C",19970407.0,",,C",-15.4,",C,07,",-3.39,",,,C",0.0,",C",6.0,",C",0.0,",C",0.0,",C",19970416.0,",,C",20.3,",C,16,",483.9,",C",2.2,",C",7.79,",,,C",,,,,0.0,",C",,,19970403.0,",,C",14.0,",,C,03,",24.0,",,,C",0.0,",C",19970405.0,"+,,C",20.0,",,C,05,+",,,,,,
6016,CA00301A005,1999-09,53.35,-113.0833,776.0,"EDMONTON TIEBEKE ESTATES, AB CA",7.0,",C",2.0,",C",0.0,",C",19990901.0,",,C",6.6,",,C,01,",18.9,",,,C",0.0,",C",4.0,",C",19990930.0,",,C",-5.5,",C,30,",3.5,",,,C",0.0,",C",0.0,",C",8.0,",C",0.0,",C",19990920.0,",,C",25.5,",C,20,",244.0,",C",10.2,",C",16.9,",,,C",,,,,0.0,",C",,,19990930.0,"+,,C",0.0,",,C,30,+",0.0,",,,C",0.0,",C",19990930.0,"+,,C",0.0,",,C,30,+",,,,,,
6017,CA00301A011,2000-05,51.6667,-110.2667,692.0,"ESTHER PRATT, AB CA",3.0,"2,C",1.0,"2,C",0.0,"2,C",20000517.0,",2,C",3.6,"2,,C,17,",6.6,"2,,,C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,",C",,,20000531.0,"+,,C",0.0,",,C,31,+",0.0,",,,C",0.0,",C",20000531.0,"+,,C",0.0,",,C,31,+",,,,,,
6018,CA00301AR54,1908-02,52.8667,-112.2833,689.0,"DAYSLAND, AB CA",6.0,",C",5.0,",C",0.0,",C",19080206.0,",,C",8.4,",,C,06,",28.6,",,,C",18.0,",C",29.0,",C",19080201.0,",,C",-31.1,",C,01,",-17.57,",,,C",0.0,",C",25.0,",C",0.0,",C",0.0,",C",19080222.0,",,C",6.1,",C,22,",877.4,",C",-11.92,",C",-6.27,",,,C",,,,,5.0,",C",,,19080206.0,",,C",84.0,",,C,06,",286.0,",,,C",,,,,,,,,,,,
6019,CA00301B460,1993-07,51.6667,-110.2,707.0,"ESTHER 1, AB CA",14.0,"4,C",9.0,"4,C",0.0,"4,C",19930715.0,",4,C",25.0,"4,,C,15,",84.2,"4,,,C",0.0,"4,C",0.0,"4,C",19930714.0,"+,4,C",5.0,"4,C,14,+",10.16,"4,,,C",10.3,"4,C",0.0,"4,C",13.0,"4,C",0.0,"4,C",19930729.0,",4,C",32.0,"4,C,29,",76.9,"4,C",15.87,"4,C",21.57,"4,,,C",76.9,C,,,,,,,,,,,,,,,,,,,,,,,,
6020,CA00301B6L0,1987-05,52.15,-111.7333,838.0,"FLEET, AB CA",4.0,",C",4.0,",C",0.0,",C",19870527.0,",,C",11.0,",,C,27,",27.0,",,,C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,",C",,,19870519.0,",,C",0.0,",T,C,19,",0.0,",T,,C",0.0,",C",19870531.0,"+,,C",0.0,",,C,31,+",,,,,,
6021,CA00301B8LR,1987-05,53.2,-110.15,640.0,"GOLDEN VALLEY, AB CA",5.0,",C",4.0,",C",0.0,",C",19870531.0,",,C",7.2,",,C,31,",24.8,",,,C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,",C",,,19870531.0,"+,,C",0.0,",,C,31,+",0.0,",,,C",0.0,",C",19870531.0,"+,,C",0.0,",,C,31,+",,,,,,
6022,CA00301C3D4,1980-11,52.4,-115.2,1036.0,"HORBURG, AB CA",6.0,",C",4.0,",C",0.0,",C",19801129.0,",,C",10.6,",,C,29,",22.2,",,,C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,",C",,,19801129.0,",,C",106.0,",,C,29,",222.0,",,,C",9.0,",C",19801130.0,",,C",120.0,",,C,30,",,,,,,
6023,CA00301FFNJ,1986-10,53.5167,-113.5333,668.0,"UNIVERSITY OF ALBERTA METABOLI, AB CA",,,,,,,,,,,,,0.0,",C",18.0,",C",19861031.0,",,C",-9.0,",C,31,",0.13,",,,C",0.0,",C",2.0,",C",1.0,",C",0.0,",C",19861015.0,",,C",23.0,",C,15,",365.6,",C",6.54,",C",12.95,",,,C",,,,,,,,,,,,,,,0.0,"3,C",19861031.0,"+,3,C",0.0,"3,,C,31,+",,,,,,
6024,CA00301GK5H,1993-08,54.15,-113.85,652.0,"WESTLOCK LITKE, AB CA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,",C",,,19930831.0,"+,,C",0.0,",,C,31,+",0.0,",,,C",,,,,,,,,,,,
6025,CA00301KF03,1987-06,53.55,-114.6333,732.0,"FALLIS, AB CA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,",C",19870630.0,"+,,C",0.0,",,C,30,+",,,,,,
6026,CA00301KKRR,1986-08,54.4833,-112.95,664.0,"ELLSCOTT, AB CA",3.0,",C",2.0,",C",0.0,",C",19860803.0,",,C",10.8,",,C,03,",14.7,",,,C",0.0,",C",1.0,",C",19860831.0,",,C",-0.5,",C,31,",7.39,",,,C",0.9,",C",0.0,",C",18.0,",C",0.0,",C",19860828.0,",,C",28.5,",C,28,",114.5,",C",14.67,",C",21.95,",,,C",,,,,0.0,",C",,,19860831.0,"+,,C",0.0,",,C,31,+",0.0,",,,C",0.0,",C",19860831.0,"+,,C",0.0,",,C,31,+",,,,,,
6027,CA00301N49A,1990-07,54.0,-113.1833,617.0,"REDWATER, AB CA",11.0,",C",7.0,",C",1.0,",C",19900702.0,",,C",61.6,",,C,02,",95.6,",,,C",0.0,"2,C",0.0,"2,C",19900729.0,"+,2,C",3.0,"2,C,29,+",8.28,"2,,,C",9.4,"2,C",0.0,",C",22.0,",C",0.0,",C",19900712.0,",,C",30.5,",C,12,",88.5,",C",15.58,"2,C",22.89,",,,C",88.5,C,,,0.0,",C",,,19900731.0,"+,,C",0.0,",,C,31,+",0.0,",,,C",0.0,",C",19900731.0,"+,,C",0.0,",,C,31,+",,,,,,
6028,CA00301NDR1,1989-12,52.4167,-112.5667,783.0,"RED WILLOW, AB CA",8.0,",C",4.0,",C",0.0,",C",19891214.0,",,C",9.0,",,C,14,",31.0,",,,C",8.0,",C",31.0,",C",19891221.0,",,C",-42.0,",C,21,",-14.02,",,,C",0.0,",C",15.0,",C",0.0,",C",0.0,",C",19891223.0,",,C",8.0,",C,23,",833.3,",C",-8.55,",C",-3.08,",,,C",,,,,4.0,",C",,,19891214.0,",,C",90.0,",,C,14,",310.0,",,,C",31.0,",C",19891219.0,"+,,C",310.0,",,C,19,+",,,,,,
6029,CA00301R001,1997-10,53.8333,-113.1167,627.0,"REDWATER SOUTH, AB CA",7.0,",C",5.0,",C",0.0,",C",19971022.0,",,C",16.2,",,C,22,",35.8,",,,C",0.0,",C",25.0,",C",19971013.0,",,C",-10.5,",C,13,",-2.13,",,,C",0.0,",C",1.0,",C",0.0,",C",0.0,",C",19971016.0,",,C",20.0,",C,16,",474.9,",C",3.01,",C",8.16,",,,C",,,,,3.0,",C",,,19971023.0,",,C",54.0,",,C,23,",138.0,",,,C",,,,,,,,,,,,
6030,CA00301S001,1995-11,52.8333,-111.1,686.0,"WAINWRIGHT CFB AIRFIELD 21, AB CA",,,,,,,,,,,,,4.0,"4,C",26.0,"4,C",19951110.0,",4,C",-26.9,"4,C,10,",-12.89,"4,,,C",0.0,"4,C",18.0,"2,C",0.0,"2,C",0.0,"2,C",19951118.0,",2,C",8.0,"2,C,18,",707.6,"2,C",-8.87,"4,C",-4.84,"2,,,C",,,,,,,,,,,,,,,,,,,,,,,,,,
6031,CA003020018,1980-08,51.1833,-110.2333,732.0,"ACADIA VALLEY, AB CA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,",C",,,19800831.0,"+,,C",0.0,",,C,31,+",0.0,",,,C",,,,,,,,,,,,
6032,CA003020020,1954-01,51.0833,-110.2833,713.0,"ACADIA VALLEY EXPERIMENTAL ST, AB CA",2.0,",C",2.0,",C",0.0,",C",19540107.0,",,C",12.7,",,C,07,",15.2,",,,C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,",C",,,19540107.0,",,C",127.0,",,C,07,",152.0,",,,C",,,,,,,,,,,,
6033,CA003020025,1988-06,51.2,-110.1667,744.0,"ACADIA VALLEY MACTAVISH, AB CA",4.0,",C",3.0,",C",0.0,",C",19880627.0,",,C",21.2,",,C,27,",56.4,",,,C",0.0,",C",0.0,",C",19880601.0,",,C",4.5,",C,01,",12.02,",,,C",88.3,",C",0.0,",C",27.0,",C",8.0,",C",19880604.0,",,C",37.0,",C,04,",26.6,",C",20.39,",C",28.77,",,,C",,,,,0.0,",C",,,19880630.0,"+,,C",0.0,",,C,30,+",0.0,",,,C",0.0,",C",19880630.0,"+,,C",0.0,",,C,30,+",,,,,,
6034,CA003020031,1988-06,51.0333,-110.3,709.0,"ACADIA VALLEY VANDYNE, AB CA",5.0,",C",4.0,",C",0.0,",C",19880628.0,",,C",15.2,",,C,28,",32.2,",,,C",0.0,",C",0.0,",C",19880615.0,",,C",4.5,",C,15,",12.33,",,,C",97.8,",C",0.0,",C",28.0,",C",13.0,",C",19880626.0,",,C",37.0,",C,26,",24.7,",C",20.77,",C",29.2,",,,C",,,,,0.0,",C",,,19880630.0,"+,,C",0.0,",,C,30,+",0.0,",,,C",0.0,",C",19880630.0,"+,,C",0.0,",,C,30,+",,,,,,
6035,CA003020035,2009-03,51.0667,-110.3167,735.0,"ACADIA VALLEY, AB CA",,,,,,,,,,,,,7.0,"2,C",29.0,"2,C",20090311.0,",2,C",-32.7,"2,C,11,",-11.87,"2,,,C",0.0,"2,C",11.0,",C",0.0,",C",0.0,",C",20090320.0,",,C",13.3,",C,20,",688.9,",C",-5.56,"2,C",0.75,",,,C",,,,,,,,,,,,,,,,,,,,,,,,,,
6036,CA003020040,1953-01,51.5,-113.4167,905.0,"ACME CDA EPF, AB CA",7.0,",C",5.0,",C",0.0,",C",19530130.0,",,C",5.1,",,C,30,",17.7,",,,C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,",C",,,19530130.0,",,C",51.0,",,C,30,",177.0,",,,C",,,,,,,,,,,,
6037,CA003020120,1905-08,52.3833,-113.1667,788.0,"ALIX, AB CA",7.0,",C",5.0,",C",0.0,",C",19050815.0,",,C",5.1,",,C,15,",20.6,",,,C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,",C",,,19050831.0,"+,,C",0.0,",,C,31,+",0.0,",,,C",,,,,,,,,,,,
6038,CA003020121,1970-07,52.3667,-113.3,853.0,"ALIX, AB CA",7.0,",C",5.0,",C",0.0,",C",19700728.0,",,C",16.5,",,C,28,",34.5,",,,C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,",C",,,19700731.0,"+,,C",0.0,",,C,31,+",0.0,",,,C",,,,,,,,,,,,
6039,CA003020220,1957-05,51.3833,-110.0333,701.0,"ALSASK, AB CA",2.0,",C",1.0,",C",1.0,",C",19570503.0,",,C",28.4,",,C,03,",30.7,",,,C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,",C",,,19570531.0,"+,,C",0.0,",,C,31,+",0.0,",,,C",,,,,,,,,,,,
6040,CA003020250,1973-07,52.05,-113.85,945.0,"ANTLER HILL, AB CA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,",C",,,19730731.0,"+,,C",0.0,",,C,31,+",0.0,",,,C",,,,,,,,,,,,
6041,CA003020401,1982-06,50.8167,-110.95,793.0,"ATLEE, AB CA",8.0,",C",5.0,",C",0.0,",C",19820605.0,",,C",19.8,",,C,05,",51.4,",,,C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,",C",,,19820630.0,"+,,C",0.0,",,C,30,+",0.0,",,,C",0.0,",C",19820630.0,"+,,C",0.0,",,C,30,+",,,,,,
6042,CA003020405,2009-03,50.8167,-111.0,795.0,"ATLEE AGCM, AB CA",7.0,"5,C",1.0,"5,C",0.0,"5,C",20090322.0,",5,C",3.7,"5,,C,22,",9.6,"5,,,C",6.0,",C",31.0,",C",20090311.0,",,C",-31.3,",C,11,",-11.32,",,,C",0.0,",C",11.0,",C",0.0,",C",0.0,",C",20090321.0,",,C",15.2,",C,21,",732.9,",C",-5.31,",C",0.7,",,,C",,,,,,,,,,,,,,,,,,,,,,,,,,
6043,CA00302053E,1971-03,52.6,-112.9833,800.0,"BASHAW, AB CA",6.0,",C",1.0,",C",0.0,",C",19710330.0,",,C",11.9,",,C,30,",16.7,",,,C",6.0,",C",31.0,",C",19710301.0,",,C",-25.0,",C,01,",-12.65,",,,C",0.0,",C",19.0,",C",0.0,",C",0.0,",C",19710329.0,",,C",5.6,",C,29,",790.7,",C",-7.17,",C",-1.69,",,,C",,,,,1.0,",C",,,19710330.0,",,C",41.0,",,C,30,",89.0,",,,C",,,,,,,,,,,,
6044,CA003020550,1969-11,51.9,-114.8667,1158.0,"BEARBERRY, AB CA",2.0,",C",2.0,",C",0.0,",C",19691114.0,"+,,C",4.6,",,C,14,+",9.2,",,,C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,",C",,,19691114.0,"+,,C",41.0,",,C,14,+",82.0,",,,C",,,,,,,,,,,,
6045,CA003020608,1984-12,51.3833,-113.5333,916.0,"BEISEKER VILLAGE, AB CA",5.0,"2,C",3.0,"2,C",0.0,"2,C",19841224.0,",2,C",6.0,"2,,C,24,",25.5,",a,,C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,",C",,,19841224.0,",,C",60.0,",,C,24,",255.0,",a,,C",,,,,,,,,,,,
6046,CA003020610,2007-05,51.3833,-113.35,896.0,"BEISEKER AGCM, AB CA",8.0,"2,C",5.0,"2,C",1.0,"2,C",20070503.0,",2,C",25.8,"2,,C,03,",67.1,"2,,,C",0.0,"2,C",1.0,"2,C",20070506.0,",2,C",-3.0,"2,C,06,",2.91,"2,,,C",0.0,"2,C",0.0,"2,C",9.0,"2,C",0.0,"2,C",20070516.0,",2,C",26.0,"2,C,16,",239.9,"2,C",10.06,"2,C",17.21,"2,,,C",,,,,,,,,,,,,,,0.0,",",20070531.0,"+,,C",0.0,",,C,31,+",,,,,,
6047,CA003020620,1962-07,52.3,-114.2667,964.0,"BENALTO, AB CA",10.0,"5,C",6.0,"5,C",0.0,"5,C",19620726.0,",5,C",6.9,"5,,C,26,",31.0,"5,,,C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,",C",,,19620731.0,"+,,C",0.0,",,C,31,+",0.0,",,,C",,,,,,,,,,,,
6048,CA003020636,1982-06,51.0167,-111.0333,732.0,"BERRY CREEK, AB CA",9.0,"1,C",5.0,"1,C",0.0,"1,C",19820627.0,",1,C",7.4,"1,,C,27,",27.3,"1,,,C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,",C",,,19820630.0,"+,,C",0.0,",,C,30,+",0.0,",,,C",0.0,",C",19820630.0,"+,,C",0.0,",,C,30,+",,,,,,
6049,CA003020670,2002-01,51.2,-111.1167,789.0,"BIG STONE LOCKHART, AB CA",4.0,",C",1.0,",C",0.0,",C",20020127.0,",,C",3.0,",,C,27,",7.6,",,,C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,",C",,,20020127.0,",,C",30.0,",,C,27,",76.0,",,,C",,,,,,,,,,,,
6050,CA003020676,1982-06,51.1667,-111.2,774.0,"BIG STONE, AB CA",10.0,"1,C",5.0,"1,C",0.0,"1,C",19820627.0,",1,C",16.8,"1,,C,27,",43.4,"1,,,C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,",C",,,19820630.0,"+,,C",0.0,",,C,30,+",0.0,",,,C",0.0,",C",19820630.0,"+,,C",0.0,",,C,30,+",,,,,,
6051,CA003020677,1970-06,52.0333,-112.75,829.0,"BIG VALLEY, AB CA",11.0,",C",5.0,",C",3.0,",C",19700630.0,",,C",65.0,",,C,30,",152.0,",,,C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,",C",,,19700630.0,"+,,C",0.0,",,C,30,+",0.0,",,,C",,,,,,,,,,,,
6052,CA003020678,1980-11,52.0333,-112.9667,793.0,"BIG VALLEY WEST, AB CA",3.0,",C",2.0,",C",0.0,",C",19801129.0,",,C",8.0,",,C,29,",13.8,",,,C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,",C",,,19801129.0,",,C",80.0,",,C,29,",120.0,",,,C",,,,,,,,,,,,
6053,CA003020679,2007-10,52.0,-112.8,870.0,"BIG VALLEY AGCM, AB CA",,,,,,,,,,,,,0.0,"1,C",15.0,"1,C",20071027.0,",1,C",-8.2,"1,C,27,",-0.47,"1,,,C",0.0,"1,C",0.0,"1,C",2.0,"1,C",0.0,"1,C",20071024.0,",1,C",24.7,"1,C,24,",360.4,"1,C",6.32,"1,C",13.1,"1,,,C",,,,,,,,,,,,,,,,,,,,,,,,,,
6054,CA003020680,1948-06,50.6833,-110.1667,640.0,"BINDLOSS, AB CA",2.0,"2,C",2.0,"2,C",0.0,"2,C",19480608.0,",2,C",3.8,"2,,C,08,",11.2,",a,,C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,",C",,,19480630.0,"+,,C",0.0,",,C,30,+",0.0,",,,C",,,,,,,,,,,,
6055,CA003020690,1980-08,50.8833,-110.2,636.0,"BINDLOSS EAST, AB CA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,",C",,,19800831.0,"+,,C",0.0,",,C,31,+",0.0,",,,C",,,,,,,,,,,,
6056,CA003020696,1954-05,50.8667,-110.1833,642.0,"BINDLOSS EXPERIMENTAL ST, AB CA",9.0,",C",7.0,",C",0.0,",C",19540525.0,",,C",13.5,",,C,25,",56.1,",,,C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,",C",,,19540531.0,"+,,C",0.0,",,C,31,+",0.0,",,,C",,,,,,,,,,,,
6057,CA003020702,1906-11,52.7333,-113.8667,642.0,"BISMARK, AB CA",8.0,",C",4.0,",C",1.0,",C",19061115.0,",,C",47.5,",,C,15,",83.3,",,,C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,",C",,,19061115.0,",,C",475.0,",,C,15,",833.0,",,,C",,,,,,,,,,,,
6058,CA003020715,1963-06,52.7667,-114.4833,960.0,"BLINDMAN, AB CA",11.0,"1,C",7.0,"1,C",0.0,"1,C",19630609.0,",1,C",25.1,"1,,C,09,",59.8,"1,,,C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,",C",,,19630630.0,"+,,C",0.0,",,C,30,+",0.0,",,,C",,,,,,,,,,,,
6059,CA003020717,1982-06,50.9167,-111.0667,640.0,"BLOOD INDIAN CREEK, AB CA",9.0,",C",3.0,",C",0.0,",C",19820605.0,",,C",20.0,",,C,05,",39.1,",,,C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,",C",,,19820630.0,"+,,C",0.0,",,C,30,+",0.0,",,,C",0.0,",C",19820630.0,"+,,C",0.0,",,C,30,+",,,,,,
6060,CA003020730,1963-06,52.75,-114.2833,908.0,"BLUFFTON, AB CA",8.0,"1,C",7.0,"1,C",1.0,"1,C",19630609.0,",1,C",25.4,"1,,C,09,",74.7,"1,,,C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,",C",,,19630630.0,"+,,C",0.0,",,C,30,+",0.0,",,,C",,,,,,,,,,,,
6061,CA003020760,1957-01,51.9833,-114.0167,915.0,"BOWDEN, AB CA",9.0,",C",6.0,",C",0.0,",C",19570102.0,",,C",7.1,",,C,02,",24.1,",,,C",,,,,,,,,,,,,30.0,",C",0.0,",C",0.0,",C",19570117.0,",,C",2.2,",C,17,",,,,,-10.51,",,,C",,,,,6.0,",C",,,19570102.0,",,C",71.0,",,C,02,",241.0,",,,C",,,,,,,,,,,,
