,STATION,DATE,LATITUDE,LONGITUDE,ELEVATION,NAME,DP01,DP01_ATTRIBUTES,DP10,DP10_ATTRIBUTES,DP1X,DP1X_ATTRIBUTES,DSNW,DSNW_ATTRIBUTES,DYSN,DYSN_ATTRIBUTES,DYXP,DYXP_ATTRIBUTES,EMSN,EMSN_ATTRIBUTES,EMXP,EMXP_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,DSND,DSND_ATTRIBUTES,DYSD,DYSD_ATTRIBUTES,EMSD,EMSD_ATTRIBUTES,DYFG,DYFG_ATTRIBUTES,DYTS,DYTS_ATTRIBUTES
5647,US1TNDV0161,2016-11,36.051976,-86.584318,164.3,"LA VERGNE 3.7 N, TN US",3.0,",N",3.0,",N",2.0,",N",0.0,"3,N",20161130.0,"+,3,N",20161130.0,",,N",0.0,"3,,N,30,+",30.2,",,N,30,",63.0,",,,N",0.0,"3,,,N",,,,,,,,,,
5648,US1TNDV0162,2017-01,36.046452,-86.725722,203.3,"NASHVILLE 9.3 SSE, TN US",14.0,"2,N",6.0,"2,N",1.0,"2,N",,,,,20170120.0,",2,N",,,30.0,"2,,N,20,",81.3,"2,,,N",,,,,,,,,,,,
5649,US1TNDV0163,2017-04,36.088039,-86.768238,202.1,"NASHVILLE 5.2 S, TN US",13.0,",N",9.0,",N",4.0,",N",,,,,20170422.0,",,N",,,67.1,",,N,22,",214.2,",,,N",,,,,,,,,,,,
5650,US1TNDV0166,2017-05,36.23722,-86.63968,135.0,"OLD HICKORY 1.6 SSE, TN US",12.0,",N",8.0,",N",1.0,",N",,,,,20170512.0,",,N",,,53.8,",,N,12,",148.5,",,,N",,,,,,,,,,,,
5651,US1TNDV0168,2018-05,36.139675,-86.853153,143.9,"NASHVILLE 4.4 WSW, TN US",14.0,"1,N",11.0,"1,N",1.0,"1,N",,,,,20180519.0,",1,N",,,26.9,"1,,N,19,",117.8,"1,,,N",,,,,,,,,,,,
5652,US1TNDV0172,2019-12,36.1132,-86.8408,153.9,"NASHVILLE 4.7 SW, TN US",11.0,"4,N",6.0,"4,N",2.0,"4,N",,,,,20191230.0,",4,N",,,38.9,"4,,N,30,",136.9,"1,a,,N",,,,,,,,,,,,
5653,US1TNDV0175,2020-05,36.064,-86.9755,170.7,"PEGRAM 5.3 ESE, TN US",,,,,,,,,,,,,,,,,96.5,"2,a,,N",,,,,,,,,,,,
5654,US1TNDV0180,2021-03,36.08807,-86.8899,192.0,"NASHVILLE 8.2 SW, TN US",12.0,"5,N",8.0,"5,N",4.0,"5,N",,,,,20210328.0,",5,N",,,127.8,"5,,N,28,",285.9,"5,,,N",,,,,,,,,,,,
5655,US1TNDV0181,2022-06,36.158498,-86.575673,170.7,"HERMITAGE 3.7 SE, TN US",5.0,"5,N",5.0,"5,N",0.0,"5,N",,,,,20220607.0,",5,N",,,24.1,"5,,N,07,",54.1,"5,,,N",,,,,,,,,,,,
5656,US1TNDV0184,2022-09,36.174203,-86.700559,162.5,"HERMITAGE 4.6 WSW, TN US",4.0,"4,N",3.0,"4,N",0.0,"4,N",,,,,20220903.0,",4,N",,,11.9,"4,,N,03,",24.3,",a,,N",,,,,,,,,,,,
5657,US1TNDV0185,2022-09,36.05807,-86.59715,164.9,"ANTIOCH 4.2 E, TN US",6.0,",N",4.0,",N",1.0,",N",,,,,20220912.0,",,N",,,25.4,",,N,12,",64.5,",,,N",,,,,,,,,,,,
5658,US1TNDV0196,2023-05,36.1753,-86.7369,150.9,"NASHVILLE 2.7 ENE, TN US",10.0,"3,N",6.0,"3,N",1.0,"3,N",,,,,20230508.0,",3,N",,,42.9,"3,,N,08,",95.5,"3,,,N",,,,,,,,,,,,
5659,US1TNDY0001,2007-11,36.038085,-89.203204,85.0,"NEWBERN 6.5 SE, TN US",9.0,"1,N",7.0,"1,N",1.0,"1,N",0.0,"1,N",20071130.0,"+,1,N",20071122.0,",1,N",0.0,"1,,N,30,+",43.9,"1,,N,22,",90.0,"1,,,N",0.0,"1,,,N",,,,,,,,,,
5660,US1TNDY0002,2008-01,35.970896,-89.354539,93.0,"DYERSBURG 4.9 SSE, TN US",12.0,",N",5.0,",N",1.0,",N",0.0,",N",20080131.0,"+,,N",20080109.0,",,N",0.0,",,N,31,+",29.5,",,N,09,",75.6,",,,N",0.0,",,,N",,,,,,,,,,
5661,US1TNDY0004,2008-06,36.092829,-89.413475,109.1,"DYERSBURG 4.1 NNW, TN US",5.0,"3,N",4.0,"3,N",0.0,"3,N",0.0,"3,N",20080630.0,"+,3,N",20080614.0,",3,N",0.0,"3,,N,30,+",12.7,"3,,N,14,",26.4,"3,,,N",0.0,"3,,,N",,,,,,,,,,
5662,US1TNFK0001,2007-06,35.142462,-86.187005,313.9,"WINCHESTER 5.4 SW, TN US",8.0,"3,N",5.0,"3,N",1.0,"3,N",0.0,"3,N",20070630.0,"+,3,N",20070620.0,",3,N",0.0,"3,,N,30,+",38.1,"3,,N,20,",66.0,",a,,N",0.0,"3,,,N",,,,,,,,,,
5663,US1TNFK0002,2007-06,35.051719,-86.260129,281.9,"HUNTLAND 0.6 ESE, TN US",10.0,"1,N",6.0,"1,N",1.0,"1,N",0.0,"1,N",20070630.0,"+,1,N",20070620.0,",1,N",0.0,"1,,N,30,+",71.6,"1,,N,20,",119.3,"1,,,N",0.0,"1,,,N",,,,,,,,,,
5664,US1TNFK0003,2007-06,35.195933,-86.17635,305.1,"WINCHESTER 3.9 W, TN US",9.0,",N",5.0,",N",2.0,",N",0.0,",N",20070630.0,"+,,N",20070620.0,",,N",0.0,",,N,30,+",68.3,",,N,20,",123.3,",,,N",0.0,",,,N",,,,,,,,,,
5665,US1TNFK0006,2007-07,35.184,-86.136556,278.9,"WINCHESTER 1.6 W, TN US",12.0,"3,N",7.0,"3,N",0.0,"3,N",0.0,"3,N",20070731.0,"+,3,N",20070712.0,",3,N",0.0,"3,,N,31,+",19.8,"3,,N,12,",65.3,"3,,,N",0.0,"3,,,N",,,,,,,,,,
5666,US1TNFK0008,2007-09,35.068117,-86.274533,281.9,"HUNTLAND 0.9 NNW, TN US",4.0,",N",3.0,",N",0.0,",N",0.0,",N",20070930.0,"+,,N",20070915.0,",,N",0.0,",,N,30,+",21.8,",,N,15,",49.0,",,,N",0.0,",,,N",,,,,,,,,,
5667,US1TNFK0009,2008-02,35.164341,-86.145517,285.0,"WINCHESTER 2.7 SW, TN US",10.0,",N",9.0,",N",1.0,",N",0.0,",N",20080227.0,",,N",20080201.0,",,N",0.0,",T,N,27,",29.2,",,N,01,",104.2,",,,N",0.0,",T,,N",,,,,,,,,,
5668,US1TNFK0011,2008-01,35.146847,-85.874763,570.0,"SEWANEE 4.6 SE, TN US",8.0,"5,N",6.0,"5,N",0.0,"5,N",0.0,"5,N",20080117.0,",5,N",20080111.0,",5,N",10.0,"5,,N,17,",15.5,"5,,N,11,",57.6,",a,,N",10.0,"5,,,N",,,,,,,,,,
5669,US1TNFK0015,2011-02,35.188483,-86.116687,303.9,"WINCHESTER 0.5 W, TN US",10.0,",N",4.0,",N",1.0,",N",,,,,20110225.0,",,N",,,26.2,",,N,25,",49.0,",,,N",,,,,,,,,,,,
5670,US1TNFK0016,2012-03,35.11991,-86.06389,313.3,"WINCHESTER 5.4 SSE, TN US",8.0,"2,N",7.0,"2,N",2.0,"2,N",,,,,20120309.0,",2,N",,,41.4,"2,,N,09,",110.8,"2,,,N",,,,,,,,,,,,
5671,US1TNFK0019,2023-05,35.1776733,-86.2248647,300.2,"WINCHESTER 6.6 W, TN US",12.0,"1,N",11.0,"1,N",1.0,"1,N",,,,,20230508.0,",1,N",,,30.5,"1,,N,08,",102.3,"1,,,N",,,,,,,,,,,,
5672,US1TNFN0002,2007-05,36.557052,-84.977893,303.0,"BYRDSTOWN 8.7 E, TN US",5.0,"4,N",3.0,"4,N",0.0,"4,N",0.0,"3,N",20070531.0,"+,3,N",20070503.0,",4,N",0.0,"3,,N,31,+",20.3,"4,,N,03,",33.3,"4,,,N",0.0,"3,,,N",,,,,,,,,,
5673,US1TNFN0005,2007-08,36.245307,-84.934206,526.1,"JAMESTOWN 12.9 S, TN US",7.0,",N",5.0,",N",0.0,",N",0.0,",N",20070831.0,"+,,N",20070831.0,",,N",0.0,",,N,31,+",6.6,",,N,31,",22.3,",,,N",0.0,",,,N",,,,,,,,,,
5674,US1TNFN0006,2008-04,36.232533,-84.9407,522.1,"CLARKRANGE 6.0 NE, TN US",8.0,"4,N",6.0,"4,N",0.0,"4,N",0.0,"4,N",20080430.0,"+,4,N",20080428.0,",4,N",0.0,"4,,N,30,+",21.8,"4,,N,28,",46.7,"2,a,,N",0.0,"4,,,N",,,,,,,,,,
5675,US1TNFN0007,2012-12,36.400311,-84.895363,510.8,"JAMESTOWN 3.1 SE, TN US",18.0,"5,N",12.0,"5,N",1.0,"5,N",,,,,20121210.0,",5,N",,,36.3,"5,,N,10,",137.1,"5,,,N",,,,,,,,,,,,
5676,US1TNFY0001,2007-05,35.246428,-89.570168,107.0,"HICKORY WITHE 3.0 SSE, TN US",6.0,",N",4.0,",N",0.0,",N",0.0,",N",20070531.0,"+,,N",20070504.0,",,N",0.0,",,N,31,+",24.4,",,N,04,",36.4,",,,N",0.0,",,,N",,,,,,,,,,
5677,US1TNFY0002,2007-11,35.234334,-89.494929,124.1,"OAKLAND 1.3 NE, TN US",8.0,"5,N",7.0,"5,N",1.0,"5,N",0.0,"5,N",20071130.0,"+,5,N",20071114.0,",5,N",0.0,"5,,N,30,+",30.5,"5,,N,14,",89.5,"5,,,N",0.0,"5,,,N",,,,,,,,,,
5678,US1TNFY0004,2007-12,35.21324,-89.4441,129.8,"OAKLAND 4.0 E, TN US",14.0,",N",11.0,",N",0.0,",N",0.0,",N",20071231.0,"+,,N",20071216.0,",,N",0.0,",,N,31,+",23.4,",,N,16,",125.4,",,,N",0.0,",,,N",,,,,,,,,,
5679,US1TNFY0005,2011-04,35.23921,-89.32828,112.5,"SOMERVILLE 1.3 E, TN US",11.0,"4,N",10.0,"4,N",6.0,"4,N",,,,,20110427.0,",4,N",,,91.7,"4,,N,27,",363.1,"2,a,,N",,,,,,,,,,,,
5680,US1TNFY0007,2013-04,35.2433166503906,-89.3547897338867,115.5,"SOMERVILLE 0.5 NNW, TN US",12.0,"1,N",8.0,"1,N",4.0,"1,N",,,,,20130419.0,"+,1,N",,,27.9,"1,,N,19,+",142.0,"1,,,N",,,,,,,,,,,,
5681,US1TNFY0008,2012-12,35.3876152038574,-89.4779357910156,106.4,"MASON 3.7 ESE, TN US",14.0,"2,N",9.0,"2,N",1.0,"2,N",,,,,20121210.0,",2,N",,,46.2,"2,,N,10,",113.1,"2,,,N",,,,,,,,,,,,
5682,US1TNFY0009,2013-02,35.0853652954102,-89.537223815918,117.0,"ROSSVILLE 2.9 N, TN US",,,,,,,,,,,,,,,,,102.9,"5,a,,N",,,,,,,,,,,,
5683,US1TNFY0010,2013-07,34.9982147216797,-89.3341217041016,127.7,"MOSCOW 5.6 SE, TN US",9.0,"2,N",6.0,"2,N",1.0,"2,N",,,,,20130723.0,",2,N",,,25.7,"2,,N,23,",60.1,"2,,,N",,,,,,,,,,,,
5684,US1TNFY0011,2014-09,35.07197,-89.53703,103.0,"ROSSVILLE 2.0 N, TN US",5.0,"3,N",3.0,"3,N",1.0,"3,N",,,,,20140912.0,",3,N",,,113.0,"3,,N,12,",120.7,"3,,,N",,,,,,,,,,,,
5685,US1TNFY0012,2016-06,35.2617057412863,-89.3533784151077,106.7,"SOMERVILLE 1.7 N, TN US",7.0,"1,N",6.0,"1,N",1.0,"1,N",,,,,20160604.0,",1,N",,,40.9,"1,,N,04,",94.5,"1,,,N",,,,,,,,,,,,
5686,US1TNFY0013,2016-03,35.1877174377441,-89.4881820678711,126.2,"OAKLAND 2.9 SSE, TN US",10.0,"5,N",7.0,"5,N",4.0,"5,N",,,,,20160310.0,",5,N",,,129.0,"5,,N,10,",285.0,"5,,,N",,,,,,,,,,,,
5687,US1TNGB0001,2011-05,35.931028,-88.767385,129.8,"MILAN 1.1 NW, TN US",10.0,"3,N",6.0,"3,N",1.0,"3,N",,,,,20110523.0,",3,N",,,37.1,"3,,N,23,",288.5,",a,,N",,,,,,,,,,,,
5688,US1TNGB0005,2007-12,35.806266,-88.775867,150.9,"MEDINA 0.2 NNW, TN US",15.0,"3,N",13.0,"3,N",0.0,"3,N",0.0,"3,N",20071231.0,"+,3,N",20071216.0,",3,N",0.0,"3,,N,31,+",25.1,"3,,N,16,",120.5,"3,,,N",0.0,"3,,,N",,,,,,,,,,
5689,US1TNGB0008,2008-03,36.076872,-88.938817,106.1,"DYER 3.0 E, TN US",13.0,",N",11.0,",N",2.0,",N",0.0,"1,N",20080331.0,"+,1,N",20080304.0,",,N",0.0,"1,,N,31,+",93.7,",,N,04,",212.6,",,,N",0.0,"1,,,N",,,,,,,,,,
5690,US1TNGB0015,2019-07,35.799028,-88.775349,150.0,"MEDINA 0.3 S, TN US",,,,,,,,,,,,,,,,,183.1,"1,a,,N",,,,,,,,,,,,
5691,US1TNGB0017,2021-09,35.98257,-88.983451,112.5,"TRENTON 2.6 WNW, TN US",10.0,"2,N",5.0,"2,N",2.0,"2,N",,,,,20210905.0,",2,N",,,26.7,"2,,N,05,",81.6,"2,,,N",,,,,,,,,,,,
5692,US1TNGL0001,2007-06,35.438601,-87.095841,305.7,"LYNNVILLE 6.6 NW, TN US",9.0,",N",6.0,",N",1.0,",N",0.0,",N",20070630.0,"+,,N",20070620.0,",,N",0.0,",,N,30,+",40.6,",,N,20,",65.8,",,,N",0.0,",,,N",,,,,,,,,,
5693,US1TNGL0002,2007-08,35.04929,-86.9823,280.1,"PROSPECT 2.0NE, TN US",4.0,",N",2.0,",N",2.0,",N",0.0,",N",20070831.0,"+,,N",20070826.0,",,N",0.0,",,N,31,+",46.0,",,N,26,",77.0,",,,N",0.0,",,,N",,,,,,,,,,
5694,US1TNGL0003,2007-11,35.231926,-87.164664,221.0,"PULASKI 5.4 SW, TN US",,,,,,,,,,,,,,,,,88.0,"5,a,,N",,,,,,,,,,,,
5695,US1TNGL0004,2007-11,34.994569,-86.937558,206.0,"ARDMORE 4.6 W, TN US",6.0,"2,N",3.0,"2,N",0.0,"2,N",0.0,"2,N",20071130.0,"+,2,N",20071122.0,",2,N",0.0,"2,,N,30,+",21.3,"2,,N,22,",36.6,"2,,,N",0.0,"2,,,N",,,,,,,,,,
5696,US1TNGL0005,2007-11,35.200494,-87.011559,249.0,"PULASKI 1.3 ENE, TN US",,,,,,,,,,,,,,,,,90.1,"4,a,,N",,,,,,,,,,,,
5697,US1TNGL0006,2007-12,35.212746,-86.950438,263.0,"PULASKI 4.9 ENE, TN US",10.0,"3,N",7.0,"3,N",0.0,"3,N",0.0,"3,N",20071231.0,"+,3,N",20071229.0,",3,N",0.0,"3,,N,31,+",16.8,"3,,N,29,",86.2,"3,,,N",0.0,"3,,,N",,,,,,,,,,
5698,US1TNGL0008,2009-02,35.101787,-87.165653,289.0,"GOODSPRING 4.6 SW, TN US",10.0,"2,N",6.0,"2,N",0.0,"2,N",,,,,20090218.0,",2,N",,,17.0,"2,,N,18,",40.8,"2,,,N",,,,,,,,,,,,
5699,US1TNGL0011,2011-01,35.253882,-86.91333,299.0,"PULASKI 7.9 ENE, TN US",11.0,"5,N",7.0,"5,N",2.0,"5,N",,,,,20110101.0,",5,N",,,73.7,"5,,N,01,",132.4,"3,a,,N",,,,,,,,,,,,
5700,US1TNGL0013,2012-07,35.1403350830078,-87.1489868164063,301.1,"PULASKI 7.5 WSW, TN US",16.0,",N",10.0,",N",3.0,",N",,,,,20120711.0,",,N",,,44.5,",,N,11,",187.5,",,,N",,,,,,,,,,,,
5701,US1TNGL0016,2015-12,35.215157,-86.779938,253.6,"CORNERSVILLE 10.5 SSE, TN US",12.0,",N",9.0,",N",6.0,",N",,,,,20151226.0,",,N",,,54.6,",,N,26,",253.1,",,,N",,,,,,,,,,,,
5702,US1TNGL0018,2021-08,35.367078,-87.1591167,233.2,"ETHRIDGE 8.7 ENE, TN US",12.0,"2,N",11.0,"2,N",4.0,"2,N",,,,,20210831.0,",2,N",,,80.5,"2,,N,31,",279.8,"2,,,N",,,,,,,,,,,,
5703,US1TNGL0019,2023-06,35.279686,-87.02428,218.8,"PULASKI 5.8 N, TN US",13.0,",N",7.0,",N",0.0,",N",,,,,20230612.0,",,N",,,22.4,",,N,12,",60.5,",,,N",,,,,,,,,,,,
5704,US1TNGL0022,2023-05,35.1311907,-87.1293175,307.2,"GOODSPRING 1.8 WSW, TN US",10.0,",N",7.0,",N",0.0,",N",,,,,20230512.0,",,N",,,21.8,",,N,12,",102.7,",,,N",,,,,,,,,,,,
5705,US1TNGN0001,2008-02,36.019523,-82.830878,445.0,"GREENEVILLE 10.1 S, TN US",14.0,"4,N",9.0,"4,N",0.0,"4,N",0.0,"4,N",20080214.0,",4,N",20080205.0,",4,N",0.0,"4,T,N,14,",24.4,"4,,N,05,",90.1,"4,,,N",0.0,"4,T,,N",,,,,,,,,,
5706,US1TNGN0002,2008-07,36.085767,-82.760837,441.0,"GREENEVILLE 6.4 SSE, TN US",13.0,"2,N",8.0,"2,N",1.0,"2,N",0.0,"2,N",20080731.0,"+,2,N",20080711.0,",2,N",0.0,"2,,N,31,+",25.4,"2,,N,11,",85.6,"2,,,N",0.0,"2,,,N",,,,,,,,,,
5707,US1TNGN0004,2007-05,36.138723,-83.074501,363.9,"MOSHEIM 7.5 WSW, TN US",6.0,",N",3.0,",N",0.0,",N",0.0,",N",20070531.0,"+,,N",20070506.0,",,N",0.0,",,N,31,+",6.6,",,N,06,",19.0,",,,N",0.0,",,,N",,,,,,,,,,
5708,US1TNGN0008,2008-03,36.122412,-82.816249,467.6,"GREENEVILLE 3.0 S, TN US",10.0,"1,N",7.0,"1,N",1.0,"1,N",0.0,"1,N",20080331.0,"+,1,N",20080305.0,",1,N",0.0,"1,,N,31,+",27.9,"1,,N,05,",88.4,"1,,,N",0.0,"1,,,N",,,,,,,,,,
5709,US1TNGN0009,2008-09,36.338968,-82.841907,363.9,"BAILEYTON 1.0 NW, TN US",8.0,",N",5.0,",N",2.0,",N",0.0,",N",20080930.0,"+,,N",20080911.0,",,N",0.0,",,N,30,+",50.3,",,N,11,",104.1,",,,N",0.0,",,,N",,,,,,,,,,
5710,US1TNGN0010,2010-12,36.17790011,-82.762857,451.1,"TUSCULUM 0.7 WNW, TN US",10.0,",N",7.0,",N",1.0,",N",,,,,20101201.0,",,N",,,39.4,",,N,01,",92.1,",,,N",,,,,,,,,,,,
5711,US1TNGN0015,2019-10,36.16886,-82.847155,442.0,"GREENEVILLE 1.6 W, TN US",10.0,"2,N",9.0,"2,N",2.0,"2,N",,,,,20191031.0,",2,N",,,39.6,"2,,N,31,",170.1,"2,,,N",,,,,,,,,,,,
5712,US1TNGN0017,2022-08,36.1512298,-83.0248605,365.8,"MIDWAY 2.3 SW, TN US",13.0,"1,N",10.0,"1,N",1.0,"1,N",,,,,20220805.0,",1,N",,,30.2,"1,,N,05,",119.2,"1,,,N",,,,,,,,,,,,
5713,US1TNGN0018,2023-01,36.2047383,-82.8116715,466.3,"GREENEVILLE 2.8 N, TN US",16.0,",N",11.0,",N",0.0,",N",,,,,20230109.0,",,N",,,24.9,",,N,09,",132.8,",,,N",,,,,,,,,,,,
5714,US1TNGR0001,2007-04,36.232947,-83.671434,403.3,"WASHBURN 1.3 SSE, TN US",11.0,",N",7.0,",N",1.0,",N",0.0,",N",20070416.0,",,N",20070415.0,",,N",0.0,",T,N,16,",37.1,",,N,15,",107.5,",,,N",0.0,",T,,N",,,,,,,,,,
5715,US1TNGR0003,2009-07,36.255333,-83.552944,350.8,"RUTLEDGE 2.0 SW, TN US",13.0,",N",9.0,",N",2.0,",N",,,,,20090730.0,",,N",,,31.8,",,N,30,",145.9,",,,N",,,,,,,,,,,,
5716,US1TNGR0008,2019-06,36.2295,-83.4477,389.2,"RUTLEDGE 5.3 SE, TN US",15.0,"4,N",8.0,"4,N",3.0,"4,N",,,,,20190619.0,",4,N",,,33.8,"4,,N,19,",152.8,"4,,,N",,,,,,,,,,,,
5717,US1TNGY0001,2007-04,35.202162,-85.823177,535.2,"MONTEAGLE 2.6 SSE, TN US",8.0,"5,N",8.0,"5,N",3.0,"5,N",0.0,"5,N",20070416.0,"+,5,N",20070415.0,",5,N",0.0,"5,T,N,16,+",47.5,"5,,N,15,",146.4,"5,,,N",0.0,"5,T,,N",,,,,,,,,,
5718,US1TNGY0002,2007-04,35.4703,-85.6371,294.1,"BEERSHEBA SPRINGS 2.1 ENE, TN US",10.0,"4,N",7.0,"4,N",2.0,"4,N",0.0,"4,N",20070430.0,"+,4,N",20070404.0,",4,N",0.0,"4,,N,30,+",39.4,"4,,N,04,",113.1,"4,,,N",0.0,"4,,,N",,,,,,,,,,
5719,US1TNGY0003,2007-04,35.421911,-85.717894,570.9,"ALTAMONT 0.8 SE, TN US",13.0,",N",7.0,",N",2.0,",N",0.0,",N",20070430.0,"+,,N",20070415.0,",,N",0.0,",,N,30,+",44.5,",,N,15,",122.5,",,,N",0.0,",,,N",,,,,,,,,,
5720,US1TNGY0004,2007-09,35.43405,-85.79794,619.0,"ALTAMONT 3.9 W, TN US",5.0,",N",5.0,",N",0.0,",N",0.0,",N",20070930.0,"+,,N",20070912.0,",,N",0.0,",,N,30,+",19.8,",,N,12,",46.2,",,,N",0.0,",,,N",,,,,,,,,,
5721,US1TNGY0005,2007-12,35.463829,-85.650896,559.9,"BEERSHEBA SPRINGS 1.2 ENE, TN US",10.0,"4,N",6.0,"4,N",0.0,"4,N",0.0,"4,N",20071231.0,"+,4,N",20071229.0,",4,N",0.0,"4,,N,31,+",18.8,"4,,N,29,",61.2,"4,,,N",0.0,"4,,,N",,,,,,,,,,
5722,US1TNGY0006,2008-03,35.28119,-85.8548,317.9,"PELHAM 2.6 SSE, TN US",12.0,"4,N",7.0,"4,N",1.0,"4,N",0.0,"4,N",20080331.0,"+,4,N",20080304.0,",4,N",0.0,"4,,N,31,+",43.2,"4,,N,04,",114.7,"4,,,N",0.0,"4,,,N",,,,,,,,,,
5723,US1TNGY0007,2007-12,35.236556,-85.804955,577.0,"MONTEAGLE 2.0 E, TN US",12.0,"3,N",6.0,"3,N",0.0,"3,N",0.0,"4,N",20071231.0,"+,4,N",20071229.0,",3,N",0.0,"4,,N,31,+",20.8,"3,,N,29,",62.1,"3,,,N",0.0,"4,,,N",,,,,,,,,,
5724,US1TNGY0008,2008-01,35.461065,-85.785807,612.0,"ALTAMONT 3.9 NW, TN US",10.0,",N",7.0,",N",1.0,",N",0.0,",N",20080131.0,"+,,N",20080111.0,",,N",0.0,",,N,31,+",41.9,",,N,11,",116.9,",,,N",0.0,",,,N",,,,,,,,,,
5725,US1TNGY0011,2010-08,35.43505,-85.718372,553.8,"ALTAMONT 0.7 ENE, TN US",8.0,",N",7.0,",N",1.0,",N",,,,,20100815.0,",,N",,,34.0,",,N,15,",99.1,",,,N",,,,,,,,,,,,
5726,US1TNGY0013,2012-07,35.373027,-85.613261,582.2,"GRUETLI LAAGER 1.3 E, TN US",16.0,"5,N",13.0,"5,N",5.0,"5,N",,,,,20120711.0,",5,N",,,85.6,"5,,N,11,",331.2,"5,,,N",,,,,,,,,,,,
5727,US1TNHB0002,2007-04,36.201175,-83.389058,374.9,"MORRISTOWN 5.3 W, TN US",3.0,",N",3.0,",N",1.0,",N",0.0,",N",20070430.0,"+,,N",20070416.0,",,N",0.0,",,N,30,+",61.2,",,N,16,",97.0,",,,N",0.0,",,,N",,,,,,,,,,
5728,US1TNHB0003,2007-09,36.1607,-83.4609,379.5,"JEFFERSON CITY 2.1 NE, TN US",5.0,"1,N",3.0,"1,N",0.0,"1,N",0.0,"1,N",20070930.0,"+,1,N",20070911.0,",1,N",0.0,"1,,N,30,+",10.9,"1,,N,11,",32.1,"1,,,N",0.0,"1,,,N",,,,,,,,,,
5729,US1TNHB0004,2007-08,36.267746,-83.143011,370.3,"BULLS GAP 3.6 W, TN US",5.0,",N",3.0,",N",1.0,",N",0.0,",N",20070831.0,"+,,N",20070803.0,",,N",0.0,",,N,31,+",50.5,",,N,03,",59.1,",,,N",0.0,",,,N",,,,,,,,,,
5730,US1TNHB0005,2007-08,36.191164,-83.397555,385.0,"MORRISTOWN 5.9 WSW, TN US",3.0,"1,N",2.0,"1,N",0.0,"1,N",0.0,"1,N",20070831.0,"+,1,N",20070827.0,",1,N",0.0,"1,,N,31,+",11.2,"1,,N,27,",17.0,"1,,,N",0.0,"1,,,N",,,,,,,,,,
5731,US1TNHC0001,2007-11,36.58818,-83.08422,416.1,"SNEEDVILLE 7.9 ENE, TN US",11.0,"3,N",5.0,"3,N",2.0,"3,N",0.0,"3,N",20071130.0,"+,3,N",20071115.0,",3,N",0.0,"3,,N,30,+",26.7,"3,,N,15,",93.9,"3,,,N",0.0,"3,,,N",,,,,,,,,,
5732,US1TNHC0002,2007-12,36.5891,-83.0398,429.2,"KYLES FORD 1.0 N, TN US",24.0,",N",9.0,",N",1.0,",N",0.0,",N",20071217.0,",,N",20071229.0,",,N",0.0,",T,N,17,",27.4,",,N,29,",77.3,",,,N",0.0,",T,,N",,,,,,,,,,
5733,US1TNHD0003,2008-01,35.553558,-88.26697,142.0,"SCOTTS HILL 2.8 NNW, TN US",6.0,",N",5.0,",N",1.0,",N",0.0,",N",20080131.0,"+,,N",20080130.0,",,N",0.0,",,N,31,+",26.2,",,N,30,",61.8,",,,N",0.0,",,,N",,,,,,,,,,
5734,US1TNHD0009,2019-01,35.43881,-88.35007,139.9,"SARDIS 3.2 W, TN US",14.0,",N",9.0,",N",1.0,",N",,,,,20190119.0,",,N",,,49.0,",,N,19,",146.4,",,,N",,,,,,,,,,,,
5735,US1TNHD0010,2020-03,35.650054,-88.483327,155.1,"LEXINGTON 5.1 W, TN US",,,,,,,,,,,,,,,,,263.9,"1,a,,N",,,,,,,,,,,,
5736,US1TNHK0001,2007-12,36.55033,-82.825348,456.9,"SURGOINSVILLE 5.6 NNE, TN US",14.0,"1,N",7.0,"1,N",0.0,"1,N",0.0,"1,N",20071217.0,",1,N",20071229.0,",1,N",0.0,"1,T,N,17,",24.6,"1,,N,29,",68.8,"1,,,N",0.0,"1,T,,N",,,,,,,,,,
5737,US1TNHK0004,2010-09,36.568968,-82.682928,442.3,"CHURCH HILL 3.4 NNE, TN US",10.0,",N",8.0,",N",0.0,",N",,,,,20100917.0,",,N",,,16.5,",,N,17,",80.1,",,,N",,,,,,,,,,,,
5738,US1TNHK0005,2012-08,36.450334,-82.876615,360.6,"ROGERSVILLE 7.8 ENE, TN US",12.0,",N",5.0,",N",1.0,",N",,,,,20120804.0,",,N",,,60.5,",,N,04,",101.5,",,,N",,,,,,,,,,,,
5739,US1TNHK0006,2015-09,36.579605,-82.661912,450.8,"MOUNT CARMEL 1.3 N, TN US",,,,,,,,,,,,,,,,,49.2,",a,,N",,,,,,,,,,,,
5740,US1TNHK0007,2020-04,36.52978,-82.69691,408.4,"CHURCH HILL 1.0 ENE, TN US",11.0,"2,N",10.0,"2,N",1.0,"2,N",,,,,20200413.0,",2,N",,,84.1,"2,,N,13,",187.9,"2,,,N",,,,,,,,,,,,
5741,US1TNHK0008,2020-07,36.2528,-83.0867,354.2,"BULLS GAP 0.9 SSW, TN US",10.0,",N",7.0,",N",2.0,",N",,,,,20200731.0,",,N",,,33.5,",,N,31,",109.8,",,,N",,,,,,,,,,,,
